stimulus_presentation_id,stimulus_block,start_time,stop_time,color,Dir,Speed,phase,frame,coherence,x_position,stimulus_name,orientation,y_position,temporal_frequency,size,spatial_frequency,contrast,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1096,0.0,349.31854,349.56874,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,90.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020681,122,,,0,,False,4,train,2
1097,0.0,349.56874,349.81895,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,90.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,84,,,0,,False,3,train,2
1098,0.0,349.81895,350.06917,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,226,,,0,,False,1,train,0
1099,0.0,350.06917,350.31938,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,231,,,0,,False,5,test,0
1100,0.0,350.31938,350.56959,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,32,,,0,,False,4,train,1
1101,0.0,350.56959,350.8198,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,220,,,0,,False,3,train,0
1102,0.0,350.8198,351.07001,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,90.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,140,,,0,,False,5,test,2
1103,0.0,351.07001,351.32021,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,45.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,144,,,0,,False,7,train,1
1104,0.0,351.32021,351.57042,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,5,,,0,,False,5,test,2
1105,0.0,351.57042,351.82063,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,197,,,0,,False,5,test,1
1106,0.0,351.82063,352.07085,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,160,,,0,,False,7,train,1
1107,0.0,352.07085,352.32106,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,146,,,0,,False,5,test,0
1108,0.0,352.32106,352.57127,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,0.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021069,54,,,0,,False,3,train,0
1109,0.0,352.57127,352.82148,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,57,,,0,,False,1,train,1
1110,0.0,352.82148,353.0717,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,165,,,0,,False,4,train,1
1111,0.0,353.0717,353.32192,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,0.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,95,,,0,,False,4,train,0
1112,0.0,353.32192,353.57213,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,87,,,0,,False,7,train,0
1113,0.0,353.57213,353.82234,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,90.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,173,,,0,,False,2,test,2
1114,0.0,353.82234,354.07254,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,0.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,47,,,0,,False,4,train,0
1115,0.0,354.07254,354.32274,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,90.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,45,,,0,,False,6,train,2
1116,0.0,354.32274,354.57295,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,28,,,0,,False,7,train,1
1117,0.0,354.57295,354.82316,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,141,,,0,,False,4,train,1
1118,0.0,354.82316,355.07337,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,0.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,60,,,0,,False,6,train,0
1119,0.0,355.07337,355.32357,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,196,,,0,,False,5,test,1
1120,0.0,355.32357,355.57378,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020931,193,,,0,,False,5,test,0
1121,0.0,355.57378,355.82399,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,45.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,76,,,0,,False,5,test,1
1122,0.0,355.82399,356.07419,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,112,,,0,,False,6,train,0
1123,0.0,356.07419,356.32439,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,138,,,0,,False,3,train,0
1124,0.0,356.32439,356.5746,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,205,,,0,,False,5,test,2
1125,0.0,356.5746,356.82482,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,106,,,0,,False,4,train,2
1126,0.0,356.82482,357.07504,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,177,,,0,,False,3,train,1
1127,0.0,357.07504,357.32525,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,90.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,68,,,0,,False,5,test,2
1128,0.0,357.32525,357.57547,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,210,,,0,,False,3,train,1
1129,0.0,357.57547,357.82567,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,143,,,0,,False,4,train,2
1130,0.0,357.82567,358.07588,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,243,,,0,,False,0,train,0
1131,0.0,358.07588,358.32608,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,215,,,0,,False,2,test,1
1132,0.0,358.32608,358.57628,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,104,,,0,,False,6,train,0
1133,0.0,358.57628,358.82649,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,100,,,0,,False,4,train,2
1134,0.0,358.82649,359.0767,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,90.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,125,,,0,,False,3,train,2
1135,0.0,359.0767,359.32691,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,151,,,0,,False,6,train,1
1136,0.0,359.32691,359.57712,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,103,,,0,,False,6,train,1
1137,0.0,359.57712,359.82733,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,109,,,0,,False,4,train,0
1138,0.0,359.82733,360.07754,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,58,,,0,,False,3,train,1
1139,0.0,360.07754,360.32774,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,90.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,208,,,0,,False,1,train,2
1140,0.0,360.32774,360.57795,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,138,,,0,,False,4,train,0
1141,0.0,360.57795,360.82816,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,215,,,0,,False,3,train,1
1142,0.0,360.82816,361.07837,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,79,,,0,,False,3,train,0
1143,0.0,361.07837,361.32858,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,238,,,0,,False,3,train,2
1144,0.0,361.32858,361.57879,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,45.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,46,,,0,,False,4,train,1
1145,0.0,361.57879,361.829,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,181,,,0,,False,3,train,0
1146,0.0,361.829,362.07921,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,57,,,0,,False,2,test,1
1147,0.0,362.07921,362.32942,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,123,,,0,,False,7,train,1
1148,0.0,362.32942,362.57963,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,130,,,0,,False,7,train,1
1149,0.0,362.57963,362.82984,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,157,,,0,,False,2,test,1
1150,0.0,362.82984,363.08006,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,240,,,0,,False,4,train,0
1151,0.0,363.08006,363.33027,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,0.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,227,,,0,,False,1,train,0
1152,0.0,363.33027,363.58048,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,154,,,0,,False,4,train,1
1153,0.0,363.58048,363.83069,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,112,,,0,,False,7,train,0
1154,0.0,363.83069,364.08089,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,206,,,0,,False,3,train,1
1155,0.0,364.08089,364.33109,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,169,,,0,,False,4,train,2
1156,0.0,364.33109,364.5813,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020319,96,,,0,,False,4,train,1
1157,0.0,364.5813,364.83152,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,45.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,221,,,0,,False,2,test,1
1158,0.0,364.83152,365.08174,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,222,,,0,,False,2,test,2
1159,0.0,365.08174,365.33195,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,0.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,37,,,0,,False,7,train,0
1160,0.0,365.33195,365.58217,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,90.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,191,,,0,,False,2,test,2
1161,0.0,365.58217,365.83237,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,148,,,0,,False,7,train,2
1162,0.0,365.83237,366.08258,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,222,,,0,,False,3,train,2
1163,0.0,366.08258,366.33278,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,90.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,125,,,0,,False,4,train,2
1164,0.0,366.33278,366.58298,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,211,,,0,,False,6,train,1
1165,0.0,366.58298,366.83318,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,45.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020431,241,,,0,,False,1,train,1
1166,0.0,366.83318,367.08339,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020431,177,,,0,,False,4,train,1
1167,0.0,367.08339,367.33359,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,45.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020431,101,,,0,,False,6,train,1
1168,0.0,367.33359,367.58379,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020431,97,,,0,,False,3,train,0
1169,0.0,367.58379,367.83401,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,0.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021569,134,,,0,,False,5,test,0
1170,0.0,367.83401,368.08423,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021569,49,,,0,,False,6,train,2
1171,0.0,368.08423,368.33444,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021569,235,,,0,,False,4,train,1
1172,0.0,368.33444,368.58466,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,45.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021569,94,,,0,,False,7,train,1
1173,0.0,368.58466,368.83486,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020431,142,,,0,,False,6,train,0
1174,0.0,368.83486,369.08507,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,0.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020431,163,,,0,,False,6,train,0
1175,0.0,369.08507,369.33527,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020431,35,,,0,,False,5,test,0
1176,0.0,369.33527,369.58547,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020431,231,,,0,,False,6,train,0
1177,0.0,369.58547,369.83568,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,90.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,145,,,0,,False,5,test,2
1178,0.0,369.83568,370.08589,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,156,,,0,,False,2,test,0
1179,0.0,370.08589,370.3361,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,50,,,0,,False,4,train,0
1180,0.0,370.3361,370.58631,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,237,,,0,,False,2,test,2
1181,0.0,370.58631,370.83653,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,86,,,0,,False,3,train,1
1182,0.0,370.83653,371.08675,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,154,,,0,,False,5,test,1
1183,0.0,371.08675,371.33696,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,183,,,0,,False,4,train,1
1184,0.0,371.33696,371.58718,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-30.0,gabors,0.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021931,230,,,0,,False,2,test,0
1185,0.0,371.58718,371.83738,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,45.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,56,,,0,,False,4,train,1
1186,0.0,371.83738,372.08759,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,90.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,16,,,0,,False,9,train,2
1187,0.0,372.08759,372.33779,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,202,,,0,,False,2,test,2
1188,0.0,372.33779,372.58799,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020069,74,,,0,,False,5,test,1
1189,0.0,372.58799,372.8382,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,185,,,0,,False,3,train,0
1190,0.0,372.8382,373.08841,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,35,,,0,,False,6,train,0
1191,0.0,373.08841,373.33862,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,0.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,227,,,0,,False,2,test,0
1192,0.0,373.33862,373.58883,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,0.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021181,162,,,0,,False,7,train,0
1193,0.0,373.58883,373.83904,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,90.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,34,,,0,,False,4,train,2
1194,0.0,373.83904,374.08925,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,132,,,0,,False,3,train,0
1195,0.0,374.08925,374.33945,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,183,,,0,,False,5,test,1
1196,0.0,374.33945,374.58966,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,45.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020569,184,,,0,,False,2,test,1
1197,0.0,374.58966,374.83988,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,45.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25022181,129,,,0,,False,4,train,1
1198,0.0,374.83988,375.0901,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,0.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25022181,60,,,0,,False,7,train,0
1199,0.0,375.0901,375.34032,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25022181,86,,,0,,False,4,train,1
1200,0.0,375.34032,375.59054,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25022181,198,,,0,,False,3,train,2
1201,0.0,375.59054,375.84074,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019569,43,,,0,,False,6,train,0
1202,0.0,375.84074,376.09094,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019569,106,,,0,,False,5,test,2
1203,0.0,376.09094,376.34113,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019569,116,,,0,,False,8,test,0
1204,0.0,376.34113,376.59133,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25019569,19,,,0,,False,6,train,0
1205,0.0,376.59133,376.84154,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,90.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,131,,,0,,False,5,test,2
1206,0.0,376.84154,377.09176,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,0.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,4,,,0,,False,6,train,0
1207,0.0,377.09176,377.34198,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,90.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,173,,,0,,False,3,train,2
1208,0.0,377.34198,377.59219,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,90.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021681,25,,,0,,False,6,train,2
1209,0.0,377.59219,377.8424,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,0.0,-30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,239,,,0,,False,3,train,0
1210,0.0,377.8424,378.09261,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,0.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,180,,,0,,False,6,train,0
1211,0.0,378.09261,378.34282,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,141,,,0,,False,5,test,1
1212,0.0,378.34282,378.59303,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,0.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,86,,,0,,False,5,test,1
1213,0.0,378.59303,378.84323,null,null,null,"[3644.93333333, 3644.93333333]",null,null,10.0,gabors,90.0,30.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020431,201,,,0,,False,4,train,2
1214,0.0,378.84323,379.09344,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,90.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020431,119,,,0,,False,2,test,2
1215,0.0,379.09344,379.34364,null,null,null,"[3644.93333333, 3644.93333333]",null,null,40.0,gabors,0.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020431,231,,,0,,False,7,train,0
1216,0.0,379.34364,379.59384,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-20.0,gabors,90.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020431,148,,,0,,False,8,test,2
1217,0.0,379.59384,379.84405,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,45.0,20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,211,,,0,,False,7,train,1
1218,0.0,379.84405,380.09426,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-40.0,gabors,45.0,-40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,141,,,0,,False,6,train,1
1219,0.0,380.09426,380.34447,null,null,null,"[3644.93333333, 3644.93333333]",null,null,-10.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,142,,,0,,False,7,train,0
1220,0.0,380.34447,380.59468,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,90.0,10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25020819,38,,,0,,False,6,train,2
1221,0.0,380.59468,380.84489,null,null,null,"[3644.93333333, 3644.93333333]",null,null,20.0,gabors,0.0,-10.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,181,,,0,,False,4,train,0
1222,0.0,380.84489,381.09511,null,null,null,"[3644.93333333, 3644.93333333]",null,null,30.0,gabors,45.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,242,,,0,,False,2,test,1
1223,0.0,381.09511,381.34532,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,90.0,40.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,41,,,0,,False,6,train,2
1224,0.0,381.34532,381.59553,null,null,null,"[3644.93333333, 3644.93333333]",null,null,0.0,gabors,90.0,-20.0,4.0,"[20.0, 20.0]",0.08,0.8,0.25021431,119,,,0,,False,3,train,2
