stimulus_presentation_id,stimulus_block,start_time,stop_time,orientation,spatial_frequency,temporal_frequency,Speed,x_position,contrast,phase,coherence,y_position,size,Dir,color,frame,stimulus_name,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
822,0.0,276.74308,276.9933,45.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25021699,165,,,0,,False,2,test,1
823,0.0,276.9933,277.24352,90.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021699,111,,,0,,False,3,train,2
824,0.0,277.24352,277.49373,90.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021699,155,,,0,,False,4,train,2
825,0.0,277.49373,277.74394,90.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020301,96,,,0,,False,3,train,2
826,0.0,277.74394,277.99414,0.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020301,131,,,0,,False,5,test,0
827,0.0,277.99414,278.24434,90.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020301,179,,,0,,False,3,train,2
828,0.0,278.24434,278.49455,90.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020301,110,,,0,,False,4,train,2
829,0.0,278.49455,278.74477,45.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25022699,68,,,0,,False,3,train,1
830,0.0,278.74477,278.995,45.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25022699,190,,,0,,False,3,train,1
831,0.0,278.995,279.24523,90.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25022699,74,,,0,,False,4,train,2
832,0.0,279.24523,279.49545,0.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25022699,224,,,0,,False,2,test,0
833,0.0,279.49545,279.74564,0.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25019051,80,,,0,,False,5,test,0
834,0.0,279.74564,279.99584,0.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25019051,237,,,0,,False,0,train,0
835,0.0,279.99584,280.24603,90.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25019051,172,,,0,,False,3,train,2
836,0.0,280.24603,280.49622,45.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25019051,112,,,0,,False,2,test,1
837,0.0,280.49622,280.74643,45.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,71,,,0,,False,4,train,1
838,0.0,280.74643,280.99664,90.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,66,,,0,,False,5,test,2
839,0.0,280.99664,281.24684,45.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,129,,,0,,False,4,train,1
840,0.0,281.24684,281.49705,45.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,149,,,0,,False,3,train,1
841,0.0,281.49705,281.74727,90.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,105,,,0,,False,3,train,2
842,0.0,281.74727,281.99748,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,154,,,0,,False,2,test,2
843,0.0,281.99748,282.24769,45.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,89,,,0,,False,3,train,1
844,0.0,282.24769,282.49791,45.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,141,,,0,,False,2,test,1
845,0.0,282.49791,282.74812,90.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,159,,,0,,False,3,train,2
846,0.0,282.74812,282.99833,90.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,66,,,0,,False,6,train,2
847,0.0,282.99833,283.24853,0.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,206,,,0,,False,3,train,0
848,0.0,283.24853,283.49874,0.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,120,,,0,,False,3,train,0
849,0.0,283.49874,283.74895,45.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,31,,,0,,False,3,train,1
850,0.0,283.74895,283.99916,45.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,72,,,0,,False,6,train,1
851,0.0,283.99916,284.24936,0.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,38,,,0,,False,3,train,0
852,0.0,284.24936,284.49957,45.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,113,,,0,,False,2,test,1
853,0.0,284.49957,284.74978,45.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,232,,,0,,False,2,test,1
854,0.0,284.74978,284.99999,0.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,213,,,0,,False,3,train,0
855,0.0,284.99999,285.2502,0.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,85,,,0,,False,4,train,0
856,0.0,285.2502,285.50041,45.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,163,,,0,,False,3,train,1
857,0.0,285.50041,285.75062,0.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,80,,,0,,False,6,train,0
858,0.0,285.75062,286.00083,90.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,77,,,0,,False,3,train,2
859,0.0,286.00083,286.25103,0.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,55,,,0,,False,4,train,0
860,0.0,286.25103,286.50124,0.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,209,,,0,,False,3,train,0
861,0.0,286.50124,286.75145,90.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,176,,,0,,False,2,test,2
862,0.0,286.75145,287.00166,45.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,177,,,0,,False,2,test,1
863,0.0,287.00166,287.25187,0.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,73,,,0,,False,5,test,0
864,0.0,287.25187,287.50208,0.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,140,,,0,,False,1,train,0
865,0.0,287.50208,287.75229,45.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,138,,,0,,False,2,test,1
866,0.0,287.75229,288.00251,45.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,129,,,0,,False,5,test,1
867,0.0,288.00251,288.25272,0.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,10,,,0,,False,7,train,0
868,0.0,288.25272,288.50293,90.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,64,,,0,,False,3,train,2
869,0.0,288.50293,288.75314,90.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,45,,,0,,False,5,test,2
870,0.0,288.75314,289.00335,0.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,234,,,0,,False,1,train,0
871,0.0,289.00335,289.25355,90.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,44,,,0,,False,2,test,2
872,0.0,289.25355,289.50376,90.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,160,,,0,,False,2,test,2
873,0.0,289.50376,289.75397,0.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,85,,,0,,False,5,test,0
874,0.0,289.75397,290.00418,90.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,20,,,0,,False,5,test,2
875,0.0,290.00418,290.25439,45.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,190,,,0,,False,4,train,1
876,0.0,290.25439,290.5046,0.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020801,140,,,0,,False,2,test,0
877,0.0,290.5046,290.7548,45.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,168,,,0,,False,4,train,1
878,0.0,290.7548,291.00501,0.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,55,,,0,,False,5,test,0
879,0.0,291.00501,291.25522,45.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,22,,,0,,False,3,train,1
880,0.0,291.25522,291.50542,0.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020699,27,,,0,,False,3,train,0
881,0.0,291.50542,291.75563,45.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,88,,,0,,False,4,train,1
882,0.0,291.75563,292.00585,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,78,,,0,,False,5,test,2
883,0.0,292.00585,292.25606,45.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,8,,,0,,False,3,train,1
884,0.0,292.25606,292.50627,90.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,6,,,0,,False,7,train,2
885,0.0,292.50627,292.75647,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,133,,,0,,False,2,test,2
886,0.0,292.75647,293.00668,90.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,111,,,0,,False,4,train,2
887,0.0,293.00668,293.25688,45.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,177,,,0,,False,3,train,1
888,0.0,293.25688,293.50708,90.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020449,238,,,0,,False,0,train,2
889,0.0,293.50708,293.7573,0.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,210,,,0,,False,3,train,0
890,0.0,293.7573,294.00751,90.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,2,,,0,,False,5,test,2
891,0.0,294.00751,294.25772,0.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,146,,,0,,False,2,test,0
892,0.0,294.25772,294.50794,0.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021301,101,,,0,,False,4,train,0
893,0.0,294.50794,294.75815,90.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,49,,,0,,False,2,test,2
894,0.0,294.75815,295.00836,45.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,145,,,0,,False,4,train,1
895,0.0,295.00836,295.25857,0.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,124,,,0,,False,6,train,0
896,0.0,295.25857,295.50878,45.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,195,,,0,,False,2,test,1
897,0.0,295.50878,295.75899,45.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,148,,,0,,False,3,train,1
898,0.0,295.75899,296.0092,0.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,10,,,0,,False,8,test,0
899,0.0,296.0092,296.2594,45.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,93,,,0,,False,2,test,1
900,0.0,296.2594,296.50961,45.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,228,,,0,,False,2,test,1
901,0.0,296.50961,296.75982,90.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,199,,,0,,False,2,test,2
902,0.0,296.75982,297.01004,45.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,65,,,0,,False,2,test,1
903,0.0,297.01004,297.26025,45.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,239,,,0,,False,0,train,1
904,0.0,297.26025,297.51046,90.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,86,,,0,,False,6,train,2
905,0.0,297.51046,297.76067,90.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020301,142,,,0,,False,3,train,2
906,0.0,297.76067,298.01087,90.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020301,238,,,0,,False,1,train,2
907,0.0,298.01087,298.26107,90.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020301,76,,,0,,False,3,train,2
908,0.0,298.26107,298.51128,90.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020301,33,,,0,,False,2,test,2
909,0.0,298.51128,298.76149,90.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,180,,,0,,False,1,train,2
910,0.0,298.76149,299.0117,45.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,106,,,0,,False,3,train,1
911,0.0,299.0117,299.26191,45.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,113,,,0,,False,3,train,1
912,0.0,299.26191,299.51212,0.0,0.08,4.0,null,0.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25021199,123,,,0,,False,3,train,0
913,0.0,299.51212,299.76233,45.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,0.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,207,,,0,,False,2,test,1
914,0.0,299.76233,300.01254,90.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,130,,,0,,False,4,train,2
915,0.0,300.01254,300.26274,0.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,173,,,0,,False,3,train,0
916,0.0,300.26274,300.51295,90.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,42,,,0,,False,3,train,2
917,0.0,300.51295,300.76317,0.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021949,102,,,0,,False,5,test,0
918,0.0,300.76317,301.01339,0.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021949,183,,,0,,False,3,train,0
919,0.0,301.01339,301.2636,45.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021949,166,,,0,,False,5,test,1
920,0.0,301.2636,301.51382,45.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021949,17,,,0,,False,3,train,1
921,0.0,301.51382,301.76402,90.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25019801,2,,,0,,False,6,train,2
922,0.0,301.76402,302.01422,90.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25019801,42,,,0,,False,4,train,2
923,0.0,302.01422,302.26442,0.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25019801,174,,,0,,False,2,test,0
924,0.0,302.26442,302.51462,90.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25019801,11,,,0,,False,4,train,2
925,0.0,302.51462,302.76483,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,84,,,0,,False,4,train,2
926,0.0,302.76483,303.01504,90.0,0.08,4.0,null,40.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,6,,,0,,False,8,test,2
927,0.0,303.01504,303.26524,45.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,5,,,0,,False,6,train,1
928,0.0,303.26524,303.51545,45.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020949,8,,,0,,False,4,train,1
929,0.0,303.51545,303.76566,45.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,223,,,0,,False,2,test,1
930,0.0,303.76566,304.01588,0.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,236,,,0,,False,1,train,0
931,0.0,304.01588,304.26609,0.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,213,,,0,,False,4,train,0
932,0.0,304.26609,304.5163,45.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021051,31,,,0,,False,4,train,1
933,0.0,304.5163,304.76651,0.0,0.08,4.0,null,10.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,178,,,0,,False,5,test,0
934,0.0,304.76651,305.01673,45.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,115,,,0,,False,2,test,1
935,0.0,305.01673,305.26694,90.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,121,,,0,,False,3,train,2
936,0.0,305.26694,305.51715,90.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,52,,,0,,False,7,train,2
937,0.0,305.51715,305.76735,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020051,154,,,0,,False,3,train,2
938,0.0,305.76735,306.01756,90.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020051,152,,,0,,False,2,test,2
939,0.0,306.01756,306.26776,0.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,-40.0,"[20.0, 20.0]",null,null,null,gabors,0.25020051,212,,,0,,False,4,train,0
940,0.0,306.26776,306.51796,0.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020051,40,,,0,,False,4,train,0
941,0.0,306.51796,306.76817,90.0,0.08,4.0,null,30.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,157,,,0,,False,3,train,2
942,0.0,306.76817,307.01839,90.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,40.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,155,,,0,,False,5,test,2
943,0.0,307.01839,307.2686,90.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,211,,,0,,False,3,train,2
944,0.0,307.2686,307.51881,90.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,-30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021449,78,,,0,,False,6,train,2
945,0.0,307.51881,307.76902,90.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,-20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,94,,,0,,False,4,train,2
946,0.0,307.76902,308.01923,45.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,20.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,177,,,0,,False,4,train,1
947,0.0,308.01923,308.26943,45.0,0.08,4.0,null,-30.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,48,,,0,,False,4,train,1
948,0.0,308.26943,308.51964,0.0,0.08,4.0,null,-10.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25020551,144,,,0,,False,1,train,0
949,0.0,308.51964,308.76985,0.0,0.08,4.0,null,20.0,0.8,"[3644.93333333, 3644.93333333]",null,30.0,"[20.0, 20.0]",null,null,null,gabors,0.25021699,9,,,0,,False,2,test,0
950,0.0,308.76985,309.02007,45.0,0.08,4.0,null,-40.0,0.8,"[3644.93333333, 3644.93333333]",null,-10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021699,202,,,0,,False,4,train,1
951,0.0,309.02007,309.27029,45.0,0.08,4.0,null,-20.0,0.8,"[3644.93333333, 3644.93333333]",null,10.0,"[20.0, 20.0]",null,null,null,gabors,0.25021699,239,,,0,,False,1,train,1
