stimulus_presentation_id,stimulus_block,start_time,stop_time,temporal_frequency,orientation,coherence,stimulus_name,contrast,frame,x_position,size,Speed,spatial_frequency,color,Dir,phase,y_position,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
378,0.0,162.8595,163.10971,4.0,90.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25021223,199,,,0,,False,0,train,2
379,0.0,163.10971,163.35993,4.0,90.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25021223,199,,,0,,False,1,train,2
380,0.0,163.35993,163.61014,4.0,0.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25021223,113,,,0,,False,3,train,0
381,0.0,163.61014,163.86035,4.0,90.0,null,gabors,0.8,null,40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25021027,29,,,0,,False,2,test,2
382,0.0,163.86035,164.11056,4.0,90.0,null,gabors,0.8,null,40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25021027,29,,,0,,False,3,train,2
383,0.0,164.11056,164.36077,4.0,45.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25021027,167,,,0,,False,1,train,1
384,0.0,164.36077,164.61098,4.0,0.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25021027,200,,,0,,False,0,train,0
385,0.0,164.61098,164.86119,4.0,0.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020973,50,,,0,,False,1,train,0
386,0.0,164.86119,165.1114,4.0,90.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25020973,19,,,0,,False,1,train,2
387,0.0,165.1114,165.36161,4.0,45.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25020973,201,,,0,,False,0,train,1
388,0.0,165.36161,165.61182,4.0,0.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25020973,202,,,0,,False,0,train,0
389,0.0,165.61182,165.86203,4.0,45.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020777,8,,,0,,False,2,test,1
390,0.0,165.86203,166.11223,4.0,90.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25020777,107,,,0,,False,1,train,2
391,0.0,166.11223,166.36244,4.0,45.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25020777,118,,,0,,False,1,train,1
392,0.0,166.36244,166.61265,4.0,90.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",20.0,0.25020777,203,,,0,,False,0,train,2
393,0.0,166.61265,166.86286,4.0,45.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",20.0,0.25020723,91,,,0,,False,2,test,1
394,0.0,166.86286,167.11306,4.0,0.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25020723,54,,,0,,False,4,train,0
395,0.0,167.11306,167.36327,4.0,45.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25020723,88,,,0,,False,2,test,1
396,0.0,167.36327,167.61348,4.0,0.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25020723,204,,,0,,False,0,train,0
397,0.0,167.61348,167.86369,4.0,45.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25021027,57,,,0,,False,3,train,1
398,0.0,167.86369,168.1139,4.0,45.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",20.0,0.25021027,56,,,0,,False,1,train,1
399,0.0,168.1139,168.36411,4.0,0.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25021027,110,,,0,,False,1,train,0
400,0.0,168.36411,168.61432,4.0,0.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25021027,25,,,0,,False,2,test,0
401,0.0,168.61432,168.86453,4.0,90.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25020973,9,,,0,,False,1,train,2
402,0.0,168.86453,169.11474,4.0,0.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25020973,177,,,0,,False,1,train,0
403,0.0,169.11474,169.36495,4.0,45.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25020973,205,,,0,,False,0,train,1
404,0.0,169.36495,169.61516,4.0,45.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25020973,31,,,0,,False,1,train,1
405,0.0,169.61516,169.86537,4.0,90.0,null,gabors,0.8,null,40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25021027,183,,,0,,False,1,train,2
406,0.0,169.86537,170.11558,4.0,90.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25021027,149,,,0,,False,1,train,2
407,0.0,170.11558,170.36579,4.0,45.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25021027,129,,,0,,False,2,test,1
408,0.0,170.36579,170.616,4.0,0.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",20.0,0.25021027,70,,,0,,False,3,train,0
409,0.0,170.616,170.8662,4.0,0.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25020223,206,,,0,,False,0,train,0
410,0.0,170.8662,171.1164,4.0,45.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25020223,22,,,0,,False,2,test,1
411,0.0,171.1164,171.36661,4.0,45.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25020223,116,,,0,,False,1,train,1
412,0.0,171.36661,171.61681,4.0,45.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25020223,207,,,0,,False,0,train,1
413,0.0,171.61681,171.86702,4.0,0.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25021277,166,,,0,,False,2,test,0
414,0.0,171.86702,172.11723,4.0,45.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25021277,3,,,0,,False,2,test,1
415,0.0,172.11723,172.36745,4.0,45.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25021277,155,,,0,,False,1,train,1
416,0.0,172.36745,172.61766,4.0,90.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25021277,208,,,0,,False,0,train,2
417,0.0,172.61766,172.86787,4.0,90.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020473,100,,,0,,False,2,test,2
418,0.0,172.86787,173.11807,4.0,0.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25020473,43,,,0,,False,2,test,0
419,0.0,173.11807,173.36827,4.0,90.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",20.0,0.25020473,209,,,0,,False,0,train,2
420,0.0,173.36827,173.61848,4.0,45.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25020473,31,,,0,,False,2,test,1
421,0.0,173.61848,173.8687,4.0,90.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25022277,210,,,0,,False,0,train,2
422,0.0,173.8687,174.11892,4.0,90.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25022277,100,,,0,,False,3,train,2
423,0.0,174.11892,174.36915,4.0,45.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25022277,8,,,0,,False,3,train,1
424,0.0,174.36915,174.61937,4.0,0.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25022277,40,,,0,,False,3,train,0
425,0.0,174.61937,174.86957,4.0,45.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25019973,101,,,0,,False,2,test,1
426,0.0,174.86957,175.11977,4.0,0.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",20.0,0.25019973,211,,,0,,False,0,train,0
427,0.0,175.11977,175.36997,4.0,90.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25019973,212,,,0,,False,0,train,2
428,0.0,175.36997,175.62017,4.0,45.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25019973,10,,,0,,False,1,train,1
429,0.0,175.62017,175.87038,4.0,0.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25021027,28,,,0,,False,1,train,0
430,0.0,175.87038,176.12059,4.0,0.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25021027,20,,,0,,False,4,train,0
431,0.0,176.12059,176.3708,4.0,45.0,null,gabors,0.8,null,40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25021027,213,,,0,,False,0,train,1
432,0.0,176.3708,176.62101,4.0,45.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25021027,191,,,0,,False,1,train,1
433,0.0,176.62101,176.87122,4.0,90.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",20.0,0.25020973,117,,,0,,False,2,test,2
434,0.0,176.87122,177.12143,4.0,90.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25020973,26,,,0,,False,2,test,2
435,0.0,177.12143,177.37164,4.0,0.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25020973,125,,,0,,False,1,train,0
436,0.0,177.37164,177.62185,4.0,45.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020973,196,,,0,,False,1,train,1
437,0.0,177.62185,177.87206,4.0,90.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25021277,139,,,0,,False,1,train,2
438,0.0,177.87206,178.12227,4.0,0.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25021277,214,,,0,,False,0,train,0
439,0.0,178.12227,178.37249,4.0,0.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25021277,190,,,0,,False,1,train,0
440,0.0,178.37249,178.6227,4.0,90.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25021277,149,,,0,,False,2,test,2
441,0.0,178.6227,178.8729,4.0,45.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25020223,58,,,0,,False,2,test,1
442,0.0,178.8729,179.1231,4.0,90.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25020223,215,,,0,,False,0,train,2
443,0.0,179.1231,179.37331,4.0,90.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020223,121,,,0,,False,3,train,2
444,0.0,179.37331,179.62351,4.0,0.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020223,216,,,0,,False,0,train,0
445,0.0,179.62351,179.87372,4.0,0.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25021027,217,,,0,,False,0,train,0
446,0.0,179.87372,180.12393,4.0,90.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25021027,145,,,0,,False,2,test,2
447,0.0,180.12393,180.37414,4.0,45.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25021027,157,,,0,,False,1,train,1
448,0.0,180.37414,180.62435,4.0,45.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25021027,184,,,0,,False,1,train,1
449,0.0,180.62435,180.87456,4.0,90.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",20.0,0.25020973,106,,,0,,False,1,train,2
450,0.0,180.87456,181.12477,4.0,45.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25020973,122,,,0,,False,2,test,1
451,0.0,181.12477,181.37498,4.0,45.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25020973,88,,,0,,False,3,train,1
452,0.0,181.37498,181.62519,4.0,90.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25020973,199,,,0,,False,2,test,2
453,0.0,181.62519,181.8754,4.0,0.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25020777,218,,,0,,False,0,train,0
454,0.0,181.8754,182.1256,4.0,45.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",20.0,0.25020777,148,,,0,,False,1,train,1
455,0.0,182.1256,182.37581,4.0,90.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020777,149,,,0,,False,3,train,2
456,0.0,182.37581,182.62602,4.0,90.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25020777,27,,,0,,False,2,test,2
457,0.0,182.62602,182.87623,4.0,90.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25020723,219,,,0,,False,0,train,2
458,0.0,182.87623,183.12643,4.0,90.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25020723,137,,,0,,False,3,train,2
459,0.0,183.12643,183.37664,4.0,90.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020723,1,,,0,,False,2,test,2
460,0.0,183.37664,183.62685,4.0,0.0,null,gabors,0.8,null,40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020723,168,,,0,,False,1,train,0
461,0.0,183.62685,183.87706,4.0,45.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25021527,16,,,0,,False,2,test,1
462,0.0,183.87706,184.12728,4.0,0.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25021527,54,,,0,,False,5,test,0
463,0.0,184.12728,184.3775,4.0,45.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25021527,116,,,0,,False,2,test,1
464,0.0,184.3775,184.62771,4.0,90.0,null,gabors,0.8,null,40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25021527,15,,,0,,False,4,train,2
465,0.0,184.62771,184.87792,4.0,90.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25020473,219,,,0,,False,1,train,2
466,0.0,184.87792,185.12812,4.0,0.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020473,140,,,0,,False,3,train,0
467,0.0,185.12812,185.37832,4.0,0.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25020473,214,,,0,,False,1,train,0
468,0.0,185.37832,185.62853,4.0,45.0,null,gabors,0.8,null,40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020473,154,,,0,,False,2,test,1
469,0.0,185.62853,185.87874,4.0,90.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25021027,65,,,0,,False,2,test,2
470,0.0,185.87874,186.12895,4.0,90.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25021027,149,,,0,,False,4,train,2
471,0.0,186.12895,186.37916,4.0,0.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25021027,220,,,0,,False,0,train,0
472,0.0,186.37916,186.62937,4.0,0.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25021027,20,,,0,,False,5,test,0
473,0.0,186.62937,186.87958,4.0,45.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25020723,47,,,0,,False,2,test,1
474,0.0,186.87958,187.12978,4.0,90.0,null,gabors,0.8,null,40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25020723,221,,,0,,False,0,train,2
475,0.0,187.12978,187.37999,4.0,0.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25020723,41,,,0,,False,2,test,0
476,0.0,187.37999,187.6302,4.0,90.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25020723,171,,,0,,False,1,train,2
477,0.0,187.6302,187.88041,4.0,0.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25021027,202,,,0,,False,1,train,0
478,0.0,187.88041,188.13062,4.0,0.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25021027,40,,,0,,False,4,train,0
479,0.0,188.13062,188.38083,4.0,45.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25021027,122,,,0,,False,3,train,1
480,0.0,188.38083,188.63104,4.0,45.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25021027,159,,,0,,False,1,train,1
481,0.0,188.63104,188.88125,4.0,45.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25020723,201,,,0,,False,1,train,1
482,0.0,188.88125,189.13145,4.0,45.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020723,157,,,0,,False,2,test,1
483,0.0,189.13145,189.38166,4.0,90.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25020723,165,,,0,,False,1,train,2
484,0.0,189.38166,189.63187,4.0,0.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",20.0,0.25020723,222,,,0,,False,0,train,0
485,0.0,189.63187,189.88208,4.0,0.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25021027,223,,,0,,False,0,train,0
486,0.0,189.88208,190.13229,4.0,90.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25021027,208,,,0,,False,1,train,2
487,0.0,190.13229,190.3825,4.0,0.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25021027,217,,,0,,False,1,train,0
488,0.0,190.3825,190.63271,4.0,45.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",30.0,0.25021027,36,,,0,,False,2,test,1
489,0.0,190.63271,190.88292,4.0,90.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",20.0,0.25020723,11,,,0,,False,3,train,2
490,0.0,190.88292,191.13312,4.0,90.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020723,163,,,0,,False,2,test,2
491,0.0,191.13312,191.38333,4.0,0.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25020723,158,,,0,,False,1,train,0
492,0.0,191.38333,191.63354,4.0,90.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",20.0,0.25020723,108,,,0,,False,2,test,2
493,0.0,191.63354,191.88374,4.0,0.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25020527,113,,,0,,False,4,train,0
494,0.0,191.88374,192.13395,4.0,45.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25020527,12,,,0,,False,2,test,1
495,0.0,192.13395,192.38416,4.0,90.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-10.0,0.25020527,188,,,0,,False,1,train,2
496,0.0,192.38416,192.63436,4.0,45.0,null,gabors,0.8,null,0.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25020527,85,,,0,,False,1,train,1
497,0.0,192.63436,192.88458,4.0,45.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",10.0,0.25021723,146,,,0,,False,1,train,1
498,0.0,192.88458,193.13479,4.0,90.0,null,gabors,0.8,null,20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25021723,45,,,0,,False,2,test,2
499,0.0,193.13479,193.38501,4.0,0.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25021723,43,,,0,,False,3,train,0
500,0.0,193.38501,193.63523,4.0,45.0,null,gabors,0.8,null,-30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",0.0,0.25021723,175,,,0,,False,2,test,1
501,0.0,193.63523,193.88543,4.0,90.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-30.0,0.25020527,100,,,0,,False,4,train,2
502,0.0,193.88543,194.13564,4.0,90.0,null,gabors,0.8,null,-10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25020527,224,,,0,,False,0,train,2
503,0.0,194.13564,194.38585,4.0,45.0,null,gabors,0.8,null,30.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25020527,182,,,0,,False,1,train,1
504,0.0,194.38585,194.63605,4.0,45.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25020527,71,,,0,,False,3,train,1
505,0.0,194.63605,194.88626,4.0,90.0,null,gabors,0.8,null,-40.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",40.0,0.25020973,134,,,0,,False,1,train,2
506,0.0,194.88626,195.13647,4.0,90.0,null,gabors,0.8,null,-20.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-20.0,0.25020973,17,,,0,,False,2,test,2
507,0.0,195.13647,195.38668,4.0,90.0,null,gabors,0.8,null,10.0,"[20.0, 20.0]",null,0.08,null,null,"[3644.93333333, 3644.93333333]",-40.0,0.25020973,165,,,0,,False,2,test,2
