stimulus_presentation_id,stimulus_block,start_time,stop_time,coherence,frame,temporal_frequency,spatial_frequency,contrast,y_position,x_position,stimulus_name,color,size,phase,Dir,Speed,orientation,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
948,0.0,312.30709,312.55728,null,null,4.0,0.08,0.8,30.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25019562,31,,,0,,False,5,test,0
949,0.0,312.55728,312.80749,null,null,4.0,0.08,0.8,-10.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021188,103,,,0,,False,4,train,2
950,0.0,312.80749,313.05771,null,null,4.0,0.08,0.8,10.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021188,164,,,0,,False,4,train,1
951,0.0,313.05771,313.30792,null,null,4.0,0.08,0.8,40.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021188,235,,,0,,False,2,test,1
952,0.0,313.30792,313.55813,null,null,4.0,0.08,0.8,0.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021188,243,,,0,,False,0,train,1
953,0.0,313.55813,313.80834,null,null,4.0,0.08,0.8,30.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020812,34,,,0,,False,2,test,2
954,0.0,313.80834,314.05855,null,null,4.0,0.08,0.8,10.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020812,57,,,0,,False,6,train,2
955,0.0,314.05855,314.30875,null,null,4.0,0.08,0.8,40.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020812,4,,,0,,False,11,test,1
956,0.0,314.30875,314.55896,null,null,4.0,0.08,0.8,40.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020812,150,,,0,,False,3,train,2
957,0.0,314.55896,314.80918,null,null,4.0,0.08,0.8,-10.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021438,240,,,0,,False,2,test,1
958,0.0,314.80918,315.05939,null,null,4.0,0.08,0.8,30.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021438,236,,,0,,False,3,train,2
959,0.0,315.05939,315.3096,null,null,4.0,0.08,0.8,40.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021438,147,,,0,,False,3,train,0
960,0.0,315.3096,315.55982,null,null,4.0,0.08,0.8,-40.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021438,200,,,0,,False,2,test,0
961,0.0,315.55982,315.81002,null,null,4.0,0.08,0.8,30.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020312,24,,,0,,False,5,test,0
962,0.0,315.81002,316.06023,null,null,4.0,0.08,0.8,0.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020312,215,,,0,,False,5,test,2
963,0.0,316.06023,316.31043,null,null,4.0,0.08,0.8,20.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020312,97,,,0,,False,4,train,0
964,0.0,316.31043,316.56063,null,null,4.0,0.08,0.8,-30.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020312,207,,,0,,False,2,test,0
965,0.0,316.56063,316.81084,null,null,4.0,0.08,0.8,-10.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021188,229,,,0,,False,1,train,2
966,0.0,316.81084,317.06106,null,null,4.0,0.08,0.8,-10.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021188,206,,,0,,False,4,train,1
967,0.0,317.06106,317.31127,null,null,4.0,0.08,0.8,40.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021188,13,,,0,,False,3,train,2
968,0.0,317.31127,317.56148,null,null,4.0,0.08,0.8,40.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021188,135,,,0,,False,7,train,1
969,0.0,317.56148,317.81168,null,null,4.0,0.08,0.8,-30.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020562,233,,,0,,False,2,test,2
970,0.0,317.81168,318.06189,null,null,4.0,0.08,0.8,30.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020562,117,,,0,,False,5,test,2
971,0.0,318.06189,318.3121,null,null,4.0,0.08,0.8,-20.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020562,152,,,0,,False,2,test,1
972,0.0,318.3121,318.5623,null,null,4.0,0.08,0.8,30.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020562,61,,,0,,False,5,test,1
973,0.0,318.5623,318.81252,null,null,4.0,0.08,0.8,30.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021688,19,,,0,,False,4,train,1
974,0.0,318.81252,319.06274,null,null,4.0,0.08,0.8,10.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021688,109,,,0,,False,2,test,0
975,0.0,319.06274,319.31295,null,null,4.0,0.08,0.8,40.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021688,9,,,0,,False,3,train,2
976,0.0,319.31295,319.56317,null,null,4.0,0.08,0.8,-30.0,0.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021688,148,,,0,,False,2,test,1
977,0.0,319.56317,319.81337,null,null,4.0,0.08,0.8,30.0,0.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020312,187,,,0,,False,2,test,0
978,0.0,319.81337,320.06358,null,null,4.0,0.08,0.8,40.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020312,8,,,0,,False,7,train,2
979,0.0,320.06358,320.31378,null,null,4.0,0.08,0.8,20.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020312,185,,,0,,False,5,test,2
980,0.0,320.31378,320.56398,null,null,4.0,0.08,0.8,-30.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020312,94,,,0,,False,2,test,0
981,0.0,320.56398,320.81419,null,null,4.0,0.08,0.8,10.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020438,86,,,0,,False,4,train,1
982,0.0,320.81419,321.06439,null,null,4.0,0.08,0.8,40.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020438,170,,,0,,False,2,test,0
983,0.0,321.06439,321.31459,null,null,4.0,0.08,0.8,20.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020438,114,,,0,,False,5,test,0
984,0.0,321.31459,321.5648,null,null,4.0,0.08,0.8,20.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020438,171,,,0,,False,3,train,1
985,0.0,321.5648,321.81502,null,null,4.0,0.08,0.8,-40.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021812,159,,,0,,False,6,train,1
986,0.0,321.81502,322.06524,null,null,4.0,0.08,0.8,40.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021812,66,,,0,,False,4,train,0
987,0.0,322.06524,322.31545,null,null,4.0,0.08,0.8,20.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021812,162,,,0,,False,3,train,2
988,0.0,322.31545,322.56567,null,null,4.0,0.08,0.8,30.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021812,180,,,0,,False,2,test,2
989,0.0,322.56567,322.81587,null,null,4.0,0.08,0.8,-20.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020188,232,,,0,,False,3,train,0
990,0.0,322.81587,323.06608,null,null,4.0,0.08,0.8,-40.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020188,201,,,0,,False,4,train,0
991,0.0,323.06608,323.31628,null,null,4.0,0.08,0.8,0.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020188,155,,,0,,False,5,test,0
992,0.0,323.31628,323.56648,null,null,4.0,0.08,0.8,30.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020188,61,,,0,,False,6,train,1
993,0.0,323.56648,323.81669,null,null,4.0,0.08,0.8,10.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021062,57,,,0,,False,7,train,2
994,0.0,323.81669,324.0669,null,null,4.0,0.08,0.8,-40.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021062,118,,,0,,False,4,train,1
995,0.0,324.0669,324.31711,null,null,4.0,0.08,0.8,10.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021062,76,,,0,,False,2,test,0
996,0.0,324.31711,324.56732,null,null,4.0,0.08,0.8,-20.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021062,140,,,0,,False,1,train,0
997,0.0,324.56732,324.81754,null,null,4.0,0.08,0.8,-40.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021938,47,,,0,,False,4,train,2
998,0.0,324.81754,325.06776,null,null,4.0,0.08,0.8,20.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021938,91,,,0,,False,7,train,1
999,0.0,325.06776,325.31798,null,null,4.0,0.08,0.8,-20.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021938,93,,,0,,False,2,test,2
1000,0.0,325.31798,325.5682,null,null,4.0,0.08,0.8,10.0,0.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021938,85,,,0,,False,2,test,0
1001,0.0,325.5682,325.8184,null,null,4.0,0.08,0.8,-40.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020062,138,,,0,,False,4,train,0
1002,0.0,325.8184,326.0686,null,null,4.0,0.08,0.8,-40.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020062,142,,,0,,False,4,train,1
1003,0.0,326.0686,326.3188,null,null,4.0,0.08,0.8,10.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020062,164,,,0,,False,5,test,1
1004,0.0,326.3188,326.569,null,null,4.0,0.08,0.8,40.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020062,105,,,0,,False,7,train,0
1005,0.0,326.569,326.81921,null,null,4.0,0.08,0.8,-40.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021188,241,,,0,,False,1,train,0
1006,0.0,326.81921,327.06943,null,null,4.0,0.08,0.8,-40.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021188,118,,,0,,False,5,test,1
1007,0.0,327.06943,327.31964,null,null,4.0,0.08,0.8,-20.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021188,119,,,0,,False,2,test,0
1008,0.0,327.31964,327.56985,null,null,4.0,0.08,0.8,-20.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021188,186,,,0,,False,2,test,2
1009,0.0,327.56985,327.82005,null,null,4.0,0.08,0.8,20.0,0.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020562,146,,,0,,False,2,test,1
1010,0.0,327.82005,328.07026,null,null,4.0,0.08,0.8,30.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020562,239,,,0,,False,1,train,0
1011,0.0,328.07026,328.32047,null,null,4.0,0.08,0.8,-40.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020562,142,,,0,,False,5,test,1
1012,0.0,328.32047,328.57067,null,null,4.0,0.08,0.8,-30.0,0.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020562,148,,,0,,False,3,train,1
1013,0.0,328.57067,328.82088,null,null,4.0,0.08,0.8,0.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020938,184,,,0,,False,3,train,1
1014,0.0,328.82088,329.07109,null,null,4.0,0.08,0.8,10.0,0.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020938,85,,,0,,False,3,train,0
1015,0.0,329.07109,329.3213,null,null,4.0,0.08,0.8,-30.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020938,41,,,0,,False,4,train,1
1016,0.0,329.3213,329.57151,null,null,4.0,0.08,0.8,40.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020938,150,,,0,,False,4,train,2
1017,0.0,329.57151,329.82171,null,null,4.0,0.08,0.8,-10.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020562,92,,,0,,False,5,test,2
1018,0.0,329.82171,330.07192,null,null,4.0,0.08,0.8,0.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020562,198,,,0,,False,1,train,1
1019,0.0,330.07192,330.32213,null,null,4.0,0.08,0.8,-40.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020562,81,,,0,,False,4,train,1
1020,0.0,330.32213,330.57233,null,null,4.0,0.08,0.8,-40.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020562,241,,,0,,False,2,test,0
1021,0.0,330.57233,330.82255,null,null,4.0,0.08,0.8,10.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021938,194,,,0,,False,2,test,1
1022,0.0,330.82255,331.07277,null,null,4.0,0.08,0.8,-20.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021938,51,,,0,,False,3,train,0
1023,0.0,331.07277,331.32299,null,null,4.0,0.08,0.8,-40.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021938,202,,,0,,False,3,train,1
1024,0.0,331.32299,331.57321,null,null,4.0,0.08,0.8,-10.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021938,43,,,0,,False,6,train,0
1025,0.0,331.57321,331.82341,null,null,4.0,0.08,0.8,0.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020062,166,,,0,,False,2,test,0
1026,0.0,331.82341,332.07361,null,null,4.0,0.08,0.8,20.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020062,171,,,0,,False,4,train,1
1027,0.0,332.07361,332.32381,null,null,4.0,0.08,0.8,-10.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020062,36,,,0,,False,3,train,2
1028,0.0,332.32381,332.57401,null,null,4.0,0.08,0.8,0.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020062,182,,,0,,False,2,test,0
1029,0.0,332.57401,332.82423,null,null,4.0,0.08,0.8,20.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021688,221,,,0,,False,1,train,1
1030,0.0,332.82423,333.07445,null,null,4.0,0.08,0.8,10.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021688,6,,,0,,False,3,train,1
1031,0.0,333.07445,333.32466,null,null,4.0,0.08,0.8,10.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021688,121,,,0,,False,2,test,2
1032,0.0,333.32466,333.57488,null,null,4.0,0.08,0.8,-10.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021688,228,,,0,,False,1,train,1
1033,0.0,333.57488,333.82508,null,null,4.0,0.08,0.8,40.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020062,156,,,0,,False,4,train,1
1034,0.0,333.82508,334.07528,null,null,4.0,0.08,0.8,-10.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020062,42,,,0,,False,4,train,1
1035,0.0,334.07528,334.32548,null,null,4.0,0.08,0.8,30.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020062,224,,,0,,False,2,test,2
1036,0.0,334.32548,334.57568,null,null,4.0,0.08,0.8,10.0,0.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020062,85,,,0,,False,4,train,0
1037,0.0,334.57568,334.82588,null,null,4.0,0.08,0.8,-10.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020188,192,,,0,,False,6,train,1
1038,0.0,334.82588,335.07609,null,null,4.0,0.08,0.8,-20.0,0.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020188,134,,,0,,False,4,train,0
1039,0.0,335.07609,335.32629,null,null,4.0,0.08,0.8,0.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020188,215,,,0,,False,6,train,2
1040,0.0,335.32629,335.57649,null,null,4.0,0.08,0.8,-30.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020188,77,,,0,,False,3,train,1
1041,0.0,335.57649,335.82671,null,null,4.0,0.08,0.8,10.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021812,46,,,0,,False,1,train,1
1042,0.0,335.82671,336.07693,null,null,4.0,0.08,0.8,-40.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021812,241,,,0,,False,3,train,0
1043,0.0,336.07693,336.32714,null,null,4.0,0.08,0.8,-10.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021812,49,,,0,,False,5,test,1
1044,0.0,336.32714,336.57736,null,null,4.0,0.08,0.8,0.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021812,88,,,0,,False,5,test,0
1045,0.0,336.57736,336.82758,null,null,4.0,0.08,0.8,0.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021688,208,,,0,,False,4,train,1
1046,0.0,336.82758,337.0778,null,null,4.0,0.08,0.8,0.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021688,227,,,0,,False,3,train,2
1047,0.0,337.0778,337.32801,null,null,4.0,0.08,0.8,10.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021688,188,,,0,,False,5,test,0
1048,0.0,337.32801,337.57823,null,null,4.0,0.08,0.8,20.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021688,98,,,0,,False,3,train,2
1049,0.0,337.57823,337.82843,null,null,4.0,0.08,0.8,-10.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020062,113,,,0,,False,3,train,1
1050,0.0,337.82843,338.07863,null,null,4.0,0.08,0.8,-20.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020062,230,,,0,,False,3,train,2
1051,0.0,338.07863,338.32883,null,null,4.0,0.08,0.8,10.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020062,188,,,0,,False,6,train,0
1052,0.0,338.32883,338.57903,null,null,4.0,0.08,0.8,-40.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020062,50,,,0,,False,4,train,0
1053,0.0,338.57903,338.82924,null,null,4.0,0.08,0.8,-10.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020938,206,,,0,,False,5,test,1
1054,0.0,338.82924,339.07945,null,null,4.0,0.08,0.8,-20.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020938,216,,,0,,False,3,train,1
1055,0.0,339.07945,339.32966,null,null,4.0,0.08,0.8,-30.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020938,1,,,0,,False,7,train,0
1056,0.0,339.32966,339.57987,null,null,4.0,0.08,0.8,-40.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020938,177,,,0,,False,7,train,2
1057,0.0,339.57987,339.83008,null,null,4.0,0.08,0.8,-40.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020812,37,,,0,,False,3,train,1
1058,0.0,339.83008,340.08029,null,null,4.0,0.08,0.8,-10.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020812,103,,,0,,False,5,test,2
1059,0.0,340.08029,340.33049,null,null,4.0,0.08,0.8,0.0,0.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020812,242,,,0,,False,1,train,2
1060,0.0,340.33049,340.5807,null,null,4.0,0.08,0.8,40.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020812,55,,,0,,False,3,train,0
1061,0.0,340.5807,340.83092,null,null,4.0,0.08,0.8,-40.0,0.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021438,100,,,0,,False,4,train,1
1062,0.0,340.83092,341.08113,null,null,4.0,0.08,0.8,0.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021438,169,,,0,,False,7,train,2
1063,0.0,341.08113,341.33134,null,null,4.0,0.08,0.8,-30.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021438,111,,,0,,False,5,test,1
1064,0.0,341.33134,341.58156,null,null,4.0,0.08,0.8,-30.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021438,22,,,0,,False,3,train,1
1065,0.0,341.58156,341.83176,null,null,4.0,0.08,0.8,30.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020312,222,,,0,,False,2,test,1
1066,0.0,341.83176,342.08197,null,null,4.0,0.08,0.8,0.0,10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020312,166,,,0,,False,3,train,0
1067,0.0,342.08197,342.33217,null,null,4.0,0.08,0.8,-20.0,30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25020312,181,,,0,,False,2,test,1
1068,0.0,342.33217,342.58237,null,null,4.0,0.08,0.8,-40.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020312,138,,,0,,False,5,test,0
1069,0.0,342.58237,342.83259,null,null,4.0,0.08,0.8,20.0,0.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021438,20,,,0,,False,6,train,2
1070,0.0,342.83259,343.0828,null,null,4.0,0.08,0.8,40.0,-20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021438,150,,,0,,False,5,test,2
1071,0.0,343.0828,343.33301,null,null,4.0,0.08,0.8,0.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25021438,133,,,0,,False,4,train,0
1072,0.0,343.33301,343.58323,null,null,4.0,0.08,0.8,10.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25021438,121,,,0,,False,3,train,2
1073,0.0,343.58323,343.83343,null,null,4.0,0.08,0.8,30.0,20.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,90.0,0.25020312,180,,,0,,False,3,train,2
1074,0.0,343.83343,344.08364,null,null,4.0,0.08,0.8,-20.0,40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020312,62,,,0,,False,2,test,0
1075,0.0,344.08364,344.33384,null,null,4.0,0.08,0.8,20.0,-40.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020312,97,,,0,,False,5,test,0
1076,0.0,344.33384,344.58404,null,null,4.0,0.08,0.8,-20.0,0.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,0.0,0.25020312,134,,,0,,False,5,test,0
1077,0.0,344.58404,344.83426,null,null,4.0,0.08,0.8,0.0,-10.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021688,90,,,0,,False,4,train,1
1078,0.0,344.83426,345.08448,null,null,4.0,0.08,0.8,30.0,-30.0,gabors,null,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,null,45.0,0.25021688,178,,,0,,False,4,train,1
