stimulus_presentation_id,stimulus_block,start_time,stop_time,temporal_frequency,contrast,color,size,y_position,x_position,phase,spatial_frequency,stimulus_name,orientation,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
865,0.0,305.39515,305.64536,4.0,0.8,null,"[20.0, 20.0]",-20.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020872,185,,,0,,False,4,train,2
866,0.0,305.64536,305.89557,4.0,0.8,null,"[20.0, 20.0]",0.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020872,41,,,0,,False,3,train,0
867,0.0,305.89557,306.14578,4.0,0.8,null,"[20.0, 20.0]",-40.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020872,120,,,0,,False,4,train,1
868,0.0,306.14578,306.39599,4.0,0.8,null,"[20.0, 20.0]",10.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020872,122,,,0,,False,4,train,1
869,0.0,306.39599,306.6462,4.0,0.8,null,"[20.0, 20.0]",20.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021378,31,,,0,,False,4,train,2
870,0.0,306.6462,306.89641,4.0,0.8,null,"[20.0, 20.0]",40.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021378,46,,,0,,False,3,train,2
871,0.0,306.89641,307.14663,4.0,0.8,null,"[20.0, 20.0]",20.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021378,107,,,0,,False,2,test,2
872,0.0,307.14663,307.39684,4.0,0.8,null,"[20.0, 20.0]",-10.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021378,58,,,0,,False,5,test,0
873,0.0,307.39684,307.64705,4.0,0.8,null,"[20.0, 20.0]",-40.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020372,211,,,0,,False,2,test,1
874,0.0,307.64705,307.89725,4.0,0.8,null,"[20.0, 20.0]",30.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020372,71,,,0,,False,4,train,0
875,0.0,307.89725,308.14745,4.0,0.8,null,"[20.0, 20.0]",-40.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020372,42,,,0,,False,6,train,2
876,0.0,308.14745,308.39766,4.0,0.8,null,"[20.0, 20.0]",30.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020372,81,,,0,,False,4,train,1
877,0.0,308.39766,308.64788,4.0,0.8,null,"[20.0, 20.0]",30.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25022128,114,,,0,,False,5,test,0
878,0.0,308.64788,308.8981,4.0,0.8,null,"[20.0, 20.0]",0.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25022128,199,,,0,,False,1,train,0
879,0.0,308.8981,309.14832,4.0,0.8,null,"[20.0, 20.0]",40.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25022128,118,,,0,,False,4,train,0
880,0.0,309.14832,309.39854,4.0,0.8,null,"[20.0, 20.0]",0.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25022128,223,,,0,,False,2,test,2
881,0.0,309.39854,309.64874,4.0,0.8,null,"[20.0, 20.0]",-10.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25019872,236,,,0,,False,0,train,0
882,0.0,309.64874,309.89894,4.0,0.8,null,"[20.0, 20.0]",-10.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25019872,237,,,0,,False,0,train,1
883,0.0,309.89894,310.14914,4.0,0.8,null,"[20.0, 20.0]",-20.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25019872,218,,,0,,False,5,test,1
884,0.0,310.14914,310.39934,4.0,0.8,null,"[20.0, 20.0]",0.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25019872,216,,,0,,False,1,train,2
885,0.0,310.39934,310.64956,4.0,0.8,null,"[20.0, 20.0]",20.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021878,54,,,0,,False,4,train,2
886,0.0,310.64956,310.89977,4.0,0.8,null,"[20.0, 20.0]",0.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021878,153,,,0,,False,2,test,0
887,0.0,310.89977,311.14999,4.0,0.8,null,"[20.0, 20.0]",-30.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021878,159,,,0,,False,4,train,2
888,0.0,311.14999,311.40021,4.0,0.8,null,"[20.0, 20.0]",30.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021878,96,,,0,,False,3,train,0
889,0.0,311.40021,311.65041,4.0,0.8,null,"[20.0, 20.0]",0.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25019872,8,,,0,,False,3,train,2
890,0.0,311.65041,311.90061,4.0,0.8,null,"[20.0, 20.0]",-20.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25019872,111,,,0,,False,6,train,1
891,0.0,311.90061,312.15081,4.0,0.8,null,"[20.0, 20.0]",10.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25019872,231,,,0,,False,2,test,1
892,0.0,312.15081,312.40101,4.0,0.8,null,"[20.0, 20.0]",-30.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25019872,151,,,0,,False,2,test,0
893,0.0,312.40101,312.65122,4.0,0.8,null,"[20.0, 20.0]",20.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021128,238,,,0,,False,0,train,0
894,0.0,312.65122,312.90143,4.0,0.8,null,"[20.0, 20.0]",-20.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021128,100,,,0,,False,7,train,0
895,0.0,312.90143,313.15164,4.0,0.8,null,"[20.0, 20.0]",10.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021128,82,,,0,,False,5,test,2
896,0.0,313.15164,313.40185,4.0,0.8,null,"[20.0, 20.0]",-20.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021128,218,,,0,,False,6,train,1
897,0.0,313.40185,313.65206,4.0,0.8,null,"[20.0, 20.0]",-30.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020872,180,,,0,,False,6,train,0
898,0.0,313.65206,313.90227,4.0,0.8,null,"[20.0, 20.0]",-30.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020872,140,,,0,,False,5,test,2
899,0.0,313.90227,314.15248,4.0,0.8,null,"[20.0, 20.0]",10.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020872,23,,,0,,False,5,test,1
900,0.0,314.15248,314.40269,4.0,0.8,null,"[20.0, 20.0]",-20.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020872,195,,,0,,False,2,test,1
901,0.0,314.40269,314.6529,4.0,0.8,null,"[20.0, 20.0]",-20.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021378,154,,,0,,False,5,test,2
902,0.0,314.6529,314.90311,4.0,0.8,null,"[20.0, 20.0]",-40.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021378,44,,,0,,False,4,train,0
903,0.0,314.90311,315.15333,4.0,0.8,null,"[20.0, 20.0]",10.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021378,124,,,0,,False,4,train,0
904,0.0,315.15333,315.40354,4.0,0.8,null,"[20.0, 20.0]",-30.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021378,51,,,0,,False,1,train,1
905,0.0,315.40354,315.65374,4.0,0.8,null,"[20.0, 20.0]",20.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020122,203,,,0,,False,2,test,1
906,0.0,315.65374,315.90394,4.0,0.8,null,"[20.0, 20.0]",30.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020122,81,,,0,,False,5,test,1
907,0.0,315.90394,316.15415,4.0,0.8,null,"[20.0, 20.0]",-40.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020122,233,,,0,,False,1,train,1
908,0.0,316.15415,316.40435,4.0,0.8,null,"[20.0, 20.0]",0.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020122,215,,,0,,False,1,train,2
909,0.0,316.40435,316.65456,4.0,0.8,null,"[20.0, 20.0]",-30.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021628,206,,,0,,False,1,train,1
910,0.0,316.65456,316.90478,4.0,0.8,null,"[20.0, 20.0]",40.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021628,59,,,0,,False,4,train,0
911,0.0,316.90478,317.155,4.0,0.8,null,"[20.0, 20.0]",0.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021628,216,,,0,,False,2,test,2
912,0.0,317.155,317.40521,4.0,0.8,null,"[20.0, 20.0]",-20.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021628,160,,,0,,False,1,train,2
913,0.0,317.40521,317.65542,4.0,0.8,null,"[20.0, 20.0]",-40.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020372,233,,,0,,False,2,test,1
914,0.0,317.65542,317.90562,4.0,0.8,null,"[20.0, 20.0]",0.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020372,183,,,0,,False,3,train,1
915,0.0,317.90562,318.15582,4.0,0.8,null,"[20.0, 20.0]",-10.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020372,30,,,0,,False,3,train,0
916,0.0,318.15582,318.40603,4.0,0.8,null,"[20.0, 20.0]",0.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020372,65,,,0,,False,6,train,0
917,0.0,318.40603,318.65625,4.0,0.8,null,"[20.0, 20.0]",20.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25022378,86,,,0,,False,6,train,1
918,0.0,318.65625,318.90647,4.0,0.8,null,"[20.0, 20.0]",-40.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25022378,170,,,0,,False,4,train,2
919,0.0,318.90647,319.1567,4.0,0.8,null,"[20.0, 20.0]",-20.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25022378,15,,,0,,False,7,train,2
920,0.0,319.1567,319.40692,4.0,0.8,null,"[20.0, 20.0]",40.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25022378,171,,,0,,False,2,test,0
921,0.0,319.40692,319.65712,4.0,0.8,null,"[20.0, 20.0]",-40.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25019372,207,,,0,,False,4,train,2
922,0.0,319.65712,319.90731,4.0,0.8,null,"[20.0, 20.0]",-20.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25019372,154,,,0,,False,6,train,2
923,0.0,319.90731,320.1575,4.0,0.8,null,"[20.0, 20.0]",0.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25019372,153,,,0,,False,3,train,0
924,0.0,320.1575,320.4077,4.0,0.8,null,"[20.0, 20.0]",30.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25019372,32,,,0,,False,5,test,0
925,0.0,320.4077,320.65792,4.0,0.8,null,"[20.0, 20.0]",30.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021878,83,,,0,,False,2,test,1
926,0.0,320.65792,320.90813,4.0,0.8,null,"[20.0, 20.0]",-20.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021878,15,,,0,,False,8,test,2
927,0.0,320.90813,321.15835,4.0,0.8,null,"[20.0, 20.0]",40.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021878,118,,,0,,False,5,test,0
928,0.0,321.15835,321.40857,4.0,0.8,null,"[20.0, 20.0]",-10.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021878,196,,,0,,False,3,train,0
929,0.0,321.40857,321.65877,4.0,0.8,null,"[20.0, 20.0]",-30.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25019872,224,,,0,,False,1,train,1
930,0.0,321.65877,321.90897,4.0,0.8,null,"[20.0, 20.0]",40.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25019872,34,,,0,,False,6,train,0
931,0.0,321.90897,322.15917,4.0,0.8,null,"[20.0, 20.0]",30.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25019872,214,,,0,,False,3,train,0
932,0.0,322.15917,322.40937,4.0,0.8,null,"[20.0, 20.0]",40.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25019872,94,,,0,,False,3,train,1
933,0.0,322.40937,322.65959,4.0,0.8,null,"[20.0, 20.0]",-30.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25022628,224,,,0,,False,2,test,1
934,0.0,322.65959,322.90982,4.0,0.8,null,"[20.0, 20.0]",40.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25022628,113,,,0,,False,4,train,1
935,0.0,322.90982,323.16005,4.0,0.8,null,"[20.0, 20.0]",-30.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25022628,126,,,0,,False,3,train,1
936,0.0,323.16005,323.41027,4.0,0.8,null,"[20.0, 20.0]",-40.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25022628,137,,,0,,False,7,train,1
937,0.0,323.41027,323.66046,4.0,0.8,null,"[20.0, 20.0]",-40.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25019122,1,,,0,,False,3,train,1
938,0.0,323.66046,323.91065,4.0,0.8,null,"[20.0, 20.0]",-10.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25019122,20,,,0,,False,6,train,1
939,0.0,323.91065,324.16085,4.0,0.8,null,"[20.0, 20.0]",-20.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25019122,163,,,0,,False,4,train,0
940,0.0,324.16085,324.41104,4.0,0.8,null,"[20.0, 20.0]",-40.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25019122,121,,,0,,False,5,test,2
941,0.0,324.41104,324.66125,4.0,0.8,null,"[20.0, 20.0]",40.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021628,217,,,0,,False,4,train,2
942,0.0,324.66125,324.91147,4.0,0.8,null,"[20.0, 20.0]",-40.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021628,228,,,0,,False,2,test,0
943,0.0,324.91147,325.16169,4.0,0.8,null,"[20.0, 20.0]",-10.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021628,225,,,0,,False,1,train,2
944,0.0,325.16169,325.4119,4.0,0.8,null,"[20.0, 20.0]",30.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021628,32,,,0,,False,6,train,0
945,0.0,325.4119,325.66211,4.0,0.8,null,"[20.0, 20.0]",-20.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020372,181,,,0,,False,3,train,0
946,0.0,325.66211,325.91231,4.0,0.8,null,"[20.0, 20.0]",-20.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020372,33,,,0,,False,4,train,0
947,0.0,325.91231,326.16251,4.0,0.8,null,"[20.0, 20.0]",-40.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020372,119,,,0,,False,2,test,0
948,0.0,326.16251,326.41272,4.0,0.8,null,"[20.0, 20.0]",40.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020372,7,,,0,,False,4,train,1
949,0.0,326.41272,326.66293,4.0,0.8,null,"[20.0, 20.0]",10.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021628,200,,,0,,False,4,train,1
950,0.0,326.66293,326.91315,4.0,0.8,null,"[20.0, 20.0]",-30.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021628,159,,,0,,False,5,test,2
951,0.0,326.91315,327.16337,4.0,0.8,null,"[20.0, 20.0]",20.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021628,146,,,0,,False,3,train,1
952,0.0,327.16337,327.41358,4.0,0.8,null,"[20.0, 20.0]",-10.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021628,196,,,0,,False,4,train,0
953,0.0,327.41358,327.66379,4.0,0.8,null,"[20.0, 20.0]",-20.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020372,176,,,0,,False,3,train,1
954,0.0,327.66379,327.91399,4.0,0.8,null,"[20.0, 20.0]",-40.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020372,233,,,0,,False,3,train,1
955,0.0,327.91399,328.16419,4.0,0.8,null,"[20.0, 20.0]",0.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020372,55,,,0,,False,3,train,1
956,0.0,328.16419,328.4144,4.0,0.8,null,"[20.0, 20.0]",0.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020372,145,,,0,,False,2,test,2
957,0.0,328.4144,328.66461,4.0,0.8,null,"[20.0, 20.0]",-10.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021628,236,,,0,,False,1,train,0
958,0.0,328.66461,328.91483,4.0,0.8,null,"[20.0, 20.0]",-30.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021628,232,,,0,,False,2,test,2
959,0.0,328.91483,329.16505,4.0,0.8,null,"[20.0, 20.0]",-40.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021628,207,,,0,,False,5,test,2
960,0.0,329.16505,329.41526,4.0,0.8,null,"[20.0, 20.0]",-30.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021628,140,,,0,,False,6,train,2
961,0.0,329.41526,329.66547,4.0,0.8,null,"[20.0, 20.0]",10.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020372,79,,,0,,False,5,test,0
962,0.0,329.66547,329.91567,4.0,0.8,null,"[20.0, 20.0]",20.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020372,73,,,0,,False,4,train,2
963,0.0,329.91567,330.16587,4.0,0.8,null,"[20.0, 20.0]",20.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020372,43,,,0,,False,3,train,1
964,0.0,330.16587,330.41608,4.0,0.8,null,"[20.0, 20.0]",30.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020372,114,,,0,,False,6,train,0
965,0.0,330.41608,330.6663,4.0,0.8,null,"[20.0, 20.0]",40.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25022128,113,,,0,,False,5,test,1
966,0.0,330.6663,330.91652,4.0,0.8,null,"[20.0, 20.0]",40.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25022128,34,,,0,,False,7,train,0
967,0.0,330.91652,331.16674,4.0,0.8,null,"[20.0, 20.0]",10.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25022128,166,,,0,,False,4,train,0
968,0.0,331.16674,331.41696,4.0,0.8,null,"[20.0, 20.0]",0.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25022128,65,,,0,,False,7,train,0
969,0.0,331.41696,331.66716,4.0,0.8,null,"[20.0, 20.0]",30.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25019372,191,,,0,,False,2,test,0
970,0.0,331.66716,331.91735,4.0,0.8,null,"[20.0, 20.0]",-40.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25019372,233,,,0,,False,4,train,1
971,0.0,331.91735,332.16754,4.0,0.8,null,"[20.0, 20.0]",10.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25019372,143,,,0,,False,4,train,2
972,0.0,332.16754,332.41774,4.0,0.8,null,"[20.0, 20.0]",-20.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25019372,152,,,0,,False,7,train,2
973,0.0,332.41774,332.66795,4.0,0.8,null,"[20.0, 20.0]",20.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021378,28,,,0,,False,4,train,0
974,0.0,332.66795,332.91816,4.0,0.8,null,"[20.0, 20.0]",-10.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021378,187,,,0,,False,3,train,2
975,0.0,332.91816,333.16838,4.0,0.8,null,"[20.0, 20.0]",-10.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021378,150,,,0,,False,1,train,2
976,0.0,333.16838,333.41859,4.0,0.8,null,"[20.0, 20.0]",0.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021378,162,,,0,,False,4,train,2
977,0.0,333.41859,333.6688,4.0,0.8,null,"[20.0, 20.0]",30.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020372,32,,,0,,False,7,train,0
978,0.0,333.6688,333.919,4.0,0.8,null,"[20.0, 20.0]",-40.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020372,233,,,0,,False,5,test,1
979,0.0,333.919,334.1692,4.0,0.8,null,"[20.0, 20.0]",-10.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020372,14,,,0,,False,5,test,1
980,0.0,334.1692,334.41941,4.0,0.8,null,"[20.0, 20.0]",0.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020372,13,,,0,,False,3,train,1
981,0.0,334.41941,334.66962,4.0,0.8,null,"[20.0, 20.0]",-10.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25021628,58,,,0,,False,6,train,0
982,0.0,334.66962,334.91984,4.0,0.8,null,"[20.0, 20.0]",-10.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021628,136,,,0,,False,3,train,1
983,0.0,334.91984,335.17006,4.0,0.8,null,"[20.0, 20.0]",30.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021628,39,,,0,,False,2,test,2
984,0.0,335.17006,335.42027,4.0,0.8,null,"[20.0, 20.0]",-20.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021628,56,,,0,,False,3,train,1
985,0.0,335.42027,335.67047,4.0,0.8,null,"[20.0, 20.0]",-10.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020122,187,,,0,,False,4,train,2
986,0.0,335.67047,335.92067,4.0,0.8,null,"[20.0, 20.0]",-10.0,30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,0.0,null,0.25020122,90,,,0,,False,5,test,0
987,0.0,335.92067,336.17088,4.0,0.8,null,"[20.0, 20.0]",30.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020122,39,,,0,,False,3,train,2
988,0.0,336.17088,336.42108,4.0,0.8,null,"[20.0, 20.0]",10.0,-30.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020122,122,,,0,,False,5,test,1
989,0.0,336.42108,336.67129,4.0,0.8,null,"[20.0, 20.0]",-10.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25021378,237,,,0,,False,1,train,1
990,0.0,336.67129,336.9215,4.0,0.8,null,"[20.0, 20.0]",-20.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021378,15,,,0,,False,9,train,2
991,0.0,336.9215,337.17172,4.0,0.8,null,"[20.0, 20.0]",-20.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021378,154,,,0,,False,7,train,2
992,0.0,337.17172,337.42193,4.0,0.8,null,"[20.0, 20.0]",-20.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25021378,160,,,0,,False,2,test,2
993,0.0,337.42193,337.67214,4.0,0.8,null,"[20.0, 20.0]",10.0,-10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020372,229,,,0,,False,2,test,2
994,0.0,337.67214,337.92234,4.0,0.8,null,"[20.0, 20.0]",-30.0,10.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020372,159,,,0,,False,6,train,2
995,0.0,337.92234,338.17254,4.0,0.8,null,"[20.0, 20.0]",-30.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25020372,210,,,0,,False,1,train,1
996,0.0,338.17254,338.42275,4.0,0.8,null,"[20.0, 20.0]",30.0,0.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25020372,197,,,0,,False,4,train,2
997,0.0,338.42275,338.67297,4.0,0.8,null,"[20.0, 20.0]",40.0,20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25022128,138,,,0,,False,4,train,1
998,0.0,338.67297,338.92319,4.0,0.8,null,"[20.0, 20.0]",20.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25022128,168,,,0,,False,3,train,2
999,0.0,338.92319,339.17341,4.0,0.8,null,"[20.0, 20.0]",-40.0,40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25022128,6,,,0,,False,4,train,1
1000,0.0,339.17341,339.42363,4.0,0.8,null,"[20.0, 20.0]",-40.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25022128,207,,,0,,False,6,train,2
1001,0.0,339.42363,339.67383,4.0,0.8,null,"[20.0, 20.0]",-30.0,-40.0,"[3644.93333333, 3644.93333333]",0.08,gabors,90.0,null,0.25019872,232,,,0,,False,3,train,2
1002,0.0,339.67383,339.92403,4.0,0.8,null,"[20.0, 20.0]",40.0,-20.0,"[3644.93333333, 3644.93333333]",0.08,gabors,45.0,null,0.25019872,239,,,0,,False,0,train,1
