stimulus_presentation_id,stimulus_block,start_time,stop_time,contrast,color,phase,x_position,spatial_frequency,orientation,size,frame,stimulus_name,temporal_frequency,y_position,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
961,0.0,329.24944,329.49964,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25020009,151,,,0,,False,3,train,1
962,0.0,329.49964,329.74984,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25020009,70,,,0,,False,4,train,1
963,0.0,329.74984,330.00004,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25020009,72,,,0,,False,4,train,1
964,0.0,330.00004,330.25024,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25020009,176,,,0,,False,9,train,0
965,0.0,330.25024,330.50046,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25021991,151,,,0,,False,4,train,1
966,0.0,330.50046,330.75068,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25021991,70,,,0,,False,5,test,1
967,0.0,330.75068,331.0009,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25021991,194,,,0,,False,3,train,1
968,0.0,331.0009,331.25112,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25021991,39,,,0,,False,3,train,2
969,0.0,331.25112,331.50132,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25019759,78,,,0,,False,5,test,1
970,0.0,331.50132,331.75151,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25019759,182,,,0,,False,5,test,1
971,0.0,331.75151,332.00171,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25019759,133,,,0,,False,2,test,2
972,0.0,332.00171,332.25191,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25019759,171,,,0,,False,4,train,1
973,0.0,332.25191,332.50213,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25021491,197,,,0,,False,2,test,2
974,0.0,332.50213,332.75234,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25021491,236,,,0,,False,3,train,1
975,0.0,332.75234,333.00255,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25021491,161,,,0,,False,2,test,0
976,0.0,333.00255,333.25277,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25021491,214,,,0,,False,2,test,2
977,0.0,333.25277,333.50297,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25020509,135,,,0,,False,4,train,0
978,0.0,333.50297,333.75318,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25020509,20,,,0,,False,9,train,0
979,0.0,333.75318,334.00339,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25020509,173,,,0,,False,3,train,0
980,0.0,334.00339,334.25359,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25020509,225,,,0,,False,3,train,2
981,0.0,334.25359,334.5038,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25020991,51,,,0,,False,4,train,1
982,0.0,334.5038,334.75401,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25020991,65,,,0,,False,5,test,1
983,0.0,334.75401,335.00422,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25020991,136,,,0,,False,7,train,1
984,0.0,335.00422,335.25443,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25020991,45,,,0,,False,2,test,1
985,0.0,335.25443,335.50464,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25021009,86,,,0,,False,3,train,1
986,0.0,335.50464,335.75485,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25021009,172,,,0,,False,3,train,0
987,0.0,335.75485,336.00506,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25021009,100,,,0,,False,4,train,0
988,0.0,336.00506,336.25527,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25021009,204,,,0,,False,4,train,1
989,0.0,336.25527,336.50548,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25020991,178,,,0,,False,3,train,0
990,0.0,336.50548,336.75569,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25020991,123,,,0,,False,4,train,2
991,0.0,336.75569,337.0059,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25020991,203,,,0,,False,3,train,0
992,0.0,337.0059,337.25611,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25020991,240,,,0,,False,2,test,2
993,0.0,337.25611,337.50631,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25020509,40,,,0,,False,4,train,1
994,0.0,337.50631,337.75652,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25020509,180,,,0,,False,1,train,2
995,0.0,337.75652,338.00673,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25020509,82,,,0,,False,3,train,2
996,0.0,338.00673,338.25693,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25020509,138,,,0,,False,2,test,1
997,0.0,338.25693,338.50715,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25022241,220,,,0,,False,1,train,2
998,0.0,338.50715,338.75737,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25022241,169,,,0,,False,3,train,2
999,0.0,338.75737,339.0076,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25022241,104,,,0,,False,3,train,0
1000,0.0,339.0076,339.25782,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25022241,186,,,0,,False,3,train,2
1001,0.0,339.25782,339.50802,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25019759,147,,,0,,False,5,test,0
1002,0.0,339.50802,339.75821,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25019759,232,,,0,,False,3,train,2
1003,0.0,339.75821,340.00841,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25019759,193,,,0,,False,5,test,0
1004,0.0,340.00841,340.25861,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25019759,156,,,0,,False,8,test,2
1005,0.0,340.25861,340.50883,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25021741,188,,,0,,False,3,train,0
1006,0.0,340.50883,340.75904,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25021741,141,,,0,,False,4,train,1
1007,0.0,340.75904,341.00926,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25021741,235,,,0,,False,1,train,2
1008,0.0,341.00926,341.25948,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25021741,25,,,0,,False,6,train,2
1009,0.0,341.25948,341.50968,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25020009,188,,,0,,False,4,train,0
1010,0.0,341.50968,341.75988,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25020009,142,,,0,,False,3,train,1
1011,0.0,341.75988,342.01008,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25020009,35,,,0,,False,3,train,0
1012,0.0,342.01008,342.26028,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25020009,240,,,0,,False,3,train,2
1013,0.0,342.26028,342.5105,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25021741,114,,,0,,False,5,test,0
1014,0.0,342.5105,342.76071,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25021741,24,,,0,,False,6,train,2
1015,0.0,342.76071,343.01093,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25021741,134,,,0,,False,4,train,2
1016,0.0,343.01093,343.26115,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25021741,34,,,0,,False,4,train,2
1017,0.0,343.26115,343.51135,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25019759,191,,,0,,False,1,train,1
1018,0.0,343.51135,343.76154,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25019759,214,,,0,,False,3,train,2
1019,0.0,343.76154,344.01174,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25019759,158,,,0,,False,1,train,1
1020,0.0,344.01174,344.26194,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25019759,63,,,0,,False,2,test,2
1021,0.0,344.26194,344.51217,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25022491,191,,,0,,False,2,test,1
1022,0.0,344.51217,344.76239,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25022491,36,,,0,,False,3,train,0
1023,0.0,344.76239,345.01261,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25022491,87,,,0,,False,6,train,2
1024,0.0,345.01261,345.26284,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25022491,61,,,0,,False,4,train,0
1025,0.0,345.26284,345.51303,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25019259,10,,,0,,False,5,test,2
1026,0.0,345.51303,345.76322,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25019259,57,,,0,,False,6,train,2
1027,0.0,345.76322,346.01342,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25019259,34,,,0,,False,5,test,2
1028,0.0,346.01342,346.26361,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25019259,181,,,0,,False,3,train,2
1029,0.0,346.26361,346.51382,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25020991,31,,,0,,False,8,test,1
1030,0.0,346.51382,346.76403,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25020991,175,,,0,,False,4,train,2
1031,0.0,346.76403,347.01424,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25020991,198,,,0,,False,4,train,0
1032,0.0,347.01424,347.26445,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25020991,232,,,0,,False,4,train,2
1033,0.0,347.26445,347.51466,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25021009,206,,,0,,False,7,train,0
1034,0.0,347.51466,347.76487,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25021009,114,,,0,,False,6,train,0
1035,0.0,347.76487,348.01508,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25021009,62,,,0,,False,3,train,1
1036,0.0,348.01508,348.26529,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25021009,131,,,0,,False,4,train,2
1037,0.0,348.26529,348.5155,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25021241,27,,,0,,False,4,train,2
1038,0.0,348.5155,348.76571,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25021241,123,,,0,,False,5,test,2
1039,0.0,348.76571,349.01593,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25021241,99,,,0,,False,4,train,0
1040,0.0,349.01593,349.26614,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25021241,54,,,0,,False,4,train,2
1041,0.0,349.26614,349.51634,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25020509,183,,,0,,False,2,test,2
1042,0.0,349.51634,349.76655,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25020509,169,,,0,,False,4,train,2
1043,0.0,349.76655,350.01676,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25020509,21,,,0,,False,3,train,0
1044,0.0,350.01676,350.26696,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25020509,52,,,0,,False,4,train,0
1045,0.0,350.26696,350.51717,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25020991,102,,,0,,False,4,train,1
1046,0.0,350.51717,350.76738,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25020991,52,,,0,,False,5,test,0
1047,0.0,350.76738,351.01759,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25020991,15,,,0,,False,6,train,1
1048,0.0,351.01759,351.2678,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25020991,96,,,0,,False,5,test,1
1049,0.0,351.2678,351.51801,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25020759,223,,,0,,False,2,test,2
1050,0.0,351.51801,351.76821,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25020759,63,,,0,,False,3,train,2
1051,0.0,351.76821,352.01842,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25020759,1,,,0,,False,5,test,2
1052,0.0,352.01842,352.26863,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25020759,218,,,0,,False,3,train,0
1053,0.0,352.26863,352.51885,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25021741,180,,,0,,False,2,test,2
1054,0.0,352.51885,352.76906,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25021741,192,,,0,,False,2,test,1
1055,0.0,352.76906,353.01928,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25021741,198,,,0,,False,5,test,0
1056,0.0,353.01928,353.2695,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25021741,61,,,0,,False,5,test,0
1057,0.0,353.2695,353.5197,0.8,null,"[3644.93333333, 3644.93333333]",-40.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25020259,149,,,0,,False,4,train,2
1058,0.0,353.5197,353.7699,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25020259,153,,,0,,False,3,train,0
1059,0.0,353.7699,354.02011,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25020259,106,,,0,,False,4,train,1
1060,0.0,354.02011,354.27031,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25020259,213,,,0,,False,4,train,1
1061,0.0,354.27031,354.52053,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25021741,124,,,0,,False,6,train,1
1062,0.0,354.52053,354.77074,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25021741,43,,,0,,False,3,train,0
1063,0.0,354.77074,355.02096,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25021741,28,,,0,,False,5,test,2
1064,0.0,355.02096,355.27118,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25021741,132,,,0,,False,2,test,1
1065,0.0,355.27118,355.52138,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25019759,74,,,0,,False,4,train,1
1066,0.0,355.52138,355.77157,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25019759,142,,,0,,False,4,train,1
1067,0.0,355.77157,356.02177,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,30.0,0.25019759,231,,,0,,False,4,train,2
1068,0.0,356.02177,356.27197,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25019759,38,,,0,,False,4,train,1
1069,0.0,356.27197,356.52219,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25021491,10,,,0,,False,6,train,2
1070,0.0,356.52219,356.7724,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25021491,12,,,0,,False,3,train,1
1071,0.0,356.7724,357.02261,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25021491,155,,,0,,False,4,train,1
1072,0.0,357.02261,357.27283,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25021491,7,,,0,,False,6,train,2
1073,0.0,357.27283,357.52303,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25020259,216,,,0,,False,7,train,2
1074,0.0,357.52303,357.77323,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25020259,59,,,0,,False,2,test,0
1075,0.0,357.77323,358.02344,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25020259,73,,,0,,False,3,train,2
1076,0.0,358.02344,358.27364,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25020259,164,,,0,,False,2,test,1
1077,0.0,358.27364,358.52386,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25021741,208,,,0,,False,3,train,2
1078,0.0,358.52386,358.77407,0.8,null,"[3644.93333333, 3644.93333333]",-10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25021741,93,,,0,,False,6,train,1
1079,0.0,358.77407,359.02429,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25021741,67,,,0,,False,3,train,1
1080,0.0,359.02429,359.27451,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25021741,237,,,0,,False,1,train,0
1081,0.0,359.27451,359.52471,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25020259,203,,,0,,False,4,train,0
1082,0.0,359.52471,359.77491,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25020259,217,,,0,,False,3,train,1
1083,0.0,359.77491,360.02512,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25020259,209,,,0,,False,1,train,2
1084,0.0,360.02512,360.27532,0.8,null,"[3644.93333333, 3644.93333333]",10.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,20.0,0.25020259,142,,,0,,False,5,test,1
1085,0.0,360.27532,360.52554,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25021741,104,,,0,,False,4,train,0
1086,0.0,360.52554,360.77575,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25021741,153,,,0,,False,4,train,0
1087,0.0,360.77575,361.02597,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,10.0,0.25021741,204,,,0,,False,5,test,1
1088,0.0,361.02597,361.27619,0.8,null,"[3644.93333333, 3644.93333333]",-20.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,0.0,0.25021741,215,,,0,,False,2,test,2
1089,0.0,361.27619,361.52639,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25020009,226,,,0,,False,3,train,0
1090,0.0,361.52639,361.77659,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-10.0,0.25020009,45,,,0,,False,3,train,1
1091,0.0,361.77659,362.02679,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25020009,122,,,0,,False,4,train,2
1092,0.0,362.02679,362.27699,0.8,null,"[3644.93333333, 3644.93333333]",20.0,0.08,0.0,"[20.0, 20.0]",null,gabors,4.0,-30.0,0.25020009,127,,,0,,False,2,test,0
1093,0.0,362.27699,362.52721,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25021741,148,,,0,,False,4,train,2
1094,0.0,362.52721,362.77742,0.8,null,"[3644.93333333, 3644.93333333]",0.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25021741,101,,,0,,False,4,train,2
1095,0.0,362.77742,363.02764,0.8,null,"[3644.93333333, 3644.93333333]",30.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,40.0,0.25021741,174,,,0,,False,4,train,1
1096,0.0,363.02764,363.27786,0.8,null,"[3644.93333333, 3644.93333333]",40.0,0.08,45.0,"[20.0, 20.0]",null,gabors,4.0,-20.0,0.25021741,158,,,0,,False,2,test,1
1097,0.0,363.27786,363.52806,0.8,null,"[3644.93333333, 3644.93333333]",-30.0,0.08,90.0,"[20.0, 20.0]",null,gabors,4.0,-40.0,0.25020009,234,,,0,,False,3,train,2
