stimulus_presentation_id,stimulus_block,start_time,stop_time,Dir,y_position,spatial_frequency,size,x_position,color,frame,Speed,stimulus_name,coherence,orientation,temporal_frequency,contrast,phase,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
293,0.0,142.20364,142.45385,null,-20.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,138,,,0,,False,1,train,0
294,0.0,142.45385,142.70405,null,30.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,76,,,0,,False,2,test,2
295,0.0,142.70405,142.95425,null,20.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,146,,,0,,False,1,train,2
296,0.0,142.95425,143.20446,null,10.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,95,,,0,,False,1,train,0
297,0.0,143.20446,143.45467,null,40.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021536,170,,,0,,False,0,train,2
298,0.0,143.45467,143.70489,null,-40.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021536,130,,,0,,False,1,train,1
299,0.0,143.70489,143.95511,null,20.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021536,5,,,0,,False,2,test,1
300,0.0,143.95511,144.20532,null,30.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021536,20,,,0,,False,2,test,1
301,0.0,144.20532,144.45554,null,-40.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021964,123,,,0,,False,1,train,2
302,0.0,144.45554,144.70576,null,30.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021964,171,,,0,,False,0,train,2
303,0.0,144.70576,144.95598,null,-10.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021964,127,,,0,,False,1,train,0
304,0.0,144.95598,145.2062,null,40.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021964,3,,,0,,False,3,train,0
305,0.0,145.2062,145.4564,null,-30.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25019786,165,,,0,,False,1,train,1
306,0.0,145.4564,145.70659,null,10.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25019786,157,,,0,,False,1,train,0
307,0.0,145.70659,145.95679,null,-40.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25019786,172,,,0,,False,0,train,0
308,0.0,145.95679,146.20699,null,-40.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25019786,65,,,0,,False,2,test,2
309,0.0,146.20699,146.4572,null,30.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,69,,,0,,False,2,test,0
310,0.0,146.4572,146.70741,null,-10.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,173,,,0,,False,0,train,0
311,0.0,146.70741,146.95763,null,-20.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,79,,,0,,False,1,train,2
312,0.0,146.95763,147.20784,null,-40.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,42,,,0,,False,3,train,2
313,0.0,147.20784,147.45805,null,-20.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,174,,,0,,False,0,train,0
314,0.0,147.45805,147.70825,null,40.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,145,,,0,,False,1,train,1
315,0.0,147.70825,147.95846,null,-10.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,117,,,0,,False,1,train,1
316,0.0,147.95846,148.20867,null,20.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,175,,,0,,False,0,train,0
317,0.0,148.20867,148.45888,null,-30.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,176,,,0,,False,0,train,1
318,0.0,148.45888,148.70908,null,-40.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,65,,,0,,False,3,train,2
319,0.0,148.70908,148.95929,null,-30.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,119,,,0,,False,1,train,0
320,0.0,148.95929,149.2095,null,30.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,177,,,0,,False,0,train,2
321,0.0,149.2095,149.45971,null,40.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,71,,,0,,False,2,test,1
322,0.0,149.45971,149.70992,null,-30.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,80,,,0,,False,2,test,2
323,0.0,149.70992,149.96013,null,-10.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,70,,,0,,False,1,train,2
324,0.0,149.96013,150.21034,null,-20.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021036,178,,,0,,False,0,train,0
325,0.0,150.21034,150.46055,null,-40.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,33,,,0,,False,2,test,2
326,0.0,150.46055,150.71075,null,0.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,143,,,0,,False,2,test,0
327,0.0,150.71075,150.96095,null,-20.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,179,,,0,,False,0,train,1
328,0.0,150.96095,151.21116,null,40.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,180,,,0,,False,0,train,2
329,0.0,151.21116,151.46137,null,-10.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,181,,,0,,False,0,train,1
330,0.0,151.46137,151.71158,null,-10.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,151,,,0,,False,1,train,1
331,0.0,151.71158,151.9618,null,-30.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,176,,,0,,False,1,train,1
332,0.0,151.9618,152.21201,null,-20.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,106,,,0,,False,1,train,1
333,0.0,152.21201,152.46222,null,-30.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,77,,,0,,False,1,train,1
334,0.0,152.46222,152.71242,null,-10.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,117,,,0,,False,2,test,1
335,0.0,152.71242,152.96262,null,20.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,64,,,0,,False,2,test,2
336,0.0,152.96262,153.21283,null,-20.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,168,,,0,,False,1,train,1
337,0.0,153.21283,153.46304,null,20.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,21,,,0,,False,2,test,0
338,0.0,153.46304,153.71325,null,-30.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,153,,,0,,False,1,train,0
339,0.0,153.71325,153.96347,null,-20.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,79,,,0,,False,2,test,2
340,0.0,153.96347,154.21368,null,-10.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,182,,,0,,False,0,train,2
341,0.0,154.21368,154.46388,null,40.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020214,183,,,0,,False,0,train,0
342,0.0,154.46388,154.71408,null,0.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020214,124,,,0,,False,1,train,0
343,0.0,154.71408,154.96429,null,30.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020214,134,,,0,,False,2,test,2
344,0.0,154.96429,155.21449,null,-20.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020214,178,,,0,,False,1,train,0
345,0.0,155.21449,155.4647,null,-40.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021536,74,,,0,,False,2,test,1
346,0.0,155.4647,155.71492,null,40.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021536,8,,,0,,False,1,train,2
347,0.0,155.71492,155.96514,null,-10.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021536,93,,,0,,False,2,test,1
348,0.0,155.96514,156.21535,null,20.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021536,184,,,0,,False,0,train,1
349,0.0,156.21535,156.46556,null,40.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,67,,,0,,False,2,test,1
350,0.0,156.46556,156.71577,null,-40.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,120,,,0,,False,1,train,2
351,0.0,156.71577,156.96598,null,10.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,57,,,0,,False,1,train,2
352,0.0,156.96598,157.21619,null,20.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020964,21,,,0,,False,3,train,0
353,0.0,157.21619,157.4664,null,-10.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,167,,,0,,False,1,train,1
354,0.0,157.4664,157.71661,null,-10.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,185,,,0,,False,0,train,0
355,0.0,157.71661,157.96683,null,-40.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,123,,,0,,False,2,test,2
356,0.0,157.96683,158.21704,null,20.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,186,,,0,,False,0,train,0
357,0.0,158.21704,158.46725,null,10.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,187,,,0,,False,0,train,1
358,0.0,158.46725,158.71746,null,10.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,152,,,0,,False,1,train,1
359,0.0,158.71746,158.96768,null,10.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,38,,,0,,False,2,test,1
360,0.0,158.96768,159.21789,null,-20.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,135,,,0,,False,2,test,2
361,0.0,159.21789,159.46809,null,-30.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020536,40,,,0,,False,2,test,0
362,0.0,159.46809,159.7183,null,30.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020536,73,,,0,,False,3,train,1
363,0.0,159.7183,159.96851,null,0.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020536,188,,,0,,False,0,train,1
364,0.0,159.96851,160.21871,null,40.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020536,183,,,0,,False,1,train,0
365,0.0,160.21871,160.46892,null,-10.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,127,,,0,,False,2,test,0
366,0.0,160.46892,160.71912,null,20.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,175,,,0,,False,1,train,0
367,0.0,160.71912,160.96933,null,40.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,189,,,0,,False,0,train,2
368,0.0,160.96933,161.21954,null,30.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,49,,,0,,False,3,train,1
369,0.0,161.21954,161.46975,null,30.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,76,,,0,,False,3,train,2
370,0.0,161.46975,161.71996,null,20.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,101,,,0,,False,1,train,0
371,0.0,161.71996,161.97018,null,40.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,189,,,0,,False,1,train,2
372,0.0,161.97018,162.22039,null,-20.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021286,109,,,0,,False,2,test,0
373,0.0,162.22039,162.4706,null,10.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,190,,,0,,False,0,train,1
374,0.0,162.4706,162.7208,null,-40.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,144,,,0,,False,1,train,0
375,0.0,162.7208,162.97101,null,0.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,191,,,0,,False,0,train,1
376,0.0,162.97101,163.22122,null,-10.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,167,,,0,,False,2,test,1
377,0.0,163.22122,163.47143,null,10.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,51,,,0,,False,2,test,2
378,0.0,163.47143,163.72163,null,20.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,5,,,0,,False,3,train,1
379,0.0,163.72163,163.97184,null,40.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,115,,,0,,False,1,train,2
380,0.0,163.97184,164.22205,null,40.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,45,,,0,,False,3,train,0
381,0.0,164.22205,164.47226,null,-40.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,42,,,0,,False,4,train,2
382,0.0,164.47226,164.72246,null,-20.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,179,,,0,,False,1,train,1
383,0.0,164.72246,164.97267,null,-20.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,192,,,0,,False,0,train,1
384,0.0,164.97267,165.22288,null,-20.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,193,,,0,,False,0,train,1
385,0.0,165.22288,165.47309,null,-40.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,123,,,0,,False,3,train,2
386,0.0,165.47309,165.72329,null,-10.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,151,,,0,,False,2,test,1
387,0.0,165.72329,165.9735,null,20.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,194,,,0,,False,0,train,0
388,0.0,165.9735,166.22371,null,20.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,125,,,0,,False,1,train,1
389,0.0,166.22371,166.47392,null,20.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,30,,,0,,False,2,test,0
390,0.0,166.47392,166.72413,null,10.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,15,,,0,,False,1,train,2
391,0.0,166.72413,166.97435,null,-30.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,85,,,0,,False,3,train,2
392,0.0,166.97435,167.22456,null,0.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,195,,,0,,False,0,train,1
393,0.0,167.22456,167.47477,null,0.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,196,,,0,,False,0,train,2
394,0.0,167.47477,167.72497,null,30.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,162,,,0,,False,1,train,1
395,0.0,167.72497,167.97518,null,10.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,157,,,0,,False,2,test,0
396,0.0,167.97518,168.22539,null,10.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,131,,,0,,False,1,train,1
397,0.0,168.22539,168.4756,null,-40.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,123,,,0,,False,4,train,2
398,0.0,168.4756,168.72581,null,-40.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,197,,,0,,False,0,train,1
399,0.0,168.72581,168.97603,null,20.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,114,,,0,,False,1,train,1
400,0.0,168.97603,169.22624,null,-20.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021214,192,,,0,,False,1,train,1
401,0.0,169.22624,169.47645,null,-30.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,111,,,0,,False,1,train,2
402,0.0,169.47645,169.72665,null,-40.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,107,,,0,,False,1,train,1
403,0.0,169.72665,169.97686,null,-30.0,0.08,"[20.0, 20.0]",-10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,52,,,0,,False,3,train,0
404,0.0,169.97686,170.22707,null,-40.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,31,,,0,,False,2,test,2
405,0.0,170.22707,170.47728,null,-10.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,70,,,0,,False,2,test,2
406,0.0,170.47728,170.72748,null,0.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,90,,,0,,False,1,train,0
407,0.0,170.72748,170.97769,null,0.0,0.08,"[20.0, 20.0]",40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,97,,,0,,False,1,train,2
408,0.0,170.97769,171.2279,null,-20.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020714,54,,,0,,False,2,test,0
409,0.0,171.2279,171.47811,null,20.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,41,,,0,,False,1,train,1
410,0.0,171.47811,171.72831,null,-20.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,198,,,0,,False,0,train,2
411,0.0,171.72831,171.97852,null,-40.0,0.08,"[20.0, 20.0]",-20.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,199,,,0,,False,0,train,0
412,0.0,171.97852,172.22873,null,30.0,0.08,"[20.0, 20.0]",-40.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020786,6,,,0,,False,1,train,2
413,0.0,172.22873,172.47894,null,-40.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,120,,,0,,False,2,test,2
414,0.0,172.47894,172.72914,null,10.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,200,,,0,,False,0,train,2
415,0.0,172.72914,172.97934,null,10.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,15,,,0,,False,2,test,2
416,0.0,172.97934,173.22955,null,40.0,0.08,"[20.0, 20.0]",-30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25020464,137,,,0,,False,1,train,1
417,0.0,173.22955,173.47977,null,40.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,0.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021786,126,,,0,,False,1,train,0
418,0.0,173.47977,173.72998,null,-10.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021786,82,,,0,,False,1,train,2
419,0.0,173.72998,173.9802,null,0.0,0.08,"[20.0, 20.0]",0.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021786,201,,,0,,False,0,train,1
420,0.0,173.9802,174.23042,null,-30.0,0.08,"[20.0, 20.0]",20.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25021786,128,,,0,,False,3,train,2
421,0.0,174.23042,174.48062,null,0.0,0.08,"[20.0, 20.0]",10.0,null,null,null,gabors,null,90.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25019714,196,,,0,,False,1,train,2
422,0.0,174.48062,174.73081,null,-10.0,0.08,"[20.0, 20.0]",30.0,null,null,null,gabors,null,45.0,4.0,0.8,"[3644.93333333, 3644.93333333]",0.25019714,181,,,0,,False,1,train,1
