stimulus_presentation_id,stimulus_block,start_time,stop_time,size,x_position,frame,stimulus_name,orientation,y_position,spatial_frequency,temporal_frequency,color,contrast,phase,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
987,0.0,332.97508,333.22528,"[20.0, 20.0]",-30.0,null,gabors,0.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250199,172,,,0,,False,1,train,0
988,0.0,333.22528,333.47548,"[20.0, 20.0]",-10.0,null,gabors,90.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250199,238,,,0,,False,1,train,2
989,0.0,333.47548,333.72568,"[20.0, 20.0]",0.0,null,gabors,90.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,29,,,0,,False,5,test,2
990,0.0,333.72568,333.97589,"[20.0, 20.0]",10.0,null,gabors,45.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,175,,,0,,False,5,test,1
991,0.0,333.97589,334.2261,"[20.0, 20.0]",-10.0,null,gabors,0.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,100,,,0,,False,5,test,0
992,0.0,334.2261,334.4763,"[20.0, 20.0]",10.0,null,gabors,0.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,86,,,0,,False,5,test,0
993,0.0,334.4763,334.72651,"[20.0, 20.0]",-30.0,null,gabors,0.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,180,,,0,,False,1,train,0
994,0.0,334.72651,334.97673,"[20.0, 20.0]",-20.0,null,gabors,90.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,242,,,0,,False,0,train,2
995,0.0,334.97673,335.22694,"[20.0, 20.0]",30.0,null,gabors,0.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,167,,,0,,False,5,test,0
996,0.0,335.22694,335.47715,"[20.0, 20.0]",0.0,null,gabors,90.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,109,,,0,,False,6,train,2
997,0.0,335.47715,335.72736,"[20.0, 20.0]",0.0,null,gabors,90.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,168,,,0,,False,3,train,2
998,0.0,335.72736,335.97758,"[20.0, 20.0]",10.0,null,gabors,90.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,78,,,0,,False,6,train,2
999,0.0,335.97758,336.22779,"[20.0, 20.0]",-20.0,null,gabors,45.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,147,,,0,,False,4,train,1
1000,0.0,336.22779,336.478,"[20.0, 20.0]",-20.0,null,gabors,0.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,120,,,0,,False,2,test,0
1001,0.0,336.478,336.72821,"[20.0, 20.0]",40.0,null,gabors,90.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,220,,,0,,False,2,test,2
1002,0.0,336.72821,336.97841,"[20.0, 20.0]",10.0,null,gabors,0.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,136,,,0,,False,6,train,0
1003,0.0,336.97841,337.22861,"[20.0, 20.0]",0.0,null,gabors,0.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,119,,,0,,False,2,test,0
1004,0.0,337.22861,337.47882,"[20.0, 20.0]",40.0,null,gabors,90.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,210,,,0,,False,4,train,2
1005,0.0,337.47882,337.72903,"[20.0, 20.0]",-10.0,null,gabors,0.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,163,,,0,,False,4,train,0
1006,0.0,337.72903,337.97924,"[20.0, 20.0]",-20.0,null,gabors,90.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,242,,,0,,False,1,train,2
1007,0.0,337.97924,338.22944,"[20.0, 20.0]",40.0,null,gabors,0.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,230,,,0,,False,3,train,0
1008,0.0,338.22944,338.47965,"[20.0, 20.0]",0.0,null,gabors,45.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,216,,,0,,False,2,test,1
1009,0.0,338.47965,338.72987,"[20.0, 20.0]",30.0,null,gabors,45.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250214,125,,,0,,False,5,test,1
1010,0.0,338.72987,338.98008,"[20.0, 20.0]",-40.0,null,gabors,0.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250214,123,,,0,,False,6,train,0
1011,0.0,338.98008,339.23029,"[20.0, 20.0]",10.0,null,gabors,90.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250214,75,,,0,,False,7,train,2
1012,0.0,339.23029,339.48051,"[20.0, 20.0]",10.0,null,gabors,0.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250214,239,,,0,,False,1,train,0
1013,0.0,339.48051,339.73072,"[20.0, 20.0]",30.0,null,gabors,90.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,112,,,0,,False,5,test,2
1014,0.0,339.73072,339.98094,"[20.0, 20.0]",-40.0,null,gabors,90.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,201,,,0,,False,2,test,2
1015,0.0,339.98094,340.23115,"[20.0, 20.0]",30.0,null,gabors,45.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,169,,,0,,False,6,train,1
1016,0.0,340.23115,340.48136,"[20.0, 20.0]",-10.0,null,gabors,0.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,183,,,0,,False,1,train,0
1017,0.0,340.48136,340.73157,"[20.0, 20.0]",30.0,null,gabors,0.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,167,,,0,,False,6,train,0
1018,0.0,340.73157,340.98177,"[20.0, 20.0]",10.0,null,gabors,0.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,111,,,0,,False,2,test,0
1019,0.0,340.98177,341.23197,"[20.0, 20.0]",20.0,null,gabors,0.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,4,,,0,,False,5,test,0
1020,0.0,341.23197,341.48218,"[20.0, 20.0]",-20.0,null,gabors,45.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,147,,,0,,False,5,test,1
1021,0.0,341.48218,341.73238,"[20.0, 20.0]",-30.0,null,gabors,0.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502035,87,,,0,,False,6,train,0
1022,0.0,341.73238,341.98259,"[20.0, 20.0]",-30.0,null,gabors,90.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502035,243,,,0,,False,0,train,2
1023,0.0,341.98259,342.23279,"[20.0, 20.0]",-10.0,null,gabors,45.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502035,69,,,0,,False,2,test,1
1024,0.0,342.23279,342.48299,"[20.0, 20.0]",-10.0,null,gabors,0.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502035,154,,,0,,False,5,test,0
1025,0.0,342.48299,342.7332,"[20.0, 20.0]",10.0,null,gabors,45.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,229,,,0,,False,3,train,1
1026,0.0,342.7332,342.98341,"[20.0, 20.0]",-10.0,null,gabors,90.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,114,,,0,,False,3,train,2
1027,0.0,342.98341,343.23362,"[20.0, 20.0]",30.0,null,gabors,45.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,215,,,0,,False,3,train,1
1028,0.0,343.23362,343.48383,"[20.0, 20.0]",-10.0,null,gabors,0.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,133,,,0,,False,7,train,0
1029,0.0,343.48383,343.73404,"[20.0, 20.0]",-30.0,null,gabors,45.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,195,,,0,,False,4,train,1
1030,0.0,343.73404,343.98426,"[20.0, 20.0]",-10.0,null,gabors,45.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,8,,,0,,False,5,test,1
1031,0.0,343.98426,344.23448,"[20.0, 20.0]",10.0,null,gabors,0.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,32,,,0,,False,3,train,0
1032,0.0,344.23448,344.48469,"[20.0, 20.0]",-40.0,null,gabors,90.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,73,,,0,,False,7,train,2
1033,0.0,344.48469,344.7349,"[20.0, 20.0]",30.0,null,gabors,45.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,181,,,0,,False,3,train,1
1034,0.0,344.7349,344.9851,"[20.0, 20.0]",40.0,null,gabors,0.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,46,,,0,,False,2,test,0
1035,0.0,344.9851,345.2353,"[20.0, 20.0]",-30.0,null,gabors,90.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,26,,,0,,False,2,test,2
1036,0.0,345.2353,345.48551,"[20.0, 20.0]",10.0,null,gabors,45.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,92,,,0,,False,5,test,1
1037,0.0,345.48551,345.73572,"[20.0, 20.0]",30.0,null,gabors,0.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,34,,,0,,False,4,train,0
1038,0.0,345.73572,345.98594,"[20.0, 20.0]",-30.0,null,gabors,90.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,68,,,0,,False,3,train,2
1039,0.0,345.98594,346.23616,"[20.0, 20.0]",40.0,null,gabors,45.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,5,,,0,,False,4,train,1
1040,0.0,346.23616,346.48637,"[20.0, 20.0]",20.0,null,gabors,90.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,162,,,0,,False,3,train,2
1041,0.0,346.48637,346.73658,"[20.0, 20.0]",-20.0,null,gabors,45.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,67,,,0,,False,4,train,1
1042,0.0,346.73658,346.98678,"[20.0, 20.0]",-40.0,null,gabors,45.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,132,,,0,,False,2,test,1
1043,0.0,346.98678,347.23698,"[20.0, 20.0]",30.0,null,gabors,0.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,140,,,0,,False,2,test,0
1044,0.0,347.23698,347.48719,"[20.0, 20.0]",10.0,null,gabors,0.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,239,,,0,,False,2,test,0
1045,0.0,347.48719,347.7374,"[20.0, 20.0]",-40.0,null,gabors,0.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,101,,,0,,False,5,test,0
1046,0.0,347.7374,347.98761,"[20.0, 20.0]",40.0,null,gabors,90.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,220,,,0,,False,3,train,2
1047,0.0,347.98761,348.23782,"[20.0, 20.0]",10.0,null,gabors,45.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,28,,,0,,False,5,test,1
1048,0.0,348.23782,348.48803,"[20.0, 20.0]",10.0,null,gabors,90.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,60,,,0,,False,3,train,2
1049,0.0,348.48803,348.73824,"[20.0, 20.0]",10.0,null,gabors,90.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,105,,,0,,False,7,train,2
1050,0.0,348.73824,348.98845,"[20.0, 20.0]",-40.0,null,gabors,45.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,57,,,0,,False,5,test,1
1051,0.0,348.98845,349.23866,"[20.0, 20.0]",10.0,null,gabors,90.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,41,,,0,,False,4,train,2
1052,0.0,349.23866,349.48887,"[20.0, 20.0]",30.0,null,gabors,45.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,125,,,0,,False,6,train,1
1053,0.0,349.48887,349.73908,"[20.0, 20.0]",30.0,null,gabors,0.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,241,,,0,,False,2,test,0
1054,0.0,349.73908,349.9893,"[20.0, 20.0]",-20.0,null,gabors,90.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,242,,,0,,False,2,test,2
1055,0.0,349.9893,350.23951,"[20.0, 20.0]",10.0,null,gabors,0.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,84,,,0,,False,6,train,0
1056,0.0,350.23951,350.48972,"[20.0, 20.0]",0.0,null,gabors,90.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,50,,,0,,False,7,train,2
1057,0.0,350.48972,350.73992,"[20.0, 20.0]",-20.0,null,gabors,0.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,150,,,0,,False,2,test,0
1058,0.0,350.73992,350.99013,"[20.0, 20.0]",0.0,null,gabors,90.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,168,,,0,,False,4,train,2
1059,0.0,350.99013,351.24033,"[20.0, 20.0]",0.0,null,gabors,0.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,77,,,0,,False,3,train,0
1060,0.0,351.24033,351.49053,"[20.0, 20.0]",-30.0,null,gabors,0.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,76,,,0,,False,4,train,0
1061,0.0,351.49053,351.74073,"[20.0, 20.0]",0.0,null,gabors,0.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,173,,,0,,False,1,train,0
1062,0.0,351.74073,351.99094,"[20.0, 20.0]",40.0,null,gabors,0.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,178,,,0,,False,5,test,0
1063,0.0,351.99094,352.24115,"[20.0, 20.0]",20.0,null,gabors,0.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,130,,,0,,False,4,train,0
1064,0.0,352.24115,352.49135,"[20.0, 20.0]",40.0,null,gabors,90.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,30,,,0,,False,4,train,2
1065,0.0,352.49135,352.74156,"[20.0, 20.0]",40.0,null,gabors,0.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,46,,,0,,False,3,train,0
1066,0.0,352.74156,352.99178,"[20.0, 20.0]",10.0,null,gabors,45.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,81,,,0,,False,2,test,1
1067,0.0,352.99178,353.24199,"[20.0, 20.0]",20.0,null,gabors,90.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,196,,,0,,False,6,train,2
1068,0.0,353.24199,353.4922,"[20.0, 20.0]",-10.0,null,gabors,0.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,118,,,0,,False,3,train,0
1069,0.0,353.4922,353.7424,"[20.0, 20.0]",30.0,null,gabors,45.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502035,198,,,0,,False,3,train,1
1070,0.0,353.7424,353.99261,"[20.0, 20.0]",-10.0,null,gabors,45.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502035,8,,,0,,False,6,train,1
1071,0.0,353.99261,354.24281,"[20.0, 20.0]",-30.0,null,gabors,45.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502035,59,,,0,,False,7,train,1
1072,0.0,354.24281,354.49301,"[20.0, 20.0]",30.0,null,gabors,90.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502035,6,,,0,,False,5,test,2
1073,0.0,354.49301,354.74323,"[20.0, 20.0]",40.0,null,gabors,0.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250214,199,,,0,,False,3,train,0
1074,0.0,354.74323,354.99344,"[20.0, 20.0]",20.0,null,gabors,0.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250214,193,,,0,,False,6,train,0
1075,0.0,354.99344,355.24365,"[20.0, 20.0]",-20.0,null,gabors,90.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250214,21,,,0,,False,6,train,2
1076,0.0,355.24365,355.49387,"[20.0, 20.0]",40.0,null,gabors,45.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250214,5,,,0,,False,5,test,1
1077,0.0,355.49387,355.74408,"[20.0, 20.0]",30.0,null,gabors,90.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,55,,,0,,False,6,train,2
1078,0.0,355.74408,355.99429,"[20.0, 20.0]",10.0,null,gabors,90.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,78,,,0,,False,7,train,2
1079,0.0,355.99429,356.2445,"[20.0, 20.0]",-30.0,null,gabors,90.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,141,,,0,,False,4,train,2
1080,0.0,356.2445,356.49471,"[20.0, 20.0]",-10.0,null,gabors,90.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,238,,,0,,False,2,test,2
1081,0.0,356.49471,356.74492,"[20.0, 20.0]",0.0,null,gabors,90.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,129,,,0,,False,4,train,2
1082,0.0,356.74492,356.99513,"[20.0, 20.0]",30.0,null,gabors,45.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,181,,,0,,False,4,train,1
1083,0.0,356.99513,357.24534,"[20.0, 20.0]",-20.0,null,gabors,90.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,192,,,0,,False,2,test,2
1084,0.0,357.24534,357.49555,"[20.0, 20.0]",40.0,null,gabors,45.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,157,,,0,,False,7,train,1
1085,0.0,357.49555,357.74575,"[20.0, 20.0]",40.0,null,gabors,45.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,40,,,0,,False,5,test,1
1086,0.0,357.74575,357.99596,"[20.0, 20.0]",10.0,null,gabors,90.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,105,,,0,,False,8,test,2
1087,0.0,357.99596,358.24617,"[20.0, 20.0]",-40.0,null,gabors,0.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,176,,,0,,False,3,train,0
1088,0.0,358.24617,358.49637,"[20.0, 20.0]",40.0,null,gabors,90.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,220,,,0,,False,4,train,2
1089,0.0,358.49637,358.74659,"[20.0, 20.0]",-30.0,null,gabors,90.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502165,228,,,0,,False,2,test,2
1090,0.0,358.74659,358.99681,"[20.0, 20.0]",20.0,null,gabors,45.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502165,209,,,0,,False,3,train,1
1091,0.0,358.99681,359.24702,"[20.0, 20.0]",20.0,null,gabors,45.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502165,209,,,0,,False,4,train,1
1092,0.0,359.24702,359.49724,"[20.0, 20.0]",30.0,null,gabors,90.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502165,212,,,0,,False,2,test,2
1093,0.0,359.49724,359.74745,"[20.0, 20.0]",20.0,null,gabors,0.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,58,,,0,,False,6,train,0
1094,0.0,359.74745,359.99767,"[20.0, 20.0]",20.0,null,gabors,45.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,128,,,0,,False,6,train,1
1095,0.0,359.99767,360.24788,"[20.0, 20.0]",-20.0,null,gabors,0.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,170,,,0,,False,7,train,0
1096,0.0,360.24788,360.49809,"[20.0, 20.0]",-30.0,null,gabors,45.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,159,,,0,,False,2,test,1
1097,0.0,360.49809,360.74829,"[20.0, 20.0]",20.0,null,gabors,0.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,206,,,0,,False,5,test,0
1098,0.0,360.74829,360.9985,"[20.0, 20.0]",0.0,null,gabors,0.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,126,,,0,,False,4,train,0
1099,0.0,360.9985,361.2487,"[20.0, 20.0]",30.0,null,gabors,90.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,212,,,0,,False,3,train,2
1100,0.0,361.2487,361.4989,"[20.0, 20.0]",20.0,null,gabors,45.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,155,,,0,,False,5,test,1
1101,0.0,361.4989,361.74911,"[20.0, 20.0]",40.0,null,gabors,0.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,134,,,0,,False,7,train,0
1102,0.0,361.74911,361.99933,"[20.0, 20.0]",-40.0,null,gabors,0.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,146,,,0,,False,3,train,0
1103,0.0,361.99933,362.24954,"[20.0, 20.0]",20.0,null,gabors,45.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,11,,,0,,False,5,test,1
1104,0.0,362.24954,362.49975,"[20.0, 20.0]",-10.0,null,gabors,45.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,99,,,0,,False,4,train,1
1105,0.0,362.49975,362.74995,"[20.0, 20.0]",10.0,null,gabors,0.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,32,,,0,,False,4,train,0
1106,0.0,362.74995,363.00016,"[20.0, 20.0]",-40.0,null,gabors,90.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,197,,,0,,False,4,train,2
1107,0.0,363.00016,363.25036,"[20.0, 20.0]",0.0,null,gabors,0.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,223,,,0,,False,5,test,0
1108,0.0,363.25036,363.50056,"[20.0, 20.0]",-10.0,null,gabors,45.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,194,,,0,,False,5,test,1
1109,0.0,363.50056,363.75077,"[20.0, 20.0]",30.0,null,gabors,45.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,82,,,0,,False,5,test,1
1110,0.0,363.75077,364.00099,"[20.0, 20.0]",-20.0,null,gabors,45.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,14,,,0,,False,6,train,1
1111,0.0,364.00099,364.25121,"[20.0, 20.0]",-40.0,null,gabors,90.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,73,,,0,,False,8,test,2
1112,0.0,364.25121,364.50142,"[20.0, 20.0]",0.0,null,gabors,45.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,216,,,0,,False,3,train,1
1113,0.0,364.50142,364.75163,"[20.0, 20.0]",-10.0,null,gabors,45.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,8,,,0,,False,7,train,1
1114,0.0,364.75163,365.00183,"[20.0, 20.0]",10.0,null,gabors,0.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,13,,,0,,False,3,train,0
1115,0.0,365.00183,365.25203,"[20.0, 20.0]",-10.0,null,gabors,90.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,18,,,0,,False,6,train,2
1116,0.0,365.25203,365.50224,"[20.0, 20.0]",30.0,null,gabors,90.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250204,6,,,0,,False,6,train,2
1117,0.0,365.50224,365.75244,"[20.0, 20.0]",30.0,null,gabors,90.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250201,212,,,0,,False,4,train,2
1118,0.0,365.75244,366.00264,"[20.0, 20.0]",-20.0,null,gabors,45.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250201,35,,,0,,False,6,train,1
1119,0.0,366.00264,366.25284,"[20.0, 20.0]",20.0,null,gabors,0.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250201,130,,,0,,False,5,test,0
1120,0.0,366.25284,366.50304,"[20.0, 20.0]",-40.0,null,gabors,45.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250201,227,,,0,,False,2,test,1
1121,0.0,366.50304,366.75326,"[20.0, 20.0]",-30.0,null,gabors,90.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250214,124,,,0,,False,6,train,2
1122,0.0,366.75326,367.00347,"[20.0, 20.0]",30.0,null,gabors,45.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250214,215,,,0,,False,4,train,1
1123,0.0,367.00347,367.25368,"[20.0, 20.0]",10.0,null,gabors,0.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250214,84,,,0,,False,7,train,0
1124,0.0,367.25368,367.5039,"[20.0, 20.0]",20.0,null,gabors,0.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250214,96,,,0,,False,3,train,0
