azimuth_deg,elevation_deg,mousev2_estimate_log2,mousev2_supported,allen_estimate_log2,allen_supported,preference,shared_supported,mousev2_minus_allen_log2,mousev2_over_allen_ratio
64,8,-3.66388,True,-4.1171,True,sf,True,0.45322,1.369093
66,8,-3.68498,True,-4.12647,True,sf,True,0.44149,1.358006
68,8,-3.70665,True,-4.13576,True,sf,True,0.42911,1.346403
70,8,-3.72859,True,-4.14485,True,sf,True,0.41626,1.334464
72,8,-3.75051,True,-4.15353,True,sf,True,0.40302,1.322273
74,8,-3.7721,True,-4.1615,True,sf,True,0.3894,1.309849
76,8,-3.7931,True,-4.16843,True,sf,True,0.37533,1.297136
78,8,-3.81328,True,-4.17393,True,sf,True,0.36065,1.284004
80,8,-3.83245,True,-4.17759,True,sf,True,0.34514,1.270274
82,8,-3.8505,True,-4.17903,True,sf,True,0.32853,1.255733
84,8,-3.86737,True,-4.17794,True,sf,True,0.31057,1.240198
86,8,-3.88305,True,-4.17412,True,sf,True,0.29107,1.223547
88,8,-3.89757,True,-4.16747,True,sf,True,0.2699,1.205724
90,8,-3.91102,True,-4.15809,True,sf,True,0.24707,1.186794
10,10,-3.46952,True,-4.14261,True,sf,True,0.67309,1.594484
12,10,-3.47931,True,-4.11993,True,sf,True,0.64062,1.558999
14,10,-3.48894,True,-4.09811,True,sf,True,0.60917,1.525381
16,10,-3.49829,True,-4.07768,True,sf,True,0.57939,1.494217
18,10,-3.50724,True,-4.0591,True,sf,True,0.55186,1.465974
20,10,-3.51566,True,-4.04277,True,sf,True,0.52711,1.44104
22,10,-3.52341,True,-4.02899,True,sf,True,0.50558,1.419694
24,10,-3.53036,True,-4.01791,True,sf,True,0.48755,1.402062
26,10,-3.5364,True,-4.00957,True,sf,True,0.47317,1.388156
28,10,-3.54142,True,-4.0039,True,sf,True,0.46248,1.377908
30,10,-3.54537,True,-4.00073,True,sf,True,0.45536,1.371125
32,10,-3.54824,True,-3.99983,True,sf,True,0.45159,1.367547
34,10,-3.55009,True,-4.00093,True,sf,True,0.45084,1.366836
36,10,-3.55109,True,-4.00377,True,sf,True,0.45268,1.36858
38,10,-3.55153,True,-4.00806,True,sf,True,0.45653,1.372237
40,10,-3.5518,True,-4.01356,True,sf,True,0.46176,1.377221
42,10,-3.5524,True,-4.02004,True,sf,True,0.46764,1.382846
44,10,-3.55388,True,-4.02729,True,sf,True,0.47341,1.388387
46,10,-3.55678,True,-4.03516,True,sf,True,0.47838,1.393178
48,10,-3.56156,True,-4.04349,True,sf,True,0.48193,1.396611
50,10,-3.56852,True,-4.05218,True,sf,True,0.48366,1.398287
52,10,-3.57781,True,-4.06113,True,sf,True,0.48332,1.397957
54,10,-3.58937,True,-4.07027,True,sf,True,0.4809,1.395614
56,10,-3.60301,True,-4.07957,True,sf,True,0.47656,1.391422
58,10,-3.61843,True,-4.08897,True,sf,True,0.47054,1.385628
60,10,-3.63535,True,-4.09846,True,sf,True,0.46311,1.37851
62,10,-3.65349,True,-4.10799,True,sf,True,0.4545,1.370308
64,10,-3.67265,True,-4.11754,True,sf,True,0.44489,1.36121
66,10,-3.69265,True,-4.12702,True,sf,True,0.43437,1.351321
68,10,-3.71333,True,-4.13633,True,sf,True,0.423,1.340713
70,10,-3.7345,True,-4.14531,True,sf,True,0.41081,1.329432
72,10,-3.75592,True,-4.15376,True,sf,True,0.39784,1.317534
74,10,-3.77734,True,-4.16138,True,sf,True,0.38404,1.304991
76,10,-3.79848,True,-4.16786,True,sf,True,0.36938,1.291798
78,10,-3.81908,True,-4.17281,True,sf,True,0.35373,1.27786
80,10,-3.83893,True,-4.17585,True,sf,True,0.33692,1.263057
82,10,-3.85784,True,-4.17664,True,sf,True,0.3188,1.247293
84,10,-3.87572,True,-4.17489,True,sf,True,0.29917,1.230436
86,10,-3.89252,True,-4.17043,True,sf,True,0.27791,1.212437
88,10,-3.90824,True,-4.16322,True,sf,True,0.25498,1.193319
90,10,-3.9229,True,-4.15336,True,sf,True,0.23046,1.173209
10,12,-3.46383,True,-4.1449,True,sf,True,0.68107,1.603328
12,12,-3.47218,True,-4.12076,True,sf,True,0.64858,1.567624
14,12,-3.48035,True,-4.09768,True,sf,True,0.61733,1.534034
16,12,-3.48825,True,-4.0762,True,sf,True,0.58795,1.503109
18,12,-3.49582,True,-4.05681,True,sf,True,0.56099,1.475281
20,12,-3.50299,True,-4.03989,True,sf,True,0.5369,1.450852
22,12,-3.5097,True,-4.02571,True,sf,True,0.51601,1.429995
24,12,-3.5159,True,-4.01441,True,sf,True,0.49851,1.412754
26,12,-3.52155,True,-4.00599,True,sf,True,0.48444,1.399043
28,12,-3.52661,True,-4.00034,True,sf,True,0.47373,1.388695
30,12,-3.53109,True,-3.99725,True,sf,True,0.46616,1.381428
32,12,-3.535,True,-3.99647,True,sf,True,0.46147,1.376944
34,12,-3.5384,True,-3.99772,True,sf,True,0.45932,1.374894
36,12,-3.54142,True,-4.00069,True,sf,True,0.45927,1.374846
38,12,-3.54424,True,-4.00511,True,sf,True,0.46087,1.376372
40,12,-3.54714,True,-4.01075,True,sf,True,0.46361,1.378988
42,12,-3.55047,True,-4.01737,True,sf,True,0.4669,1.382136
44,12,-3.5546,True,-4.02479,True,sf,True,0.47019,1.385292
46,12,-3.55993,True,-4.03285,True,sf,True,0.47292,1.387916
48,12,-3.56679,True,-4.04141,True,sf,True,0.47462,1.389552
50,12,-3.57538,True,-4.05036,True,sf,True,0.47498,1.389899
52,12,-3.5858,True,-4.05961,True,sf,True,0.47381,1.388772
54,12,-3.59798,True,-4.06908,True,sf,True,0.4711,1.386166
56,12,-3.61176,True,-4.0787,True,sf,True,0.46694,1.382175
58,12,-3.62691,True,-4.08843,True,sf,True,0.46152,1.376992
60,12,-3.64321,True,-4.09821,True,sf,True,0.455,1.370783
62,12,-3.66049,True,-4.10798,True,sf,True,0.44749,1.363666
64,12,-3.67867,True,-4.11769,True,sf,True,0.43902,1.355683
66,12,-3.6977,True,-4.12723,True,sf,True,0.42953,1.346795
68,12,-3.71751,True,-4.13649,True,sf,True,0.41898,1.336982
70,12,-3.73801,True,-4.14529,True,sf,True,0.40728,1.326183
72,12,-3.75904,True,-4.15341,True,sf,True,0.39437,1.314369
74,12,-3.78036,True,-4.16056,True,sf,True,0.3802,1.301522
76,12,-3.80171,True,-4.16642,True,sf,True,0.36471,1.287623
78,12,-3.82279,True,-4.17064,True,sf,True,0.34785,1.272663
80,12,-3.84335,True,-4.17286,True,sf,True,0.32951,1.256587
82,12,-3.86319,True,-4.17276,True,sf,True,0.30957,1.239338
84,12,-3.88213,True,-4.17012,True,sf,True,0.28799,1.220938
86,12,-3.90009,True,-4.16479,True,sf,True,0.2647,1.201386
88,12,-3.91703,True,-4.15679,True,sf,True,0.23976,1.180796
90,12,-3.93295,True,-4.14624,True,sf,True,0.21329,1.159329
10,14,-3.46188,True,-4.14663,True,sf,True,0.68475,1.607423
12,14,-3.46864,True,-4.12113,True,sf,True,0.65249,1.571879
14,14,-3.47517,True,-4.09688,True,sf,True,0.62171,1.538698
16,14,-3.48145,True,-4.07445,True,sf,True,0.593,1.50838
18,14,-3.48746,True,-4.05432,True,sf,True,0.56686,1.481296
20,14,-3.4932,True,-4.03687,True,sf,True,0.54367,1.457676
22,14,-3.49868,True,-4.02236,True,sf,True,0.52368,1.437618
24,14,-3.50394,True,-4.0109,True,sf,True,0.50696,1.421053
26,14,-3.509,True,-4.00246,True,sf,True,0.49346,1.407817
28,14,-3.51389,True,-3.99687,True,sf,True,0.48298,1.397628
30,14,-3.51867,True,-3.99392,True,sf,True,0.47525,1.390159
32,14,-3.52336,True,-3.99329,True,sf,True,0.46993,1.385042
34,14,-3.52802,True,-3.99469,True,sf,True,0.46667,1.381916
36,14,-3.5327,True,-3.99781,True,sf,True,0.46511,1.380423
38,14,-3.53751,True,-4.00237,True,sf,True,0.46486,1.380183
40,14,-3.54259,True,-4.00812,True,sf,True,0.46553,1.380825
42,14,-3.54815,True,-4.01486,True,sf,True,0.46671,1.381954
44,14,-3.55441,True,-4.02241,True,sf,True,0.468,1.383191
46,14,-3.56163,True,-4.03062,True,sf,True,0.46899,1.38414
48,14,-3.57004,True,-4.03936,True,sf,True,0.46932,1.384457
50,14,-3.57978,True,-4.04853,True,sf,True,0.46875,1.38391
52,14,-3.59093,True,-4.05803,True,sf,True,0.4671,1.382328
54,14,-3.60343,True,-4.06777,True,sf,True,0.46434,1.379686
56,14,-3.61715,True,-4.07768,True,sf,True,0.46053,1.376047
58,14,-3.63194,True,-4.08768,True,sf,True,0.45574,1.371486
60,14,-3.64763,True,-4.09771,True,sf,True,0.45008,1.366116
62,14,-3.66416,True,-4.10768,True,sf,True,0.44352,1.359918
64,14,-3.68151,True,-4.11751,True,sf,True,0.436,1.352848
66,14,-3.69971,True,-4.12706,True,sf,True,0.42735,1.344761
68,14,-3.7188,True,-4.13621,True,sf,True,0.41741,1.335528
70,14,-3.73878,True,-4.14474,True,sf,True,0.40596,1.32497
72,14,-3.75952,True,-4.15243,True,sf,True,0.39291,1.313039
74,14,-3.78084,True,-4.15898,True,sf,True,0.37814,1.299665
76,14,-3.80247,True,-4.16409,True,sf,True,0.36162,1.284868
78,14,-3.8241,True,-4.1674,True,sf,True,0.3433,1.268655
80,14,-3.84544,True,-4.16859,True,sf,True,0.32315,1.251059
82,14,-3.86624,True,-4.1674,True,sf,True,0.30116,1.232135
84,14,-3.88629,True,-4.16362,True,sf,True,0.27733,1.21195
86,14,-3.90546,True,-4.1572,True,sf,True,0.25174,1.190642
88,14,-3.92365,True,-4.14818,True,sf,True,0.22453,1.168397
90,14,-3.94085,True,-4.13674,True,sf,True,0.19589,1.145431
10,16,-3.46332,True,-4.14773,True,sf,True,0.68441,1.607045
12,16,-3.46839,True,-4.12097,True,sf,True,0.65258,1.571977
14,16,-3.4732,True,-4.09564,True,sf,True,0.62244,1.539477
16,16,-3.47776,True,-4.07233,True,sf,True,0.59457,1.510022
18,16,-3.48212,True,-4.05152,True,sf,True,0.5694,1.483906
20,16,-3.48634,True,-4.0336,True,sf,True,0.54726,1.461308
22,16,-3.49051,True,-4.01882,True,sf,True,0.52831,1.442239
24,16,-3.49471,True,-4.00725,True,sf,True,0.51254,1.42656
26,16,-3.49906,True,-3.99882,True,sf,True,0.49976,1.413978
28,16,-3.50364,True,-3.99336,True,sf,True,0.48972,1.404172
30,16,-3.50853,True,-3.99058,True,sf,True,0.48205,1.396727
32,16,-3.51376,True,-3.99015,True,sf,True,0.47639,1.391258
34,16,-3.51936,True,-3.99174,True,sf,True,0.47238,1.387396
36,16,-3.52533,True,-3.99502,True,sf,True,0.46969,1.384812
38,16,-3.53167,True,-3.99972,True,sf,True,0.46805,1.383239
40,16,-3.53842,True,-4.00558,True,sf,True,0.46716,1.382386
42,16,-3.54563,True,-4.01242,True,sf,True,0.46679,1.382031
44,16,-3.55343,True,-4.02006,True,sf,True,0.46663,1.381878
46,16,-3.56194,True,-4.02838,True,sf,True,0.46644,1.381696
48,16,-3.57132,True,-4.03727,True,sf,True,0.46595,1.381227
50,16,-3.58169,True,-4.0466,True,sf,True,0.46491,1.380231
52,16,-3.59313,True,-4.0563,True,sf,True,0.46317,1.378568
54,16,-3.60561,True,-4.06627,True,sf,True,0.46066,1.376171
56,16,-3.61906,True,-4.07642,True,sf,True,0.45736,1.373027
58,16,-3.63339,True,-4.08666,True,sf,True,0.45327,1.36914
60,16,-3.64849,True,-4.09689,True,sf,True,0.4484,1.364526
62,16,-3.66433,True,-4.10702,True,sf,True,0.44269,1.359136
64,16,-3.68098,True,-4.11691,True,sf,True,0.43593,1.352783
66,16,-3.69851,True,-4.12643,True,sf,True,0.42792,1.345293
68,16,-3.71704,True,-4.13539,True,sf,True,0.41835,1.336398
70,16,-3.73662,True,-4.14358,True,sf,True,0.40696,1.325889
72,16,-3.7572,True,-4.15074,True,sf,True,0.39354,1.313613
74,16,-3.7786,True,-4.15658,True,sf,True,0.37798,1.299521
76,16,-3.80057,True,-4.16078,True,sf,True,0.36021,1.283613
78,16,-3.8228,True,-4.16302,True,sf,True,0.34022,1.26595
80,16,-3.84497,True,-4.163,True,sf,True,0.31803,1.246627
82,16,-3.86677,True,-4.1605,True,sf,True,0.29373,1.225805
84,16,-3.88796,True,-4.15539,True,sf,True,0.26743,1.203662
86,16,-3.90835,True,-4.14765,True,sf,True,0.2393,1.18042
88,16,-3.92782,True,-4.13742,True,sf,True,0.2096,1.156368
90,16,-3.94629,True,-4.12493,True,sf,True,0.17864,1.131816
10,18,-3.46775,True,-4.14818,True,sf,True,0.68043,1.602617
12,18,-3.47109,True,-4.12025,True,sf,True,0.64916,1.568255
14,18,-3.47414,True,-4.09393,True,sf,True,0.61979,1.536651
16,18,-3.47696,True,-4.0698,True,sf,True,0.59284,1.508213
18,18,-3.47966,True,-4.04836,True,sf,True,0.5687,1.483186
20,18,-3.48235,True,-4.03002,True,sf,True,0.54767,1.461723
22,18,-3.48519,True,-4.01499,True,sf,True,0.5298,1.443729
24,18,-3.48832,True,-4.00335,True,sf,True,0.51503,1.429024
26,18,-3.49191,True,-3.99498,True,sf,True,0.50307,1.417226
28,18,-3.49608,True,-3.98968,True,sf,True,0.4936,1.407954
30,18,-3.50092,True,-3.98711,True,sf,True,0.48619,1.400741
32,18,-3.50648,True,-3.98692,True,sf,True,0.48044,1.395169
34,18,-3.51273,True,-3.98873,True,sf,True,0.476,1.390882
36,18,-3.5196,True,-3.99221,True,sf,True,0.47261,1.387618
38,18,-3.52703,True,-3.99706,True,sf,True,0.47003,1.385138
40,18,-3.53491,True,-4.00303,True,sf,True,0.46812,1.383306
42,18,-3.5432,True,-4.00996,True,sf,True,0.46676,1.382002
44,18,-3.55192,True,-4.01768,True,sf,True,0.46576,1.381045
46,18,-3.56112,True,-4.02607,True,sf,True,0.46495,1.38027
48,18,-3.57091,True,-4.03505,True,sf,True,0.46414,1.379495
50,18,-3.5814,True,-4.04451,True,sf,True,0.46311,1.37851
52,18,-3.5927,True,-4.05436,True,sf,True,0.46166,1.377125
54,18,-3.60483,True,-4.0645,True,sf,True,0.45967,1.375227
56,18,-3.61778,True,-4.07484,True,sf,True,0.45706,1.372742
58,18,-3.6315,True,-4.08527,True,sf,True,0.45377,1.369615
60,18,-3.64597,True,-4.09566,True,sf,True,0.44969,1.365747
62,18,-3.66117,True,-4.10589,True,sf,True,0.44472,1.36105
64,18,-3.6772,True,-4.1158,True,sf,True,0.4386,1.355289
66,18,-3.69419,True,-4.12522,True,sf,True,0.43103,1.348196
68,18,-3.71229,True,-4.13393,True,sf,True,0.42164,1.339449
70,18,-3.73158,True,-4.1417,True,sf,True,0.41012,1.328796
72,18,-3.75207,True,-4.14824,True,sf,True,0.39617,1.31601
74,18,-3.77361,True,-4.15324,True,sf,True,0.37963,1.301008
76,18,-3.79597,True,-4.1564,True,sf,True,0.36043,1.283808
78,18,-3.81883,True,-4.1574,True,sf,True,0.33857,1.264503
80,18,-3.84184,True,-4.156,True,sf,True,0.31416,1.243288
82,18,-3.86465,True,-4.15201,True,sf,True,0.28736,1.220405
84,18,-3.88698,True,-4.14537,True,sf,True,0.25839,1.196143
86,18,-3.90858,True,-4.13615,True,sf,True,0.22757,1.170861
88,18,-3.92931,True,-4.12455,True,sf,True,0.19524,1.144915
90,18,-3.94904,True,-4.11088,True,sf,True,0.16184,1.118713
10,20,-3.47481,True,-4.14805,True,sf,True,0.67324,1.59465
12,20,-3.47641,True,-4.11905,True,sf,True,0.64264,1.561183
14,20,-3.47771,True,-4.09178,True,sf,True,0.61407,1.530571
16,20,-3.47882,True,-4.06688,True,sf,True,0.58806,1.503224
18,20,-3.4799,True,-4.04486,True,sf,True,0.56496,1.479346
20,20,-3.48111,True,-4.02611,True,sf,True,0.545,1.45902
22,20,-3.48266,True,-4.01085,True,sf,True,0.52819,1.442119
24,20,-3.48475,True,-3.99915,True,sf,True,0.5144,1.4284
26,20,-3.48758,True,-3.99087,True,sf,True,0.50329,1.417442
28,20,-3.49129,True,-3.98575,True,sf,True,0.49446,1.408793
30,20,-3.49599,True,-3.98343,True,sf,True,0.48744,1.401955
32,20,-3.50168,True,-3.98351,True,sf,True,0.48183,1.396514
34,20,-3.50831,True,-3.98558,True,sf,True,0.47727,1.392107
36,20,-3.51574,True,-3.98927,True,sf,True,0.47353,1.388503
38,20,-3.52381,True,-3.99429,True,sf,True,0.47048,1.38557
40,20,-3.53233,True,-4.00039,True,sf,True,0.46806,1.383248
42,20,-3.54116,True,-4.00739,True,sf,True,0.46623,1.381495
44,20,-3.55025,True,-4.01516,True,sf,True,0.46491,1.380231
46,20,-3.55959,True,-4.0236,True,sf,True,0.46401,1.37937
48,20,-3.56928,True,-4.03263,True,sf,True,0.46335,1.37874
50,20,-3.57944,True,-4.04216,True,sf,True,0.46272,1.378138
52,20,-3.59019,True,-4.0521,True,sf,True,0.46191,1.377364
54,20,-3.60165,True,-4.06237,True,sf,True,0.46072,1.376228
56,20,-3.61385,True,-4.07284,True,sf,True,0.45899,1.374579
58,20,-3.62683,True,-4.0834,True,sf,True,0.45657,1.372275
60,20,-3.64058,True,-4.0939,True,sf,True,0.45332,1.369187
62,20,-3.65513,True,-4.10417,True,sf,True,0.44904,1.365132
64,20,-3.67059,True,-4.11405,True,sf,True,0.44346,1.359862
66,20,-3.6871,True,-4.12331,True,sf,True,0.43621,1.353045
68,20,-3.70483,True,-4.1317,True,sf,True,0.42687,1.344314
70,20,-3.7239,True,-4.13895,True,sf,True,0.41505,1.333345
72,20,-3.74433,True,-4.14477,True,sf,True,0.40044,1.31991
74,20,-3.76604,True,-4.14882,True,sf,True,0.38278,1.303852
76,20,-3.78878,True,-4.1508,True,sf,True,0.36202,1.285224
78,20,-3.81225,True,-4.15042,True,sf,True,0.33817,1.264152
80,20,-3.83606,True,-4.14747,True,sf,True,0.31141,1.24092
82,20,-3.85984,True,-4.14183,True,sf,True,0.28199,1.215871
84,20,-3.88326,True,-4.13351,True,sf,True,0.25025,1.189413
86,20,-3.90604,True,-4.12266,True,sf,True,0.21662,1.162008
88,20,-3.92797,True,-4.10958,True,sf,True,0.18161,1.134149
90,20,-3.9489,True,-4.09464,True,sf,True,0.14574,1.106298
10,22,-3.4842,True,-4.14753,True,sf,True,0.66333,1.583734
12,22,-3.48409,True,-4.1175,True,sf,True,0.63341,1.551227
14,22,-3.48368,True,-4.08935,True,sf,True,0.60567,1.521685
16,22,-3.48315,True,-4.0637,True,sf,True,0.58055,1.495419
18,22,-3.48268,True,-4.04109,True,sf,True,0.55841,1.472645
20,22,-3.48249,True,-4.02192,True,sf,True,0.53943,1.453398
22,22,-3.48283,True,-4.00643,True,sf,True,0.5236,1.437538
24,22,-3.48393,True,-3.99466,True,sf,True,0.51073,1.424771
26,22,-3.48602,True,-3.98646,True,sf,True,0.50044,1.414645
28,22,-3.48925,True,-3.98153,True,sf,True,0.49228,1.406666
30,22,-3.49371,True,-3.97948,True,sf,True,0.48577,1.400333
32,22,-3.49938,True,-3.97985,True,sf,True,0.48047,1.395198
34,22,-3.50615,True,-3.9822,True,sf,True,0.47605,1.39093
36,22,-3.51383,True,-3.98614,True,sf,True,0.47231,1.387329
38,22,-3.52216,True,-3.99134,True,sf,True,0.46918,1.384322
40,22,-3.53088,True,-3.99756,True,sf,True,0.46668,1.381926
42,22,-3.5398,True,-4.00463,True,sf,True,0.46483,1.380155
44,22,-3.54878,True,-4.01243,True,sf,True,0.46365,1.379026
46,22,-3.55781,True,-4.02088,True,sf,True,0.46307,1.378472
48,22,-3.56696,True,-4.02991,True,sf,True,0.46295,1.378357
50,22,-3.57638,True,-4.03946,True,sf,True,0.46308,1.378482
52,22,-3.58627,True,-4.04944,True,sf,True,0.46317,1.378568
54,22,-3.59677,True,-4.05976,True,sf,True,0.46299,1.378396
56,22,-3.60801,True,-4.0703,True,sf,True,0.46229,1.377727
58,22,-3.62008,True,-4.08092,True,sf,True,0.46084,1.376343
60,22,-3.63301,True,-4.09146,True,sf,True,0.45845,1.374065
62,22,-3.64686,True,-4.10172,True,sf,True,0.45486,1.37065
64,22,-3.66174,True,-4.11149,True,sf,True,0.44975,1.365804
66,22,-3.67778,True,-4.12051,True,sf,True,0.44273,1.359174
68,22,-3.69516,True,-4.12851,True,sf,True,0.43335,1.350366
70,22,-3.714,True,-4.13516,True,sf,True,0.42116,1.339004
72,22,-3.73437,True,-4.14015,True,sf,True,0.40578,1.324805
74,22,-3.75619,True,-4.14314,True,sf,True,0.38695,1.307626
76,22,-3.77926,True,-4.14382,True,sf,True,0.36456,1.287489
78,22,-3.80324,True,-4.14192,True,sf,True,0.33868,1.264599
80,22,-3.82777,True,-4.13728,True,sf,True,0.30951,1.239287
82,22,-3.85243,True,-4.12984,True,sf,True,0.27741,1.212017
84,22,-3.87685,True,-4.11971,True,sf,True,0.24286,1.183336
86,22,-3.9007,True,-4.10714,True,sf,True,0.20644,1.153837
88,22,-3.92372,True,-4.0925,True,sf,True,0.16878,1.124107
90,22,-3.94575,True,-4.07628,True,sf,True,0.13053,1.094696
10,24,-3.49571,True,-4.14688,True,sf,True,0.65117,1.570441
12,24,-3.49392,True,-4.11589,True,sf,True,0.62197,1.538975
14,24,-3.49188,True,-4.08687,True,sf,True,0.59499,1.510462
16,24,-3.48978,True,-4.06046,True,sf,True,0.57068,1.485223
18,24,-3.48785,True,-4.03724,True,sf,True,0.54939,1.463467
20,24,-3.48635,True,-4.01763,True,sf,True,0.53128,1.445211
22,24,-3.48557,True,-4.00186,True,sf,True,0.51629,1.430272
24,24,-3.48575,True,-3.98998,True,sf,True,0.50423,1.418366
26,24,-3.48713,True,-3.98182,True,sf,True,0.49469,1.409018
28,24,-3.48987,True,-3.97706,True,sf,True,0.48719,1.401712
30,24,-3.49402,True,-3.97526,True,sf,True,0.48124,1.395943
32,24,-3.49953,True,-3.97593,True,sf,True,0.4764,1.391268
34,24,-3.50624,True,-3.97858,True,sf,True,0.47234,1.387358
36,24,-3.51389,True,-3.98277,True,sf,True,0.46888,1.384035
38,24,-3.52215,True,-3.98817,True,sf,True,0.46602,1.381294
40,24,-3.53072,True,-3.99452,True,sf,True,0.4638,1.37917
42,24,-3.53934,True,-4.00164,True,sf,True,0.4623,1.377737
44,24,-3.54783,True,-4.00944,True,sf,True,0.46161,1.377078
46,24,-3.55617,True,-4.01785,True,sf,True,0.46168,1.377145
48,24,-3.56445,True,-4.02683,True,sf,True,0.46238,1.377813
50,24,-3.57284,True,-4.03632,True,sf,True,0.46348,1.378864
52,24,-3.58159,True,-4.04625,True,sf,True,0.46466,1.379992
54,24,-3.59092,True,-4.05655,True,sf,True,0.46563,1.38092
56,24,-3.60102,True,-4.06707,True,sf,True,0.46605,1.381322
58,24,-3.61202,True,-4.07768,True,sf,True,0.46566,1.380949
60,24,-3.62402,True,-4.08818,True,sf,True,0.46416,1.379514
62,24,-3.6371,True,-4.09834,True,sf,True,0.46124,1.376725
64,24,-3.65134,True,-4.10792,True,sf,True,0.45658,1.372285
66,24,-3.66688,True,-4.11663,True,sf,True,0.44975,1.365804
68,24,-3.68387,True,-4.12414,True,sf,True,0.44027,1.356858
70,24,-3.70245,True,-4.1301,True,sf,True,0.42765,1.345041
72,24,-3.72268,True,-4.13416,True,sf,True,0.41148,1.33005
74,24,-3.74452,True,-4.13597,True,sf,True,0.39145,1.311711
76,24,-3.76778,True,-4.13522,True,sf,True,0.36744,1.290062
78,24,-3.79215,True,-4.13167,True,sf,True,0.33952,1.265336
80,24,-3.81723,True,-4.12521,True,sf,True,0.30798,1.237973
82,24,-3.84261,True,-4.11587,True,sf,True,0.27326,1.208536
84,24,-3.86786,True,-4.10385,True,sf,True,0.23599,1.177715
86,24,-3.89262,True,-4.0895,True,sf,True,0.19688,1.146217
88,24,-3.91659,True,-4.0733,True,sf,True,0.15671,1.114742
90,24,-3.93956,True,-4.05581,True,sf,True,0.11625,1.083914
10,26,-3.50915,True,-4.14654,True,sf,True,0.63739,1.555513
12,26,-3.50574,True,-4.11461,True,sf,True,0.60887,1.525064
14,26,-3.50214,True,-4.08471,True,sf,True,0.58257,1.497515
16,26,-3.49856,True,-4.05751,True,sf,True,0.55895,1.473197
18,26,-3.49528,True,-4.03363,True,sf,True,0.53835,1.452311
20,26,-3.49257,True,-4.01349,True,sf,True,0.52092,1.43487
22,26,-3.49075,True,-3.99737,True,sf,True,0.50662,1.420718
24,26,-3.49008,True,-3.98529,True,sf,True,0.49521,1.409526
26,26,-3.49078,True,-3.97711,True,sf,True,0.48633,1.400877
28,26,-3.49301,True,-3.97246,True,sf,True,0.47945,1.394212
30,26,-3.49679,True,-3.97087,True,sf,True,0.47408,1.389032
32,26,-3.50202,True,-3.97181,True,sf,True,0.46979,1.384908
34,26,-3.50849,True,-3.97475,True,sf,True,0.46626,1.381523
36,26,-3.51588,True,-3.9792,True,sf,True,0.46332,1.378711
38,26,-3.52382,True,-3.98479,True,sf,True,0.46097,1.376467
40,26,-3.53194,True,-3.99125,True,sf,True,0.45931,1.374884
42,26,-3.53995,True,-3.9984,True,sf,True,0.45845,1.374065
44,26,-3.54766,True,-4.00616,True,sf,True,0.4585,1.374112
46,26,-3.55504,True,-4.01447,True,sf,True,0.45943,1.374998
48,26,-3.56219,True,-4.02331,True,sf,True,0.46112,1.37661
50,26,-3.56933,True,-4.03265,True,sf,True,0.46332,1.378711
52,26,-3.57675,True,-4.04244,True,sf,True,0.46569,1.380978
54,26,-3.58473,True,-4.0526,True,sf,True,0.46787,1.383066
56,26,-3.59354,True,-4.06301,True,sf,True,0.46947,1.384601
58,26,-3.60337,True,-4.07349,True,sf,True,0.47012,1.385225
60,26,-3.61435,True,-4.08384,True,sf,True,0.46949,1.38462
62,26,-3.62656,True,-4.09381,True,sf,True,0.46725,1.382472
64,26,-3.6401,True,-4.10311,True,sf,True,0.46301,1.378415
66,26,-3.65506,True,-4.11139,True,sf,True,0.45633,1.372047
68,26,-3.6716,True,-4.11831,True,sf,True,0.44671,1.362929
70,26,-3.68982,True,-4.12348,True,sf,True,0.43366,1.350656
72,26,-3.70981,True,-4.1265,True,sf,True,0.41669,1.334861
74,26,-3.73152,True,-4.12702,True,sf,True,0.3955,1.315399
76,26,-3.7548,True,-4.12472,True,sf,True,0.36992,1.292281
78,26,-3.77935,True,-4.11941,True,sf,True,0.34006,1.265809
80,26,-3.80478,True,-4.11104,True,sf,True,0.30626,1.236498
82,26,-3.83065,True,-4.09972,True,sf,True,0.26907,1.205031
84,26,-3.85652,True,-4.08576,True,sf,True,0.22924,1.172217
86,26,-3.88197,True,-4.06962,True,sf,True,0.18765,1.138907
88,26,-3.90667,True,-4.05189,True,sf,True,0.14522,1.105899
90,26,-3.93037,True,-4.03322,True,sf,True,0.10285,1.073893
10,28,-3.52436,True,-4.14704,True,sf,True,0.62268,1.539733
12,28,-3.5194,True,-4.11417,True,sf,True,0.59477,1.510232
14,28,-3.51432,True,-4.08336,True,sf,True,0.56904,1.483536
16,28,-3.50936,True,-4.05532,True,sf,True,0.54596,1.459992
18,28,-3.50482,True,-4.03068,True,sf,True,0.52586,1.439792
20,28,-3.50101,True,-4.00991,True,sf,True,0.5089,1.422965
22,28,-3.49823,True,-3.9933,True,sf,True,0.49507,1.409389
24,28,-3.49676,True,-3.98092,True,sf,True,0.48416,1.398771
26,28,-3.49682,True,-3.97259,True,sf,True,0.47577,1.39066
28,28,-3.49853,True,-3.96795,True,sf,True,0.46942,1.384553
30,28,-3.50188,True,-3.96651,True,sf,True,0.46463,1.379963
32,28,-3.50673,True,-3.96767,True,sf,True,0.46094,1.376438
34,28,-3.51281,True,-3.97086,True,sf,True,0.45805,1.373684
36,28,-3.51976,True,-3.97554,True,sf,True,0.45578,1.371524
