stimulus_presentation_id,stimulus_block,start_time,stop_time,orientation,spatial_frequency,x_position,y_position,frame,phase,temporal_frequency,stimulus_name,size,color,contrast,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
821,0.0,289.6509,289.90111,45.0,0.08,-30.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,207,,,0,,False,2,test,1
822,0.0,289.90111,290.15132,90.0,0.08,0.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,230,,,0,,False,3,train,2
823,0.0,290.15132,290.40154,0.0,0.08,20.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,22,,,0,,False,3,train,0
824,0.0,290.40154,290.65175,90.0,0.08,30.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,215,,,0,,False,3,train,2
825,0.0,290.65175,290.90196,45.0,0.08,10.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,126,,,0,,False,5,test,1
826,0.0,290.90196,291.15216,45.0,0.08,40.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,38,,,0,,False,3,train,1
827,0.0,291.15216,291.40237,45.0,0.08,40.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,104,,,0,,False,3,train,1
828,0.0,291.40237,291.65258,90.0,0.08,-40.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,196,,,0,,False,3,train,2
829,0.0,291.65258,291.9028,90.0,0.08,-10.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021676,142,,,0,,False,2,test,2
830,0.0,291.9028,292.15301,0.0,0.08,-30.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021676,227,,,0,,False,1,train,0
831,0.0,292.15301,292.40323,45.0,0.08,-30.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021676,82,,,0,,False,3,train,1
832,0.0,292.40323,292.65345,45.0,0.08,0.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021676,18,,,0,,False,2,test,1
833,0.0,292.65345,292.90365,0.0,0.08,40.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020074,134,,,0,,False,3,train,0
834,0.0,292.90365,293.15385,90.0,0.08,-10.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020074,137,,,0,,False,2,test,2
835,0.0,293.15385,293.40405,90.0,0.08,40.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020074,78,,,0,,False,3,train,2
836,0.0,293.40405,293.65425,45.0,0.08,30.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020074,39,,,0,,False,4,train,1
837,0.0,293.65425,293.90446,90.0,0.08,40.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,76,,,0,,False,4,train,2
838,0.0,293.90446,294.15467,0.0,0.08,20.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,44,,,0,,False,3,train,0
839,0.0,294.15467,294.40489,0.0,0.08,20.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,50,,,0,,False,4,train,0
840,0.0,294.40489,294.6551,0.0,0.08,-10.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,234,,,0,,False,1,train,0
841,0.0,294.6551,294.9053,45.0,0.08,-30.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,233,,,0,,False,1,train,1
842,0.0,294.9053,295.1555,90.0,0.08,0.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,173,,,0,,False,4,train,2
843,0.0,295.1555,295.40571,0.0,0.08,-10.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,234,,,0,,False,2,test,0
844,0.0,295.40571,295.65591,45.0,0.08,0.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,32,,,0,,False,7,train,1
845,0.0,295.65591,295.90613,45.0,0.08,10.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,74,,,0,,False,3,train,1
846,0.0,295.90613,296.15634,45.0,0.08,-20.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,107,,,0,,False,2,test,1
847,0.0,296.15634,296.40655,45.0,0.08,0.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,195,,,0,,False,1,train,1
848,0.0,296.40655,296.65677,0.0,0.08,-10.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,139,,,0,,False,1,train,0
849,0.0,296.65677,296.90697,45.0,0.08,30.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020574,103,,,0,,False,5,test,1
850,0.0,296.90697,297.15718,90.0,0.08,40.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020574,76,,,0,,False,5,test,2
851,0.0,297.15718,297.40739,45.0,0.08,-20.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020574,34,,,0,,False,4,train,1
852,0.0,297.40739,297.65759,45.0,0.08,0.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020574,195,,,0,,False,2,test,1
853,0.0,297.65759,297.9078,0.0,0.08,40.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,95,,,0,,False,2,test,0
854,0.0,297.9078,298.15801,45.0,0.08,-10.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,63,,,0,,False,5,test,1
855,0.0,298.15801,298.40822,45.0,0.08,40.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,121,,,0,,False,6,train,1
856,0.0,298.40822,298.65843,0.0,0.08,10.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,211,,,0,,False,2,test,0
857,0.0,298.65843,298.90864,45.0,0.08,-20.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021074,213,,,0,,False,1,train,1
858,0.0,298.90864,299.15885,90.0,0.08,20.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021074,157,,,0,,False,2,test,2
859,0.0,299.15885,299.40906,90.0,0.08,20.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021074,160,,,0,,False,4,train,2
860,0.0,299.40906,299.65927,45.0,0.08,-30.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021074,82,,,0,,False,4,train,1
861,0.0,299.65927,299.90948,0.0,0.08,40.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,95,,,0,,False,3,train,0
862,0.0,299.90948,300.15969,90.0,0.08,-30.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,61,,,0,,False,3,train,2
863,0.0,300.15969,300.4099,0.0,0.08,-20.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,54,,,0,,False,2,test,0
864,0.0,300.4099,300.66011,0.0,0.08,30.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,194,,,0,,False,3,train,0
865,0.0,300.66011,300.91032,0.0,0.08,20.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,166,,,0,,False,3,train,0
866,0.0,300.91032,301.16052,0.0,0.08,20.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,238,,,0,,False,0,train,0
867,0.0,301.16052,301.41073,45.0,0.08,40.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,117,,,0,,False,5,test,1
868,0.0,301.41073,301.66094,0.0,0.08,-30.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,192,,,0,,False,2,test,0
869,0.0,301.66094,301.91116,90.0,0.08,-30.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,86,,,0,,False,4,train,2
870,0.0,301.91116,302.16137,0.0,0.08,40.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,100,,,0,,False,3,train,0
871,0.0,302.16137,302.41158,45.0,0.08,-30.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,233,,,0,,False,2,test,1
872,0.0,302.41158,302.6618,90.0,0.08,30.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,113,,,0,,False,4,train,2
873,0.0,302.6618,302.912,0.0,0.08,-30.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,227,,,0,,False,2,test,0
874,0.0,302.912,303.1622,90.0,0.08,-20.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,162,,,0,,False,4,train,2
875,0.0,303.1622,303.41241,0.0,0.08,-30.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,226,,,0,,False,1,train,0
876,0.0,303.41241,303.66261,0.0,0.08,-40.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,106,,,0,,False,3,train,0
877,0.0,303.66261,303.91283,90.0,0.08,30.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,113,,,0,,False,5,test,2
878,0.0,303.91283,304.16304,45.0,0.08,-10.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,48,,,0,,False,5,test,1
879,0.0,304.16304,304.41325,0.0,0.08,-40.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,14,,,0,,False,5,test,0
880,0.0,304.41325,304.66347,0.0,0.08,-30.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,150,,,0,,False,3,train,0
881,0.0,304.66347,304.91367,90.0,0.08,-40.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,56,,,0,,False,3,train,2
882,0.0,304.91367,305.16387,45.0,0.08,30.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,199,,,0,,False,2,test,1
883,0.0,305.16387,305.41408,90.0,0.08,-10.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,133,,,0,,False,3,train,2
884,0.0,305.41408,305.66428,45.0,0.08,-40.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,208,,,0,,False,2,test,1
885,0.0,305.66428,305.91449,0.0,0.08,40.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,206,,,0,,False,3,train,0
886,0.0,305.91449,306.1647,45.0,0.08,10.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,126,,,0,,False,6,train,1
887,0.0,306.1647,306.41492,90.0,0.08,0.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,49,,,0,,False,3,train,2
888,0.0,306.41492,306.66513,0.0,0.08,-40.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,13,,,0,,False,4,train,0
889,0.0,306.66513,306.91534,90.0,0.08,-10.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,27,,,0,,False,3,train,2
890,0.0,306.91534,307.16554,90.0,0.08,-10.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,156,,,0,,False,5,test,2
891,0.0,307.16554,307.41575,45.0,0.08,40.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,181,,,0,,False,3,train,1
892,0.0,307.41575,307.66596,0.0,0.08,-40.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,129,,,0,,False,4,train,0
893,0.0,307.66596,307.91618,90.0,0.08,-30.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,86,,,0,,False,5,test,2
894,0.0,307.91618,308.16639,0.0,0.08,10.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,132,,,0,,False,3,train,0
895,0.0,308.16639,308.4166,45.0,0.08,-30.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,212,,,0,,False,1,train,1
896,0.0,308.4166,308.66682,45.0,0.08,-20.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,235,,,0,,False,2,test,1
897,0.0,308.66682,308.91702,45.0,0.08,20.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,183,,,0,,False,1,train,1
898,0.0,308.91702,309.16722,0.0,0.08,40.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,100,,,0,,False,4,train,0
899,0.0,309.16722,309.41743,45.0,0.08,30.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,199,,,0,,False,3,train,1
900,0.0,309.41743,309.66763,90.0,0.08,-40.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,190,,,0,,False,3,train,2
901,0.0,309.66763,309.91785,0.0,0.08,10.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,211,,,0,,False,3,train,0
902,0.0,309.91785,310.16806,90.0,0.08,-40.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,190,,,0,,False,4,train,2
903,0.0,310.16806,310.41827,45.0,0.08,-20.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,235,,,0,,False,3,train,1
904,0.0,310.41827,310.66849,45.0,0.08,-10.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,178,,,0,,False,3,train,1
905,0.0,310.66849,310.91869,45.0,0.08,0.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,225,,,0,,False,1,train,1
906,0.0,310.91869,311.16889,45.0,0.08,0.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,7,,,0,,False,7,train,1
907,0.0,311.16889,311.4191,90.0,0.08,0.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,155,,,0,,False,3,train,2
908,0.0,311.4191,311.6693,0.0,0.08,-10.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,37,,,0,,False,2,test,0
909,0.0,311.6693,311.91952,45.0,0.08,0.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021676,195,,,0,,False,3,train,1
910,0.0,311.91952,312.16973,90.0,0.08,40.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021676,75,,,0,,False,4,train,2
911,0.0,312.16973,312.41995,45.0,0.08,-20.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021676,120,,,0,,False,4,train,1
912,0.0,312.41995,312.67017,45.0,0.08,20.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021676,143,,,0,,False,2,test,1
913,0.0,312.67017,312.92037,90.0,0.08,20.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020074,188,,,0,,False,1,train,2
914,0.0,312.92037,313.17057,90.0,0.08,10.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020074,220,,,0,,False,3,train,2
915,0.0,313.17057,313.42077,45.0,0.08,0.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020074,7,,,0,,False,8,test,1
916,0.0,313.42077,313.67097,45.0,0.08,40.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020074,38,,,0,,False,4,train,1
917,0.0,313.67097,313.92118,90.0,0.08,10.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,219,,,0,,False,2,test,2
918,0.0,313.92118,314.17139,45.0,0.08,30.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,47,,,0,,False,3,train,1
919,0.0,314.17139,314.42161,45.0,0.08,20.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,229,,,0,,False,4,train,1
920,0.0,314.42161,314.67182,90.0,0.08,-40.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,45,,,0,,False,4,train,2
921,0.0,314.67182,314.92203,0.0,0.08,-20.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,15,,,0,,False,2,test,0
922,0.0,314.92203,315.17223,45.0,0.08,20.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,183,,,0,,False,2,test,1
923,0.0,315.17223,315.42244,0.0,0.08,-20.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,239,,,0,,False,0,train,0
924,0.0,315.42244,315.67265,90.0,0.08,0.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,155,,,0,,False,4,train,2
925,0.0,315.67265,315.92286,90.0,0.08,-40.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,115,,,0,,False,7,train,2
926,0.0,315.92286,316.17307,90.0,0.08,30.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,21,,,0,,False,4,train,2
927,0.0,316.17307,316.42329,90.0,0.08,20.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,33,,,0,,False,7,train,2
928,0.0,316.42329,316.6735,90.0,0.08,-10.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,137,,,0,,False,3,train,2
929,0.0,316.6735,316.9237,90.0,0.08,10.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020574,237,,,0,,False,1,train,2
930,0.0,316.9237,317.17391,90.0,0.08,-20.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020574,161,,,0,,False,3,train,2
931,0.0,317.17391,317.42412,90.0,0.08,-20.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020574,124,,,0,,False,2,test,2
932,0.0,317.42412,317.67432,0.0,0.08,-30.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020574,226,,,0,,False,2,test,0
933,0.0,317.67432,317.92453,90.0,0.08,20.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,33,,,0,,False,8,test,2
934,0.0,317.92453,318.17474,0.0,0.08,30.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,194,,,0,,False,4,train,0
935,0.0,318.17474,318.42496,0.0,0.08,40.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,164,,,0,,False,3,train,0
936,0.0,318.42496,318.67517,90.0,0.08,-40.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,65,,,0,,False,3,train,2
937,0.0,318.67517,318.92538,90.0,0.08,20.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,157,,,0,,False,3,train,2
938,0.0,318.92538,319.17558,90.0,0.08,-40.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,196,,,0,,False,4,train,2
939,0.0,319.17558,319.42579,0.0,0.08,20.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,44,,,0,,False,4,train,0
940,0.0,319.42579,319.676,0.0,0.08,-10.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,131,,,0,,False,4,train,0
941,0.0,319.676,319.92622,0.0,0.08,30.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021926,194,,,0,,False,5,test,0
942,0.0,319.92622,320.17644,90.0,0.08,-40.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021926,189,,,0,,False,6,train,2
943,0.0,320.17644,320.42666,45.0,0.08,20.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021926,146,,,0,,False,4,train,1
944,0.0,320.42666,320.67688,45.0,0.08,30.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021926,39,,,0,,False,5,test,1
945,0.0,320.67688,320.92708,0.0,0.08,-10.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25019824,187,,,0,,False,3,train,0
946,0.0,320.92708,321.17727,0.0,0.08,20.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25019824,22,,,0,,False,4,train,0
947,0.0,321.17727,321.42747,45.0,0.08,-40.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25019824,92,,,0,,False,4,train,1
948,0.0,321.42747,321.67767,45.0,0.08,-40.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25019824,16,,,0,,False,6,train,1
949,0.0,321.67767,321.92789,0.0,0.08,-20.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,239,,,0,,False,1,train,0
950,0.0,321.92789,322.1781,90.0,0.08,-20.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,162,,,0,,False,5,test,2
951,0.0,322.1781,322.42831,90.0,0.08,-10.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,156,,,0,,False,6,train,2
952,0.0,322.42831,322.67853,0.0,0.08,-20.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,54,,,0,,False,3,train,0
953,0.0,322.67853,322.92873,90.0,0.08,30.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020074,204,,,0,,False,5,test,2
954,0.0,322.92873,323.17893,90.0,0.08,20.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020074,180,,,0,,False,4,train,2
955,0.0,323.17893,323.42913,90.0,0.08,-30.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020074,96,,,0,,False,2,test,2
956,0.0,323.42913,323.67933,90.0,0.08,-10.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020074,137,,,0,,False,4,train,2
957,0.0,323.67933,323.92955,0.0,0.08,30.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021926,64,,,0,,False,5,test,0
958,0.0,323.92955,324.17977,0.0,0.08,30.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021926,194,,,0,,False,6,train,0
