stimulus_presentation_id,stimulus_block,start_time,stop_time,spatial_frequency,temporal_frequency,phase,frame,y_position,contrast,size,orientation,color,x_position,stimulus_name,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1764,0.0,525.85477,526.10498,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25020558,216,,,0,,False,7,train,0
1765,0.0,526.10498,526.35518,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25020442,229,,,0,,False,6,train,2
1766,0.0,526.35518,526.60539,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25020442,58,,,0,,False,8,test,1
1767,0.0,526.60539,526.85559,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25020442,122,,,0,,False,5,test,1
1768,0.0,526.85559,527.10579,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25020442,234,,,0,,False,7,train,2
1769,0.0,527.10579,527.35601,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25021558,138,,,0,,False,5,test,0
1770,0.0,527.35601,527.60623,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25021558,40,,,0,,False,9,train,2
1771,0.0,527.60623,527.85644,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25021558,82,,,0,,False,7,train,2
1772,0.0,527.85644,528.10666,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25021558,124,,,0,,False,6,train,0
1773,0.0,528.10666,528.35687,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25020942,185,,,0,,False,6,train,2
1774,0.0,528.35687,528.60708,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25020942,216,,,0,,False,8,test,0
1775,0.0,528.60708,528.85728,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25020942,148,,,0,,False,8,test,1
1776,0.0,528.85728,529.10749,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25020942,212,,,0,,False,4,train,0
1777,0.0,529.10749,529.3577,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25020558,115,,,0,,False,8,test,2
1778,0.0,529.3577,529.60791,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25020558,221,,,0,,False,6,train,1
1779,0.0,529.60791,529.85811,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25020558,240,,,0,,False,5,test,2
1780,0.0,529.85811,530.10832,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25020558,86,,,0,,False,11,test,1
1781,0.0,530.10832,530.35853,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25021442,64,,,0,,False,5,test,0
1782,0.0,530.35853,530.60875,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25021442,170,,,0,,False,6,train,0
1783,0.0,530.60875,530.85896,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25021442,114,,,0,,False,6,train,0
1784,0.0,530.85896,531.10917,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25021442,179,,,0,,False,5,test,1
1785,0.0,531.10917,531.35938,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25020308,2,,,0,,False,6,train,0
1786,0.0,531.35938,531.60958,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25020308,154,,,0,,False,2,test,0
1787,0.0,531.60958,531.85978,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25020308,65,,,0,,False,8,test,2
1788,0.0,531.85978,532.10999,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25020308,137,,,0,,False,6,train,2
1789,0.0,532.10999,532.36019,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25020692,181,,,0,,False,9,train,1
1790,0.0,532.36019,532.6104,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25020692,64,,,0,,False,6,train,0
1791,0.0,532.6104,532.86061,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,-30.0,gabors,0.25020692,63,,,0,,False,9,train,0
1792,0.0,532.86061,533.11081,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25020692,124,,,0,,False,7,train,0
1793,0.0,533.11081,533.36103,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25021308,221,,,0,,False,7,train,1
1794,0.0,533.36103,533.61124,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25021308,121,,,0,,False,6,train,2
1795,0.0,533.61124,533.86145,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,0.0,gabors,0.25021308,176,,,0,,False,9,train,2
1796,0.0,533.86145,534.11167,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25021308,154,,,0,,False,3,train,0
1797,0.0,534.11167,534.36188,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25021442,109,,,0,,False,8,test,2
1798,0.0,534.36188,534.6121,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25021442,133,,,0,,False,5,test,1
1799,0.0,534.6121,534.86231,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",45.0,null,-30.0,gabors,0.25021442,52,,,0,,False,5,test,1
1800,0.0,534.86231,535.11252,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25021442,189,,,0,,False,8,test,0
1801,0.0,535.11252,535.36272,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25020058,165,,,0,,False,10,train,2
1802,0.0,535.36272,535.61293,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25020058,193,,,0,,False,7,train,1
1803,0.0,535.61293,535.86313,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25020058,34,,,0,,False,6,train,2
1804,0.0,535.86313,536.11333,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25020058,154,,,0,,False,4,train,0
1805,0.0,536.11333,536.36354,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25021442,188,,,0,,False,5,test,0
1806,0.0,536.36354,536.61376,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25021442,56,,,0,,False,7,train,0
1807,0.0,536.61376,536.86397,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25021442,139,,,0,,False,8,test,2
1808,0.0,536.86397,537.11418,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25021442,132,,,0,,False,7,train,2
1809,0.0,537.11418,537.36439,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25020808,1,,,0,,False,8,test,1
1810,0.0,537.36439,537.6146,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,-30.0,gabors,0.25020808,145,,,0,,False,11,test,0
1811,0.0,537.6146,537.86481,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25020808,9,,,0,,False,2,test,0
1812,0.0,537.86481,538.11502,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25020808,15,,,0,,False,10,train,1
1813,0.0,538.11502,538.36523,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25021192,142,,,0,,False,8,test,2
1814,0.0,538.36523,538.61544,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25021192,61,,,0,,False,8,test,0
1815,0.0,538.61544,538.86565,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25021192,217,,,0,,False,6,train,1
1816,0.0,538.86565,539.11586,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25021192,132,,,0,,False,8,test,2
1817,0.0,539.11586,539.36607,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25020308,16,,,0,,False,7,train,1
1818,0.0,539.36607,539.61627,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25020308,118,,,0,,False,9,train,1
1819,0.0,539.61627,539.86647,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25020308,112,,,0,,False,6,train,0
1820,0.0,539.86647,540.11668,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25020308,53,,,0,,False,7,train,2
1821,0.0,540.11668,540.36689,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25021692,73,,,0,,False,9,train,1
1822,0.0,540.36689,540.61711,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25021692,189,,,0,,False,9,train,0
1823,0.0,540.61711,540.86733,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25021692,138,,,0,,False,6,train,0
1824,0.0,540.86733,541.11754,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25021692,91,,,0,,False,7,train,0
1825,0.0,541.11754,541.36775,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25020308,51,,,0,,False,5,test,2
1826,0.0,541.36775,541.61795,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25020308,228,,,0,,False,10,train,2
1827,0.0,541.61795,541.86815,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25020308,11,,,0,,False,7,train,0
1828,0.0,541.86815,542.11836,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25020308,137,,,0,,False,7,train,2
1829,0.0,542.11836,542.36857,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25021192,142,,,0,,False,9,train,2
1830,0.0,542.36857,542.61878,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,-30.0,gabors,0.25021192,199,,,0,,False,5,test,1
1831,0.0,542.61878,542.86899,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,-30.0,gabors,0.25021192,80,,,0,,False,4,train,0
1832,0.0,542.86899,543.1192,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25021192,89,,,0,,False,5,test,2
1833,0.0,543.1192,543.36941,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25020558,26,,,0,,False,11,test,1
1834,0.0,543.36941,543.61962,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25020558,167,,,0,,False,4,train,1
1835,0.0,543.61962,543.86982,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25020558,212,,,0,,False,5,test,0
1836,0.0,543.86982,544.12003,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,-30.0,gabors,0.25020558,199,,,0,,False,6,train,1
1837,0.0,544.12003,544.37024,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25021192,147,,,0,,False,6,train,1
1838,0.0,544.37024,544.62045,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25021192,205,,,0,,False,6,train,1
1839,0.0,544.62045,544.87066,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25021192,156,,,0,,False,7,train,1
1840,0.0,544.87066,545.12087,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25021192,142,,,0,,False,10,train,2
1841,0.0,545.12087,545.37108,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25020808,146,,,0,,False,12,train,0
1842,0.0,545.37108,545.62129,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25020808,44,,,0,,False,6,train,0
1843,0.0,545.62129,545.8715,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25020808,79,,,0,,False,8,test,2
1844,0.0,545.8715,546.12171,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25020808,34,,,0,,False,7,train,2
1845,0.0,546.12171,546.37192,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25021692,216,,,0,,False,9,train,0
1846,0.0,546.37192,546.62214,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25021692,94,,,0,,False,9,train,2
1847,0.0,546.62214,546.87236,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25021692,229,,,0,,False,7,train,2
1848,0.0,546.87236,547.12257,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25021692,157,,,0,,False,6,train,0
1849,0.0,547.12257,547.37277,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25019808,138,,,0,,False,7,train,0
1850,0.0,547.37277,547.62297,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25019808,97,,,0,,False,12,train,2
1851,0.0,547.62297,547.87317,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25019808,116,,,0,,False,5,test,1
1852,0.0,547.87317,548.12337,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,-30.0,gabors,0.25019808,19,,,0,,False,10,train,1
1853,0.0,548.12337,548.37359,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25021942,137,,,0,,False,8,test,2
1854,0.0,548.37359,548.62381,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,-30.0,gabors,0.25021942,93,,,0,,False,6,train,0
1855,0.0,548.62381,548.87402,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25021942,167,,,0,,False,5,test,1
1856,0.0,548.87402,549.12424,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25021942,50,,,0,,False,7,train,0
1857,0.0,549.12424,549.37444,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,0.0,gabors,0.25019558,43,,,0,,False,6,train,2
1858,0.0,549.37444,549.62464,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25019558,57,,,0,,False,7,train,2
1859,0.0,549.62464,549.87483,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25019558,4,,,0,,False,6,train,0
1860,0.0,549.87483,550.12503,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25019558,112,,,0,,False,7,train,0
1861,0.0,550.12503,550.37524,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25021692,12,,,0,,False,7,train,2
1862,0.0,550.37524,550.62546,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25021692,233,,,0,,False,4,train,0
1863,0.0,550.62546,550.87568,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25021692,91,,,0,,False,8,test,0
1864,0.0,550.87568,551.12589,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25021692,225,,,0,,False,5,test,2
1865,0.0,551.12589,551.3761,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25020558,237,,,0,,False,4,train,0
1866,0.0,551.3761,551.62631,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25020558,68,,,0,,False,5,test,2
1867,0.0,551.62631,551.87651,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25020558,233,,,0,,False,5,test,0
1868,0.0,551.87651,552.12672,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25020558,102,,,0,,False,8,test,2
1869,0.0,552.12672,552.37692,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25020442,104,,,0,,False,7,train,2
1870,0.0,552.37692,552.62713,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25020442,204,,,0,,False,10,train,2
1871,0.0,552.62713,552.87733,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,-30.0,gabors,0.25020442,183,,,0,,False,6,train,0
1872,0.0,552.87733,553.12753,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25020442,15,,,0,,False,11,test,1
1873,0.0,553.12753,553.37774,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25021058,226,,,0,,False,3,train,0
1874,0.0,553.37774,553.62796,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25021058,20,,,0,,False,8,test,2
1875,0.0,553.62796,553.87817,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25021058,92,,,0,,False,6,train,0
1876,0.0,553.87817,554.12838,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25021058,167,,,0,,False,6,train,1
1877,0.0,554.12838,554.37859,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25021192,124,,,0,,False,8,test,0
1878,0.0,554.37859,554.6288,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25021192,3,,,0,,False,7,train,2
1879,0.0,554.6288,554.87901,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,-30.0,gabors,0.25021192,88,,,0,,False,8,test,1
1880,0.0,554.87901,555.12922,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25021192,94,,,0,,False,10,train,2
1881,0.0,555.12922,555.37943,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25020808,219,,,0,,False,9,train,1
1882,0.0,555.37943,555.62964,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25020808,56,,,0,,False,8,test,0
1883,0.0,555.62964,555.87985,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25020808,109,,,0,,False,9,train,2
1884,0.0,555.87985,556.13006,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25020808,203,,,0,,False,6,train,1
1885,0.0,556.13006,556.38027,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25021192,30,,,0,,False,8,test,2
1886,0.0,556.38027,556.63048,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25021192,108,,,0,,False,8,test,0
1887,0.0,556.63048,556.88069,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25021192,179,,,0,,False,6,train,1
1888,0.0,556.88069,557.1309,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25021192,12,,,0,,False,8,test,2
1889,0.0,557.1309,557.38111,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25020808,226,,,0,,False,4,train,0
1890,0.0,557.38111,557.63132,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,-30.0,gabors,0.25020808,183,,,0,,False,7,train,0
1891,0.0,557.63132,557.88153,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25020808,154,,,0,,False,5,test,0
1892,0.0,557.88153,558.13174,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25020808,167,,,0,,False,7,train,1
1893,0.0,558.13174,558.38195,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25021192,123,,,0,,False,9,train,2
1894,0.0,558.38195,558.63216,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25021192,50,,,0,,False,8,test,0
1895,0.0,558.63216,558.88237,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25021192,154,,,0,,False,6,train,0
1896,0.0,558.88237,559.13258,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25021192,24,,,0,,False,5,test,2
1897,0.0,559.13258,559.38279,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25020558,192,,,0,,False,7,train,1
1898,0.0,559.38279,559.633,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25020558,125,,,0,,False,5,test,0
1899,0.0,559.633,559.8832,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25020558,236,,,0,,False,3,train,2
1900,0.0,559.8832,560.13341,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25020558,203,,,0,,False,7,train,1
