stimulus_presentation_id,stimulus_block,start_time,stop_time,spatial_frequency,temporal_frequency,phase,frame,y_position,contrast,size,orientation,color,x_position,stimulus_name,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
631,0.0,242.36803,242.61825,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25022192,1,,,0,,False,3,train,1
632,0.0,242.61825,242.86847,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25022192,33,,,0,,False,2,test,0
633,0.0,242.86847,243.11867,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25019558,73,,,0,,False,5,test,1
634,0.0,243.11867,243.36887,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25019558,228,,,0,,False,1,train,2
635,0.0,243.36887,243.61906,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25019558,229,,,0,,False,0,train,2
636,0.0,243.61906,243.86926,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25019558,147,,,0,,False,3,train,1
637,0.0,243.86926,244.11947,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25021442,41,,,0,,False,2,test,2
638,0.0,244.11947,244.36969,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25021442,120,,,0,,False,2,test,2
639,0.0,244.36969,244.6199,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25021442,98,,,0,,False,3,train,1
640,0.0,244.6199,244.87011,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25021442,119,,,0,,False,4,train,1
641,0.0,244.87011,245.12032,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25020808,106,,,0,,False,1,train,0
642,0.0,245.12032,245.37053,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25020808,115,,,0,,False,2,test,2
643,0.0,245.37053,245.62074,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25020808,162,,,0,,False,2,test,1
644,0.0,245.62074,245.87095,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,-30.0,gabors,0.25020808,173,,,0,,False,3,train,1
645,0.0,245.87095,246.12116,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,-30.0,gabors,0.25021442,10,,,0,,False,5,test,1
646,0.0,246.12116,246.37138,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25021442,203,,,0,,False,2,test,1
647,0.0,246.37138,246.62159,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25021442,97,,,0,,False,5,test,2
648,0.0,246.62159,246.8718,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25021442,44,,,0,,False,2,test,0
649,0.0,246.8718,247.122,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25020058,48,,,0,,False,2,test,1
650,0.0,247.122,247.37221,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25020058,124,,,0,,False,4,train,0
651,0.0,247.37221,247.62241,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25020058,7,,,0,,False,3,train,0
652,0.0,247.62241,247.87261,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25020058,55,,,0,,False,3,train,2
653,0.0,247.87261,248.12282,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25021442,214,,,0,,False,2,test,1
654,0.0,248.12282,248.37304,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25021442,184,,,0,,False,1,train,0
655,0.0,248.37304,248.62325,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25021442,35,,,0,,False,1,train,0
656,0.0,248.62325,248.87346,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25021442,230,,,0,,False,0,train,0
657,0.0,248.87346,249.12366,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25020058,61,,,0,,False,3,train,0
658,0.0,249.12366,249.37387,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25020058,38,,,0,,False,6,train,0
659,0.0,249.37387,249.62407,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25020058,31,,,0,,False,2,test,2
660,0.0,249.62407,249.87427,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25020058,231,,,0,,False,0,train,1
661,0.0,249.87427,250.12448,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25021442,232,,,0,,False,0,train,0
662,0.0,250.12448,250.3747,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25021442,73,,,0,,False,6,train,1
663,0.0,250.3747,250.62491,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25021442,28,,,0,,False,6,train,1
664,0.0,250.62491,250.87512,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25021442,160,,,0,,False,5,test,1
665,0.0,250.87512,251.12533,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25020558,182,,,0,,False,3,train,0
666,0.0,251.12533,251.37554,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25020558,165,,,0,,False,2,test,2
667,0.0,251.37554,251.62574,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25020558,182,,,0,,False,4,train,0
668,0.0,251.62574,251.87595,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25020558,164,,,0,,False,3,train,0
669,0.0,251.87595,252.12616,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25021692,165,,,0,,False,3,train,2
670,0.0,252.12616,252.37638,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,0.0,gabors,0.25021692,211,,,0,,False,2,test,2
671,0.0,252.37638,252.6266,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25021692,186,,,0,,False,3,train,1
672,0.0,252.6266,252.87681,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25021692,159,,,0,,False,2,test,1
673,0.0,252.87681,253.12701,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25019808,130,,,0,,False,4,train,2
674,0.0,253.12701,253.37721,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25019808,2,,,0,,False,2,test,0
675,0.0,253.37721,253.62741,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25019808,76,,,0,,False,5,test,1
676,0.0,253.62741,253.87761,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25019808,81,,,0,,False,3,train,0
677,0.0,253.87761,254.12783,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25021942,233,,,0,,False,0,train,0
678,0.0,254.12783,254.37805,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25021942,108,,,0,,False,3,train,0
679,0.0,254.37805,254.62826,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25021942,50,,,0,,False,5,test,0
680,0.0,254.62826,254.87848,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25021942,156,,,0,,False,2,test,1
681,0.0,254.87848,255.12868,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25019808,119,,,0,,False,5,test,1
682,0.0,255.12868,255.37888,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25019808,185,,,0,,False,2,test,2
683,0.0,255.37888,255.62908,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25019808,82,,,0,,False,4,train,2
684,0.0,255.62908,255.87928,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25019808,157,,,0,,False,2,test,0
685,0.0,255.87928,256.12949,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25021442,234,,,0,,False,0,train,2
686,0.0,256.12949,256.37971,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25021442,41,,,0,,False,3,train,2
687,0.0,256.37971,256.62992,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25021442,33,,,0,,False,3,train,0
688,0.0,256.62992,256.88013,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25021442,105,,,0,,False,3,train,2
689,0.0,256.88013,257.13034,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25020808,70,,,0,,False,2,test,0
690,0.0,257.13034,257.38055,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25020808,35,,,0,,False,2,test,0
691,0.0,257.38055,257.63076,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25020808,25,,,0,,False,2,test,0
692,0.0,257.63076,257.88097,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25020808,214,,,0,,False,3,train,1
693,0.0,257.88097,258.13118,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25021192,165,,,0,,False,4,train,2
694,0.0,258.13118,258.38139,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25021192,136,,,0,,False,2,test,1
695,0.0,258.38139,258.6316,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25021192,33,,,0,,False,4,train,0
696,0.0,258.6316,258.88181,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25021192,210,,,0,,False,3,train,2
697,0.0,258.88181,259.13202,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25020558,92,,,0,,False,1,train,0
698,0.0,259.13202,259.38223,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25020558,26,,,0,,False,4,train,1
699,0.0,259.38223,259.63243,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25020558,112,,,0,,False,2,test,0
700,0.0,259.63243,259.88264,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25020558,87,,,0,,False,2,test,2
701,0.0,259.88264,260.13285,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25021192,57,,,0,,False,2,test,2
702,0.0,260.13285,260.38306,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25021192,74,,,0,,False,4,train,1
703,0.0,260.38306,260.63327,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25021192,150,,,0,,False,6,train,0
704,0.0,260.63327,260.88348,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25021192,235,,,0,,False,0,train,1
705,0.0,260.88348,261.13369,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25020808,42,,,0,,False,5,test,0
706,0.0,261.13369,261.3839,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,-30.0,gabors,0.25020808,194,,,0,,False,1,train,1
707,0.0,261.3839,261.63411,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25020808,85,,,0,,False,3,train,0
708,0.0,261.63411,261.88432,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,-30.0,gabors,0.25020808,173,,,0,,False,4,train,1
709,0.0,261.88432,262.13453,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25020942,79,,,0,,False,3,train,2
710,0.0,262.13453,262.38474,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25020942,184,,,0,,False,2,test,0
711,0.0,262.38474,262.63494,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25020942,236,,,0,,False,0,train,2
712,0.0,262.63494,262.88515,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25020942,208,,,0,,False,2,test,0
713,0.0,262.88515,263.13536,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,0.0,gabors,0.25020558,176,,,0,,False,2,test,2
714,0.0,263.13536,263.38557,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25020558,219,,,0,,False,1,train,1
715,0.0,263.38557,263.63577,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25020558,216,,,0,,False,2,test,0
716,0.0,263.63577,263.88598,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25020558,5,,,0,,False,6,train,1
717,0.0,263.88598,264.13619,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25021692,34,,,0,,False,2,test,2
718,0.0,264.13619,264.38641,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,-30.0,gabors,0.25021692,80,,,0,,False,1,train,0
719,0.0,264.38641,264.63663,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25021692,118,,,0,,False,2,test,1
720,0.0,264.63663,264.88684,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25021692,3,,,0,,False,2,test,2
721,0.0,264.88684,265.13704,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25020058,232,,,0,,False,1,train,0
722,0.0,265.13704,265.38725,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25020058,141,,,0,,False,3,train,1
723,0.0,265.38725,265.63745,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25020058,67,,,0,,False,2,test,1
724,0.0,265.63745,265.88765,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25020058,208,,,0,,False,3,train,0
725,0.0,265.88765,266.13786,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25021692,197,,,0,,False,2,test,2
726,0.0,266.13786,266.38808,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,0.0,gabors,0.25021692,198,,,0,,False,3,train,2
727,0.0,266.38808,266.6383,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25021692,94,,,0,,False,4,train,2
728,0.0,266.6383,266.88851,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25021692,133,,,0,,False,2,test,1
729,0.0,266.88851,267.13872,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25020308,2,,,0,,False,3,train,0
730,0.0,267.13872,267.38892,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25020308,210,,,0,,False,4,train,2
731,0.0,267.38892,267.63912,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25020308,191,,,0,,False,3,train,1
732,0.0,267.63912,267.88933,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,-30.0,gabors,0.25020308,155,,,0,,False,2,test,1
733,0.0,267.88933,268.13954,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25021192,101,,,0,,False,2,test,0
734,0.0,268.13954,268.38975,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25021192,129,,,0,,False,3,train,0
735,0.0,268.38975,268.63996,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25021192,47,,,0,,False,3,train,1
736,0.0,268.63996,268.89017,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25021192,108,,,0,,False,4,train,0
737,0.0,268.89017,269.14038,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25020558,139,,,0,,False,3,train,2
738,0.0,269.14038,269.39059,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25020558,27,,,0,,False,1,train,1
739,0.0,269.39059,269.64079,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25020558,66,,,0,,False,6,train,2
740,0.0,269.64079,269.891,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,-30.0,gabors,0.25020558,145,,,0,,False,1,train,0
741,0.0,269.891,270.14121,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25020942,120,,,0,,False,3,train,2
742,0.0,270.14121,270.39142,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25020942,9,,,0,,False,1,train,0
743,0.0,270.39142,270.64162,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25020942,71,,,0,,False,4,train,0
744,0.0,270.64162,270.89183,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25020942,170,,,0,,False,3,train,0
745,0.0,270.89183,271.14204,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,-30.0,gabors,0.25020558,145,,,0,,False,2,test,0
746,0.0,271.14204,271.39225,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25020558,97,,,0,,False,6,train,2
747,0.0,271.39225,271.64245,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25020558,219,,,0,,False,2,test,1
748,0.0,271.64245,271.89266,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25020558,160,,,0,,False,6,train,1
749,0.0,271.89266,272.14288,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25021942,31,,,0,,False,3,train,2
750,0.0,272.14288,272.3931,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25021942,129,,,0,,False,4,train,0
751,0.0,272.3931,272.64331,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25021942,40,,,0,,False,3,train,2
752,0.0,272.64331,272.89353,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25021942,18,,,0,,False,4,train,2
753,0.0,272.89353,273.14373,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25020058,87,,,0,,False,3,train,2
754,0.0,273.14373,273.39394,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25020058,101,,,0,,False,3,train,0
755,0.0,273.39394,273.64414,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25020058,128,,,0,,False,3,train,1
756,0.0,273.64414,273.89434,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25020058,105,,,0,,False,4,train,2
757,0.0,273.89434,274.14455,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25021692,188,,,0,,False,2,test,0
758,0.0,274.14455,274.39477,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25021692,90,,,0,,False,5,test,0
759,0.0,274.39477,274.64499,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25021692,44,,,0,,False,3,train,0
760,0.0,274.64499,274.8952,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25021692,101,,,0,,False,4,train,0
761,0.0,274.8952,275.1454,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25019808,165,,,0,,False,5,test,2
762,0.0,275.1454,275.3956,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25019808,134,,,0,,False,5,test,0
763,0.0,275.3956,275.6458,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25019808,34,,,0,,False,3,train,2
764,0.0,275.6458,275.896,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25019808,218,,,0,,False,1,train,1
765,0.0,275.896,276.14622,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25021942,142,,,0,,False,5,test,2
766,0.0,276.14622,276.39644,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25021942,192,,,0,,False,3,train,1
767,0.0,276.39644,276.64665,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25021942,44,,,0,,False,4,train,0
768,0.0,276.64665,276.89687,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25021942,131,,,0,,False,3,train,1
