stimulus_presentation_id,stimulus_block,start_time,stop_time,Dir,phase,stimulus_name,color,size,contrast,y_position,x_position,frame,Speed,coherence,spatial_frequency,orientation,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
838,0.0,277.95189,278.20211,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,40.0,null,null,null,0.08,45.0,4.0,0.25021722,80,,,0,,False,4,train,1
839,0.0,278.20211,278.45233,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,0.0,null,null,null,0.08,90.0,4.0,0.25021722,10,,,0,,False,6,train,2
840,0.0,278.45233,278.70254,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,-40.0,null,null,null,0.08,45.0,4.0,0.25021722,8,,,0,,False,4,train,1
841,0.0,278.70254,278.95274,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-10.0,null,null,null,0.08,0.0,4.0,0.25020056,189,,,0,,False,3,train,0
842,0.0,278.95274,279.20294,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,40.0,null,null,null,0.08,90.0,4.0,0.25020056,231,,,0,,False,4,train,2
843,0.0,279.20294,279.45315,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-30.0,null,null,null,0.08,90.0,4.0,0.25020056,167,,,0,,False,3,train,2
844,0.0,279.45315,279.70335,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,10.0,null,null,null,0.08,45.0,4.0,0.25020056,115,,,0,,False,4,train,1
845,0.0,279.70335,279.95356,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,30.0,null,null,null,0.08,45.0,4.0,0.25021694,11,,,0,,False,3,train,1
846,0.0,279.95356,280.20378,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-20.0,null,null,null,0.08,45.0,4.0,0.25021694,158,,,0,,False,2,test,1
847,0.0,280.20378,280.454,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,0.0,null,null,null,0.08,0.0,4.0,0.25021694,195,,,0,,False,1,train,0
848,0.0,280.454,280.70421,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,-30.0,null,null,null,0.08,0.0,4.0,0.25021694,214,,,0,,False,4,train,0
849,0.0,280.70421,280.95442,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,20.0,null,null,null,0.08,90.0,4.0,0.25020556,182,,,0,,False,3,train,2
850,0.0,280.95442,281.20462,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,-30.0,null,null,null,0.08,0.0,4.0,0.25020556,60,,,0,,False,4,train,0
851,0.0,281.20462,281.45483,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,20.0,null,null,null,0.08,0.0,4.0,0.25020556,132,,,0,,False,4,train,0
852,0.0,281.45483,281.70504,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,40.0,null,null,null,0.08,90.0,4.0,0.25020556,203,,,0,,False,2,test,2
853,0.0,281.70504,281.95525,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,10.0,null,null,null,0.08,90.0,4.0,0.25021444,12,,,0,,False,6,train,2
854,0.0,281.95525,282.20546,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,-30.0,null,null,null,0.08,0.0,4.0,0.25021444,60,,,0,,False,5,test,0
855,0.0,282.20546,282.45568,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,-30.0,null,null,null,0.08,0.0,4.0,0.25021444,60,,,0,,False,6,train,0
856,0.0,282.45568,282.70589,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,-40.0,null,null,null,0.08,45.0,4.0,0.25021444,101,,,0,,False,4,train,1
857,0.0,282.70589,282.95609,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,20.0,null,null,null,0.08,45.0,4.0,0.25019806,125,,,0,,False,3,train,1
858,0.0,282.95609,283.20629,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,20.0,null,null,null,0.08,90.0,4.0,0.25019806,232,,,0,,False,1,train,2
859,0.0,283.20629,283.45649,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,-40.0,null,null,null,0.08,45.0,4.0,0.25019806,8,,,0,,False,5,test,1
860,0.0,283.45649,283.70669,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,40.0,null,null,null,0.08,0.0,4.0,0.25019806,138,,,0,,False,8,test,0
861,0.0,283.70669,283.95691,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,-30.0,null,null,null,0.08,90.0,4.0,0.25022194,152,,,0,,False,3,train,2
862,0.0,283.95691,284.20713,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,20.0,null,null,null,0.08,0.0,4.0,0.25022194,132,,,0,,False,5,test,0
863,0.0,284.20713,284.45735,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,-20.0,null,null,null,0.08,45.0,4.0,0.25022194,109,,,0,,False,3,train,1
864,0.0,284.45735,284.70757,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,40.0,null,null,null,0.08,90.0,4.0,0.25022194,164,,,0,,False,2,test,2
865,0.0,284.70757,284.95777,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,-40.0,null,null,null,0.08,45.0,4.0,0.25020056,101,,,0,,False,5,test,1
866,0.0,284.95777,285.20797,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,10.0,null,null,null,0.08,45.0,4.0,0.25020056,234,,,0,,False,0,train,1
867,0.0,285.20797,285.45818,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,20.0,null,null,null,0.08,0.0,4.0,0.25020056,132,,,0,,False,6,train,0
868,0.0,285.45818,285.70838,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-10.0,null,null,null,0.08,0.0,4.0,0.25020056,118,,,0,,False,3,train,0
869,0.0,285.70838,285.95859,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,30.0,null,null,null,0.08,0.0,4.0,0.25021194,208,,,0,,False,2,test,0
870,0.0,285.95859,286.2088,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,10.0,null,null,null,0.08,0.0,4.0,0.25021194,215,,,0,,False,4,train,0
871,0.0,286.2088,286.45901,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,40.0,null,null,null,0.08,45.0,4.0,0.25021194,80,,,0,,False,5,test,1
872,0.0,286.45901,286.70922,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,-10.0,null,null,null,0.08,90.0,4.0,0.25021194,213,,,0,,False,2,test,2
873,0.0,286.70922,286.95943,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,20.0,null,null,null,0.08,45.0,4.0,0.25020306,197,,,0,,False,2,test,1
874,0.0,286.95943,287.20963,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,-10.0,null,null,null,0.08,0.0,4.0,0.25020306,153,,,0,,False,4,train,0
875,0.0,287.20963,287.45983,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,-20.0,null,null,null,0.08,0.0,4.0,0.25020306,19,,,0,,False,1,train,0
876,0.0,287.45983,287.71004,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-10.0,null,null,null,0.08,90.0,4.0,0.25020306,22,,,0,,False,3,train,2
877,0.0,287.71004,287.96025,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,20.0,null,null,null,0.08,0.0,4.0,0.25021694,126,,,0,,False,2,test,0
878,0.0,287.96025,288.21047,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-10.0,null,null,null,0.08,45.0,4.0,0.25021694,36,,,0,,False,5,test,1
879,0.0,288.21047,288.46069,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,0.0,null,null,null,0.08,90.0,4.0,0.25021694,13,,,0,,False,6,train,2
880,0.0,288.46069,288.7109,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,30.0,null,null,null,0.08,0.0,4.0,0.25021694,52,,,0,,False,5,test,0
881,0.0,288.7109,288.96111,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,40.0,null,null,null,0.08,90.0,4.0,0.25020306,211,,,0,,False,4,train,2
882,0.0,288.96111,289.21131,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,0.0,null,null,null,0.08,90.0,4.0,0.25020306,46,,,0,,False,6,train,2
883,0.0,289.21131,289.46151,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,0.0,null,null,null,0.08,45.0,4.0,0.25020306,166,,,0,,False,3,train,1
884,0.0,289.46151,289.71172,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,-40.0,null,null,null,0.08,45.0,4.0,0.25020306,98,,,0,,False,5,test,1
885,0.0,289.71172,289.96193,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,-30.0,null,null,null,0.08,45.0,4.0,0.25021444,59,,,0,,False,3,train,1
886,0.0,289.96193,290.21214,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,10.0,null,null,null,0.08,0.0,4.0,0.25021444,58,,,0,,False,5,test,0
887,0.0,290.21214,290.46236,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-20.0,null,null,null,0.08,45.0,4.0,0.25021444,73,,,0,,False,4,train,1
888,0.0,290.46236,290.71257,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,-40.0,null,null,null,0.08,45.0,4.0,0.25021444,42,,,0,,False,7,train,1
889,0.0,290.71257,290.96278,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,-10.0,null,null,null,0.08,45.0,4.0,0.25020556,188,,,0,,False,3,train,1
890,0.0,290.96278,291.21298,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,-10.0,null,null,null,0.08,45.0,4.0,0.25020556,24,,,0,,False,4,train,1
891,0.0,291.21298,291.46319,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,30.0,null,null,null,0.08,45.0,4.0,0.25020556,233,,,0,,False,1,train,1
892,0.0,291.46319,291.7134,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,-40.0,null,null,null,0.08,45.0,4.0,0.25020556,2,,,0,,False,5,test,1
893,0.0,291.7134,291.96361,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,40.0,null,null,null,0.08,45.0,4.0,0.25021194,207,,,0,,False,4,train,1
894,0.0,291.96361,292.21382,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,10.0,null,null,null,0.08,90.0,4.0,0.25021194,28,,,0,,False,5,test,2
895,0.0,292.21382,292.46403,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,-30.0,null,null,null,0.08,90.0,4.0,0.25021194,152,,,0,,False,4,train,2
896,0.0,292.46403,292.71424,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-20.0,null,null,null,0.08,90.0,4.0,0.25021194,7,,,0,,False,6,train,2
897,0.0,292.71424,292.96445,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-20.0,null,null,null,0.08,45.0,4.0,0.25020556,73,,,0,,False,5,test,1
898,0.0,292.96445,293.21465,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,-10.0,null,null,null,0.08,45.0,4.0,0.25020556,5,,,0,,False,2,test,1
899,0.0,293.21465,293.46486,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,20.0,null,null,null,0.08,45.0,4.0,0.25020556,163,,,0,,False,1,train,1
900,0.0,293.46486,293.71507,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,10.0,null,null,null,0.08,90.0,4.0,0.25020556,4,,,0,,False,4,train,2
901,0.0,293.71507,293.96528,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,0.0,null,null,null,0.08,45.0,4.0,0.25021694,139,,,0,,False,3,train,1
902,0.0,293.96528,294.2155,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,-40.0,null,null,null,0.08,90.0,4.0,0.25021694,67,,,0,,False,2,test,2
903,0.0,294.2155,294.46572,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-30.0,null,null,null,0.08,90.0,4.0,0.25021694,78,,,0,,False,6,train,2
904,0.0,294.46572,294.71593,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,-10.0,null,null,null,0.08,45.0,4.0,0.25021694,5,,,0,,False,3,train,1
905,0.0,294.71593,294.96614,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,30.0,null,null,null,0.08,90.0,4.0,0.25020306,191,,,0,,False,4,train,2
906,0.0,294.96614,295.21634,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,0.0,null,null,null,0.08,0.0,4.0,0.25020306,96,,,0,,False,2,test,0
907,0.0,295.21634,295.46654,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,10.0,null,null,null,0.08,0.0,4.0,0.25020306,228,,,0,,False,1,train,0
908,0.0,295.46654,295.71675,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,30.0,null,null,null,0.08,45.0,4.0,0.25020306,90,,,0,,False,3,train,1
909,0.0,295.71675,295.96696,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,0.0,null,null,null,0.08,45.0,4.0,0.25021694,38,,,0,,False,3,train,1
910,0.0,295.96696,296.21718,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,40.0,null,null,null,0.08,0.0,4.0,0.25021694,116,,,0,,False,5,test,0
911,0.0,296.21718,296.4674,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,30.0,null,null,null,0.08,45.0,4.0,0.25021694,233,,,0,,False,2,test,1
912,0.0,296.4674,296.71761,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,0.0,null,null,null,0.08,45.0,4.0,0.25021694,20,,,0,,False,2,test,1
913,0.0,296.71761,296.96781,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-40.0,null,null,null,0.08,45.0,4.0,0.25019806,170,,,0,,False,4,train,1
914,0.0,296.96781,297.21801,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,10.0,null,null,null,0.08,0.0,4.0,0.25019806,58,,,0,,False,6,train,0
915,0.0,297.21801,297.46821,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,0.0,null,null,null,0.08,90.0,4.0,0.25019806,89,,,0,,False,2,test,2
916,0.0,297.46821,297.71841,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,40.0,null,null,null,0.08,0.0,4.0,0.25019806,29,,,0,,False,1,train,0
917,0.0,297.71841,297.96862,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,-40.0,null,null,null,0.08,45.0,4.0,0.25021694,101,,,0,,False,6,train,1
918,0.0,297.96862,298.21884,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-30.0,null,null,null,0.08,45.0,4.0,0.25021694,178,,,0,,False,1,train,1
919,0.0,298.21884,298.46906,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,20.0,null,null,null,0.08,90.0,4.0,0.25021694,182,,,0,,False,4,train,2
920,0.0,298.46906,298.71927,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,-30.0,null,null,null,0.08,45.0,4.0,0.25021694,173,,,0,,False,2,test,1
921,0.0,298.71927,298.96948,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,30.0,null,null,null,0.08,0.0,4.0,0.25020306,137,,,0,,False,4,train,0
922,0.0,298.96948,299.21968,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,10.0,null,null,null,0.08,0.0,4.0,0.25020306,215,,,0,,False,5,test,0
923,0.0,299.21968,299.46988,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-20.0,null,null,null,0.08,0.0,4.0,0.25020306,235,,,0,,False,0,train,0
924,0.0,299.46988,299.72009,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,-20.0,null,null,null,0.08,45.0,4.0,0.25020306,102,,,0,,False,4,train,1
925,0.0,299.72009,299.9703,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,30.0,null,null,null,0.08,0.0,4.0,0.25021694,41,,,0,,False,6,train,0
926,0.0,299.9703,300.22052,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,40.0,null,null,null,0.08,45.0,4.0,0.25021694,185,,,0,,False,3,train,1
927,0.0,300.22052,300.47074,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-40.0,null,null,null,0.08,0.0,4.0,0.25021694,236,,,0,,False,0,train,0
928,0.0,300.47074,300.72095,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,-10.0,null,null,null,0.08,90.0,4.0,0.25021694,65,,,0,,False,3,train,2
929,0.0,300.72095,300.97116,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,30.0,null,null,null,0.08,45.0,4.0,0.25020556,47,,,0,,False,3,train,1
930,0.0,300.97116,301.22136,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,40.0,null,null,null,0.08,90.0,4.0,0.25020556,48,,,0,,False,6,train,2
931,0.0,301.22136,301.47157,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,40.0,null,null,null,0.08,0.0,4.0,0.25020556,107,,,0,,False,1,train,0
932,0.0,301.47157,301.72178,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,40.0,null,null,null,0.08,45.0,4.0,0.25020556,35,,,0,,False,8,test,1
933,0.0,301.72178,301.97199,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,-40.0,null,null,null,0.08,45.0,4.0,0.25021194,8,,,0,,False,6,train,1
934,0.0,301.97199,302.2222,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,0.0,null,null,null,0.08,45.0,4.0,0.25021194,134,,,0,,False,2,test,1
935,0.0,302.2222,302.47241,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,20.0,null,null,null,0.08,0.0,4.0,0.25021194,94,,,0,,False,3,train,0
936,0.0,302.47241,302.72262,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,20.0,null,null,null,0.08,45.0,4.0,0.25021194,197,,,0,,False,3,train,1
937,0.0,302.72262,302.97283,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,10.0,null,null,null,0.08,45.0,4.0,0.25020306,111,,,0,,False,3,train,1
938,0.0,302.97283,303.22303,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,0.0,null,null,null,0.08,45.0,4.0,0.25020306,20,,,0,,False,3,train,1
939,0.0,303.22303,303.47323,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,0.0,null,null,null,0.08,45.0,4.0,0.25020306,99,,,0,,False,3,train,1
940,0.0,303.47323,303.72344,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-30.0,null,null,null,0.08,45.0,4.0,0.25020306,136,,,0,,False,6,train,1
941,0.0,303.72344,303.97365,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,30.0,null,null,null,0.08,0.0,4.0,0.25021194,41,,,0,,False,7,train,0
942,0.0,303.97365,304.22386,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-30.0,null,null,null,0.08,0.0,4.0,0.25021194,87,,,0,,False,3,train,0
943,0.0,304.22386,304.47407,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,0.0,null,null,null,0.08,0.0,4.0,0.25021194,96,,,0,,False,3,train,0
944,0.0,304.47407,304.72428,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,-30.0,null,null,null,0.08,45.0,4.0,0.25021194,209,,,0,,False,1,train,1
945,0.0,304.72428,304.97449,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,-30.0,null,null,null,0.08,45.0,4.0,0.25020556,237,,,0,,False,0,train,1
946,0.0,304.97449,305.22469,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,20.0,null,null,null,0.08,0.0,4.0,0.25020556,81,,,0,,False,4,train,0
947,0.0,305.22469,305.4749,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,0.0,null,null,null,0.08,0.0,4.0,0.25020556,44,,,0,,False,3,train,0
948,0.0,305.4749,305.72511,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-30.0,null,null,null,0.08,0.0,4.0,0.25020556,105,,,0,,False,6,train,0
949,0.0,305.72511,305.97532,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-40.0,null,null,null,0.08,0.0,4.0,0.25021194,236,,,0,,False,1,train,0
950,0.0,305.97532,306.22553,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,20.0,null,null,null,0.08,90.0,4.0,0.25021194,128,,,0,,False,2,test,2
951,0.0,306.22553,306.47574,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,30.0,null,null,null,0.08,0.0,4.0,0.25021194,137,,,0,,False,5,test,0
952,0.0,306.47574,306.72595,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,20.0,null,null,null,0.08,90.0,4.0,0.25021194,128,,,0,,False,3,train,2
953,0.0,306.72595,306.97616,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-10.0,null,null,null,0.08,45.0,4.0,0.25020556,238,,,0,,False,0,train,1
954,0.0,306.97616,307.22636,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,-20.0,null,null,null,0.08,90.0,4.0,0.25020556,201,,,0,,False,3,train,2
955,0.0,307.22636,307.47657,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-10.0,null,null,null,0.08,45.0,4.0,0.25020556,238,,,0,,False,1,train,1
956,0.0,307.47657,307.72678,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,-40.0,null,null,null,0.08,45.0,4.0,0.25020556,42,,,0,,False,8,test,1
957,0.0,307.72678,307.97699,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,10.0,null,null,null,0.08,45.0,4.0,0.25021694,97,,,0,,False,6,train,1
958,0.0,307.97699,308.22721,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,10.0,null,null,null,0.08,90.0,4.0,0.25021694,104,,,0,,False,4,train,2
959,0.0,308.22721,308.47743,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,20.0,null,null,null,0.08,0.0,4.0,0.25021694,93,,,0,,False,6,train,0
960,0.0,308.47743,308.72764,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-40.0,null,null,null,0.08,45.0,4.0,0.25021694,26,,,0,,False,3,train,1
961,0.0,308.72764,308.97785,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-40.0,null,null,null,0.08,45.0,4.0,0.25020556,92,,,0,,False,3,train,1
962,0.0,308.97785,309.22805,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,20.0,null,null,null,0.08,45.0,4.0,0.25020556,55,,,0,,False,3,train,1
963,0.0,309.22805,309.47826,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,-30.0,null,null,null,0.08,0.0,4.0,0.25020556,123,,,0,,False,2,test,0
964,0.0,309.47826,309.72847,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,-30.0,null,null,null,0.08,0.0,4.0,0.25020556,121,,,0,,False,3,train,0
965,0.0,309.72847,309.97868,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,-20.0,null,null,null,0.08,90.0,4.0,0.25020944,15,,,0,,False,4,train,2
966,0.0,309.97868,310.22888,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,30.0,null,null,null,0.08,0.0,4.0,0.25020944,210,,,0,,False,1,train,0
967,0.0,310.22888,310.47909,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,30.0,null,null,null,0.08,90.0,4.0,0.25020944,88,,,0,,False,2,test,2
