stimulus_presentation_id,stimulus_block,start_time,stop_time,stimulus_name,x_position,spatial_frequency,y_position,temporal_frequency,size,phase,color,orientation,contrast,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2557,0.0,718.35385,718.60406,gabors,-40.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021706,72,,,0,,False,9,train,0
2558,0.0,718.60406,718.85428,gabors,0.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021706,76,,,0,,False,9,train,0
2559,0.0,718.85428,719.1045,gabors,20.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021706,91,,,0,,False,11,test,1
2560,0.0,719.1045,719.35471,gabors,0.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021706,219,,,0,,False,11,test,0
2561,0.0,719.35471,719.60491,gabors,10.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020044,239,,,0,,False,7,train,1
2562,0.0,719.60491,719.85512,gabors,-40.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020044,69,,,0,,False,13,train,2
2563,0.0,719.85512,720.10532,gabors,40.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020044,30,,,0,,False,9,train,1
2564,0.0,720.10532,720.35552,gabors,-20.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020044,38,,,0,,False,10,train,1
2565,0.0,720.35552,720.60573,gabors,-10.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021706,172,,,0,,False,11,test,2
2566,0.0,720.60573,720.85595,gabors,40.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021706,206,,,0,,False,13,train,1
2567,0.0,720.85595,721.10617,gabors,-30.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021706,129,,,0,,False,9,train,0
2568,0.0,721.10617,721.35638,gabors,-30.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021706,118,,,0,,False,10,train,2
2569,0.0,721.35638,721.60658,gabors,30.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020044,167,,,0,,False,10,train,1
2570,0.0,721.60658,721.85679,gabors,-10.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020044,193,,,0,,False,8,test,2
2571,0.0,721.85679,722.10699,gabors,-10.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020044,218,,,0,,False,10,train,2
2572,0.0,722.10699,722.35719,gabors,-10.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020044,173,,,0,,False,10,train,2
2573,0.0,722.35719,722.6074,gabors,-40.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,96,,,0,,False,9,train,0
2574,0.0,722.6074,722.85761,gabors,20.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,150,,,0,,False,9,train,1
2575,0.0,722.85761,723.10782,gabors,30.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021206,124,,,0,,False,7,train,2
2576,0.0,723.10782,723.35803,gabors,-20.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,240,,,0,,False,6,train,0
2577,0.0,723.35803,723.60824,gabors,-30.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020544,180,,,0,,False,8,test,0
2578,0.0,723.60824,723.85845,gabors,-30.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020544,175,,,0,,False,10,train,2
2579,0.0,723.85845,724.10865,gabors,-30.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020544,153,,,0,,False,10,train,2
2580,0.0,724.10865,724.35886,gabors,10.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020544,169,,,0,,False,11,test,2
2581,0.0,724.35886,724.60907,gabors,0.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020956,105,,,0,,False,12,train,2
2582,0.0,724.60907,724.85928,gabors,-30.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020956,199,,,0,,False,9,train,0
2583,0.0,724.85928,725.10948,gabors,20.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020956,148,,,0,,False,8,test,1
2584,0.0,725.10948,725.35969,gabors,-10.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020956,162,,,0,,False,9,train,0
2585,0.0,725.35969,725.6099,gabors,20.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020794,49,,,0,,False,7,train,1
2586,0.0,725.6099,725.86011,gabors,-20.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020794,226,,,0,,False,9,train,2
2587,0.0,725.86011,726.11032,gabors,-20.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020794,8,,,0,,False,13,train,0
2588,0.0,726.11032,726.36053,gabors,0.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020794,13,,,0,,False,9,train,1
2589,0.0,726.36053,726.61074,gabors,-20.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,240,,,0,,False,7,train,0
2590,0.0,726.61074,726.86095,gabors,-10.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,94,,,0,,False,12,train,0
2591,0.0,726.86095,727.11116,gabors,10.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,161,,,0,,False,8,test,0
2592,0.0,727.11116,727.36137,gabors,0.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,242,,,0,,False,10,train,1
2593,0.0,727.36137,727.61158,gabors,20.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020794,74,,,0,,False,10,train,2
2594,0.0,727.61158,727.86179,gabors,10.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020794,46,,,0,,False,8,test,2
2595,0.0,727.86179,728.112,gabors,-30.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020794,113,,,0,,False,10,train,0
2596,0.0,728.112,728.36221,gabors,-30.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020794,129,,,0,,False,10,train,0
2597,0.0,728.36221,728.61242,gabors,-30.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020956,125,,,0,,False,8,test,1
2598,0.0,728.61242,728.86263,gabors,40.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020956,119,,,0,,False,11,test,0
2599,0.0,728.86263,729.11283,gabors,40.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020956,119,,,0,,False,12,train,0
2600,0.0,729.11283,729.36304,gabors,0.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020956,76,,,0,,False,10,train,0
2601,0.0,729.36304,729.61325,gabors,-40.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020794,44,,,0,,False,6,train,2
2602,0.0,729.61325,729.86346,gabors,-40.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020794,110,,,0,,False,10,train,1
2603,0.0,729.86346,730.11367,gabors,-10.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020794,92,,,0,,False,9,train,1
2604,0.0,730.11367,730.36388,gabors,-30.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020794,180,,,0,,False,9,train,0
2605,0.0,730.36388,730.61409,gabors,10.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021456,207,,,0,,False,11,test,0
2606,0.0,730.61409,730.86431,gabors,0.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021456,187,,,0,,False,11,test,0
2607,0.0,730.86431,731.11452,gabors,40.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021456,35,,,0,,False,13,train,0
2608,0.0,731.11452,731.36473,gabors,20.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021456,75,,,0,,False,10,train,2
2609,0.0,731.36473,731.61494,gabors,20.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020294,49,,,0,,False,8,test,1
2610,0.0,731.61494,731.86514,gabors,-20.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020294,184,,,0,,False,6,train,2
2611,0.0,731.86514,732.11534,gabors,-40.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020294,25,,,0,,False,11,test,2
2612,0.0,732.11534,732.36555,gabors,0.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,235,,,0,,False,10,train,0
2613,0.0,732.36555,732.61576,gabors,-40.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,16,,,0,,False,9,train,0
2614,0.0,732.61576,732.86597,gabors,20.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,127,,,0,,False,12,train,1
2615,0.0,732.86597,733.11618,gabors,-40.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,102,,,0,,False,10,train,1
2616,0.0,733.11618,733.36639,gabors,30.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,83,,,0,,False,9,train,1
2617,0.0,733.36639,733.6166,gabors,40.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020544,152,,,0,,False,12,train,1
2618,0.0,733.6166,733.86681,gabors,-10.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020544,103,,,0,,False,10,train,0
2619,0.0,733.86681,734.11701,gabors,-10.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020544,116,,,0,,False,12,train,1
2620,0.0,734.11701,734.36722,gabors,30.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020544,208,,,0,,False,8,test,0
2621,0.0,734.36722,734.61743,gabors,40.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021456,174,,,0,,False,13,train,2
2622,0.0,734.61743,734.86765,gabors,0.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021456,198,,,0,,False,9,train,2
2623,0.0,734.86765,735.11786,gabors,-30.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021456,87,,,0,,False,12,train,2
2624,0.0,735.11786,735.36807,gabors,-40.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021456,209,,,0,,False,13,train,2
2625,0.0,735.36807,735.61828,gabors,-10.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020544,53,,,0,,False,12,train,1
2626,0.0,735.61828,735.86849,gabors,0.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020544,168,,,0,,False,10,train,0
2627,0.0,735.86849,736.11869,gabors,0.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020544,223,,,0,,False,7,train,2
2628,0.0,736.11869,736.3689,gabors,-10.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020544,24,,,0,,False,8,test,1
2629,0.0,736.3689,736.61911,gabors,10.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,161,,,0,,False,9,train,0
2630,0.0,736.61911,736.86932,gabors,0.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,242,,,0,,False,11,test,1
2631,0.0,736.86932,737.11953,gabors,-20.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,112,,,0,,False,10,train,1
2632,0.0,737.11953,737.36974,gabors,-10.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,162,,,0,,False,10,train,0
2633,0.0,737.36974,737.61995,gabors,-20.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020794,112,,,0,,False,11,test,1
2634,0.0,737.61995,737.87016,gabors,40.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020794,80,,,0,,False,12,train,2
2635,0.0,737.87016,738.12037,gabors,20.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020794,75,,,0,,False,11,test,2
2636,0.0,738.12037,738.37058,gabors,10.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020794,239,,,0,,False,8,test,1
2637,0.0,738.37058,738.62078,gabors,0.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020456,28,,,0,,False,11,test,2
2638,0.0,738.62078,738.87099,gabors,30.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020456,221,,,0,,False,10,train,1
2639,0.0,738.87099,739.12119,gabors,-10.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020456,24,,,0,,False,9,train,1
2640,0.0,739.12119,739.37139,gabors,40.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020456,80,,,0,,False,13,train,2
2641,0.0,739.37139,739.6216,gabors,30.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021044,101,,,0,,False,13,train,2
2642,0.0,739.6216,739.87182,gabors,30.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021044,9,,,0,,False,13,train,0
2643,0.0,739.87182,740.12203,gabors,0.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021044,145,,,0,,False,12,train,2
2644,0.0,740.12203,740.37224,gabors,10.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021044,239,,,0,,False,9,train,1
2645,0.0,740.37224,740.62245,gabors,10.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021706,77,,,0,,False,11,test,1
2646,0.0,740.62245,740.87267,gabors,30.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021706,124,,,0,,False,8,test,2
2647,0.0,740.87267,741.12289,gabors,20.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021706,91,,,0,,False,12,train,1
2648,0.0,741.12289,741.3731,gabors,10.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021706,122,,,0,,False,9,train,1
2649,0.0,741.3731,741.62331,gabors,40.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020294,42,,,0,,False,12,train,2
2650,0.0,741.62331,741.87351,gabors,10.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020294,122,,,0,,False,10,train,1
2651,0.0,741.87351,742.12371,gabors,-10.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020294,227,,,0,,False,8,test,1
2652,0.0,742.12371,742.37392,gabors,20.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,57,,,0,,False,10,train,0
2653,0.0,742.37392,742.62413,gabors,30.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,126,,,0,,False,11,test,0
2654,0.0,742.62413,742.87434,gabors,40.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,123,,,0,,False,10,train,0
2655,0.0,742.87434,743.12455,gabors,20.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,150,,,0,,False,10,train,1
2656,0.0,743.12455,743.37476,gabors,-40.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,90,,,0,,False,10,train,0
2657,0.0,743.37476,743.62497,gabors,-30.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,81,,,0,,False,8,test,0
2658,0.0,743.62497,743.87517,gabors,20.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020294,148,,,0,,False,9,train,1
2659,0.0,743.87517,744.12537,gabors,30.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020294,124,,,0,,False,9,train,2
2660,0.0,744.12537,744.37558,gabors,-40.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020294,241,,,0,,False,5,test,1
2661,0.0,744.37558,744.62579,gabors,30.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021456,124,,,0,,False,10,train,2
2662,0.0,744.62579,744.87601,gabors,20.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021456,229,,,0,,False,8,test,1
2663,0.0,744.87601,745.12622,gabors,40.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021456,62,,,0,,False,11,test,2
2664,0.0,745.12622,745.37643,gabors,10.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021456,77,,,0,,False,12,train,1
2665,0.0,745.37643,745.62664,gabors,-20.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020544,54,,,0,,False,12,train,1
2666,0.0,745.62664,745.87685,gabors,20.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020544,143,,,0,,False,8,test,1
2667,0.0,745.87685,746.12705,gabors,-10.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020544,82,,,0,,False,11,test,2
2668,0.0,746.12705,746.37726,gabors,30.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020544,211,,,0,,False,7,train,1
2669,0.0,746.37726,746.62747,gabors,0.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,242,,,0,,False,12,train,1
2670,0.0,746.62747,746.87768,gabors,-10.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021206,128,,,0,,False,13,train,2
2671,0.0,746.87768,747.12789,gabors,-20.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021206,214,,,0,,False,11,test,2
2672,0.0,747.12789,747.3781,gabors,10.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,161,,,0,,False,10,train,0
2673,0.0,747.3781,747.62831,gabors,40.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020794,11,,,0,,False,8,test,0
2674,0.0,747.62831,747.87852,gabors,-10.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020794,227,,,0,,False,9,train,1
2675,0.0,747.87852,748.12873,gabors,-20.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020794,60,,,0,,False,10,train,1
2676,0.0,748.12873,748.37894,gabors,-20.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020794,60,,,0,,False,11,test,1
2677,0.0,748.37894,748.62914,gabors,20.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020706,15,,,0,,False,14,test,0
2678,0.0,748.62914,748.87935,gabors,10.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020706,1,,,0,,False,11,test,1
2679,0.0,748.87935,749.12956,gabors,30.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020706,5,,,0,,False,11,test,1
2680,0.0,749.12956,749.37976,gabors,30.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020706,230,,,0,,False,10,train,2
2681,0.0,749.37976,749.62997,gabors,-30.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021044,129,,,0,,False,11,test,0
2682,0.0,749.62997,749.88019,gabors,-10.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021044,3,,,0,,False,10,train,1
2683,0.0,749.88019,750.1304,gabors,-20.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021044,56,,,0,,False,7,train,0
2684,0.0,750.1304,750.38061,gabors,-20.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021044,134,,,0,,False,9,train,2
2685,0.0,750.38061,750.63082,gabors,-20.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,38,,,0,,False,11,test,1
2686,0.0,750.63082,750.88103,gabors,-30.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,10,,,0,,False,10,train,1
2687,0.0,750.88103,751.13124,gabors,-30.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,81,,,0,,False,9,train,0
2688,0.0,751.13124,751.38145,gabors,-40.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,179,,,0,,False,8,test,0
2689,0.0,751.38145,751.63166,gabors,30.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020544,47,,,0,,False,8,test,2
2690,0.0,751.63166,751.88187,gabors,-40.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020544,16,,,0,,False,10,train,0
2691,0.0,751.88187,752.13207,gabors,-40.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020544,102,,,0,,False,11,test,1
2692,0.0,752.13207,752.38228,gabors,20.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020544,49,,,0,,False,9,train,1
2693,0.0,752.38228,752.63248,gabors,-20.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020706,56,,,0,,False,8,test,0
2694,0.0,752.63248,752.88269,gabors,20.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020706,20,,,0,,False,10,train,0
