stimulus_presentation_id,stimulus_block,start_time,stop_time,temporal_frequency,stimulus_name,frame,phase,spatial_frequency,orientation,x_position,contrast,color,size,y_position,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1086,0.0,363.17147,363.42167,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,0.0,0.8,null,"[20.0, 20.0]",0.0,0.25019936,224,,,0,,False,3,train,2
1087,0.0,363.42167,363.67186,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-10.0,0.8,null,"[20.0, 20.0]",-10.0,0.25019936,90,,,0,,False,2,test,2
1088,0.0,363.67186,363.92206,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,40.0,0.8,null,"[20.0, 20.0]",10.0,0.25019936,211,,,0,,False,3,train,0
1089,0.0,363.92206,364.17228,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-10.0,0.8,null,"[20.0, 20.0]",10.0,0.25021564,65,,,0,,False,6,train,1
1090,0.0,364.17228,364.4225,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-10.0,0.8,null,"[20.0, 20.0]",0.0,0.25021564,5,,,0,,False,6,train,2
1091,0.0,364.4225,364.67271,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-40.0,0.8,null,"[20.0, 20.0]",-20.0,0.25021564,122,,,0,,False,2,test,0
1092,0.0,364.67271,364.92293,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,10.0,0.8,null,"[20.0, 20.0]",-40.0,0.25021564,216,,,0,,False,2,test,2
1093,0.0,364.92293,365.17314,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,30.0,0.8,null,"[20.0, 20.0]",30.0,0.25021186,64,,,0,,False,4,train,0
1094,0.0,365.17314,365.42335,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-10.0,0.8,null,"[20.0, 20.0]",-10.0,0.25021186,130,,,0,,False,4,train,0
1095,0.0,365.42335,365.67356,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,10.0,0.8,null,"[20.0, 20.0]",0.0,0.25021186,229,,,0,,False,2,test,2
1096,0.0,365.67356,365.92377,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-20.0,0.8,null,"[20.0, 20.0]",40.0,0.25021186,82,,,0,,False,4,train,0
1097,0.0,365.92377,366.17398,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,10.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020564,106,,,0,,False,4,train,1
1098,0.0,366.17398,366.42419,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-20.0,0.8,null,"[20.0, 20.0]",40.0,0.25020564,8,,,0,,False,7,train,1
1099,0.0,366.42419,366.67439,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,40.0,0.8,null,"[20.0, 20.0]",-20.0,0.25020564,80,,,0,,False,4,train,2
1100,0.0,366.67439,366.9246,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-10.0,0.8,null,"[20.0, 20.0]",-20.0,0.25020564,101,,,0,,False,6,train,2
1101,0.0,366.9246,367.17481,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-10.0,0.8,null,"[20.0, 20.0]",-10.0,0.25021186,90,,,0,,False,3,train,2
1102,0.0,367.17481,367.42502,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,30.0,0.8,null,"[20.0, 20.0]",-40.0,0.25021186,60,,,0,,False,5,test,1
1103,0.0,367.42502,367.67523,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,20.0,0.8,null,"[20.0, 20.0]",40.0,0.25021186,239,,,0,,False,4,train,0
1104,0.0,367.67523,367.92544,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,10.0,0.8,null,"[20.0, 20.0]",-20.0,0.25021186,121,,,0,,False,5,test,0
1105,0.0,367.92544,368.17565,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,10.0,0.8,null,"[20.0, 20.0]",30.0,0.25020564,89,,,0,,False,3,train,1
1106,0.0,368.17565,368.42586,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,20.0,0.8,null,"[20.0, 20.0]",20.0,0.25020564,52,,,0,,False,5,test,0
1107,0.0,368.42586,368.67606,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,0.0,0.8,null,"[20.0, 20.0]",40.0,0.25020564,206,,,0,,False,6,train,1
1108,0.0,368.67606,368.92627,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,30.0,0.8,null,"[20.0, 20.0]",10.0,0.25020564,66,,,0,,False,7,train,2
1109,0.0,368.92627,369.17648,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,40.0,0.8,null,"[20.0, 20.0]",-40.0,0.25021186,120,,,0,,False,2,test,1
1110,0.0,369.17648,369.42669,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,10.0,0.8,null,"[20.0, 20.0]",-20.0,0.25021186,121,,,0,,False,6,train,0
1111,0.0,369.42669,369.6769,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-40.0,0.8,null,"[20.0, 20.0]",20.0,0.25021186,57,,,0,,False,4,train,1
1112,0.0,369.6769,369.92711,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,0.0,0.8,null,"[20.0, 20.0]",10.0,0.25021186,164,,,0,,False,5,test,2
1113,0.0,369.92711,370.17732,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-30.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020564,145,,,0,,False,6,train,2
1114,0.0,370.17732,370.42753,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-40.0,0.8,null,"[20.0, 20.0]",40.0,0.25020564,85,,,0,,False,4,train,0
1115,0.0,370.42753,370.67773,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,30.0,0.8,null,"[20.0, 20.0]",0.0,0.25020564,9,,,0,,False,8,test,1
1116,0.0,370.67773,370.92794,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-10.0,0.8,null,"[20.0, 20.0]",30.0,0.25020564,99,,,0,,False,6,train,2
1117,0.0,370.92794,371.17815,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,10.0,0.8,null,"[20.0, 20.0]",-10.0,0.25021436,194,,,0,,False,2,test,2
1118,0.0,371.17815,371.42837,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-20.0,0.8,null,"[20.0, 20.0]",10.0,0.25021436,138,,,0,,False,6,train,2
1119,0.0,371.42837,371.67858,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,40.0,0.8,null,"[20.0, 20.0]",-40.0,0.25021436,222,,,0,,False,4,train,2
1120,0.0,371.67858,371.92879,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,10.0,0.8,null,"[20.0, 20.0]",0.0,0.25021436,7,,,0,,False,6,train,0
1121,0.0,371.92879,372.179,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,30.0,0.8,null,"[20.0, 20.0]",-20.0,0.25020564,143,,,0,,False,5,test,2
1122,0.0,372.179,372.42921,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-20.0,0.8,null,"[20.0, 20.0]",40.0,0.25020564,193,,,0,,False,4,train,2
1123,0.0,372.42921,372.67941,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,0.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020564,228,,,0,,False,3,train,2
1124,0.0,372.67941,372.92962,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-40.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020564,94,,,0,,False,6,train,2
1125,0.0,372.92962,373.17983,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-20.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020936,81,,,0,,False,7,train,1
1126,0.0,373.17983,373.43004,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-10.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020936,160,,,0,,False,3,train,0
1127,0.0,373.43004,373.68024,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,0.0,0.8,null,"[20.0, 20.0]",-20.0,0.25020936,51,,,0,,False,5,test,2
1128,0.0,373.68024,373.93045,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,30.0,0.8,null,"[20.0, 20.0]",20.0,0.25020936,152,,,0,,False,6,train,0
1129,0.0,373.93045,374.18066,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,0.0,0.8,null,"[20.0, 20.0]",40.0,0.25021064,56,,,0,,False,5,test,0
1130,0.0,374.18066,374.43088,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-20.0,0.8,null,"[20.0, 20.0]",30.0,0.25021064,12,,,0,,False,3,train,2
1131,0.0,374.43088,374.68109,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-20.0,0.8,null,"[20.0, 20.0]",-30.0,0.25021064,154,,,0,,False,4,train,1
1132,0.0,374.68109,374.9313,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,40.0,0.8,null,"[20.0, 20.0]",0.0,0.25021064,79,,,0,,False,2,test,1
1133,0.0,374.9313,375.18151,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,40.0,0.8,null,"[20.0, 20.0]",10.0,0.25020936,39,,,0,,False,4,train,2
1134,0.0,375.18151,375.43172,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,30.0,0.8,null,"[20.0, 20.0]",20.0,0.25020936,152,,,0,,False,7,train,0
1135,0.0,375.43172,375.68192,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-40.0,0.8,null,"[20.0, 20.0]",10.0,0.25020936,190,,,0,,False,3,train,2
1136,0.0,375.68192,375.93213,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,20.0,0.8,null,"[20.0, 20.0]",20.0,0.25020936,28,,,0,,False,3,train,1
1137,0.0,375.93213,376.18234,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-30.0,0.8,null,"[20.0, 20.0]",40.0,0.25020814,124,,,0,,False,6,train,2
1138,0.0,376.18234,376.43255,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,0.0,0.8,null,"[20.0, 20.0]",40.0,0.25020814,10,,,0,,False,5,test,2
1139,0.0,376.43255,376.68276,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-40.0,0.8,null,"[20.0, 20.0]",-20.0,0.25020814,219,,,0,,False,3,train,1
1140,0.0,376.68276,376.93297,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,10.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020814,210,,,0,,False,5,test,0
1141,0.0,376.93297,377.18318,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,20.0,0.8,null,"[20.0, 20.0]",-20.0,0.25021186,105,,,0,,False,2,test,0
1142,0.0,377.18318,377.43339,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-20.0,0.8,null,"[20.0, 20.0]",10.0,0.25021186,103,,,0,,False,4,train,0
1143,0.0,377.43339,377.6836,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-40.0,0.8,null,"[20.0, 20.0]",-20.0,0.25021186,219,,,0,,False,4,train,1
1144,0.0,377.6836,377.93381,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,40.0,0.8,null,"[20.0, 20.0]",20.0,0.25021186,129,,,0,,False,6,train,2
1145,0.0,377.93381,378.18402,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-10.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020564,90,,,0,,False,4,train,2
1146,0.0,378.18402,378.43423,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-10.0,0.8,null,"[20.0, 20.0]",30.0,0.25020564,135,,,0,,False,4,train,1
1147,0.0,378.43423,378.68443,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,0.0,0.8,null,"[20.0, 20.0]",20.0,0.25020564,240,,,0,,False,1,train,2
1148,0.0,378.68443,378.93464,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,0.0,0.8,null,"[20.0, 20.0]",30.0,0.25020564,47,,,0,,False,6,train,2
1149,0.0,378.93464,379.18484,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,10.0,0.8,null,"[20.0, 20.0]",0.0,0.25020436,229,,,0,,False,3,train,2
1150,0.0,379.18484,379.43505,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,0.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020436,225,,,0,,False,3,train,2
1151,0.0,379.43505,379.68525,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,0.0,0.8,null,"[20.0, 20.0]",40.0,0.25020436,10,,,0,,False,6,train,2
1152,0.0,379.68525,379.93545,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-40.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020436,237,,,0,,False,2,test,0
1153,0.0,379.93545,380.18567,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-20.0,0.8,null,"[20.0, 20.0]",20.0,0.25021564,157,,,0,,False,2,test,1
1154,0.0,380.18567,380.43589,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-30.0,0.8,null,"[20.0, 20.0]",-40.0,0.25021564,145,,,0,,False,7,train,2
1155,0.0,380.43589,380.6861,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-40.0,0.8,null,"[20.0, 20.0]",-10.0,0.25021564,237,,,0,,False,3,train,0
1156,0.0,380.6861,380.93632,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,10.0,0.8,null,"[20.0, 20.0]",30.0,0.25021564,34,,,0,,False,5,test,0
1157,0.0,380.93632,381.18653,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-40.0,0.8,null,"[20.0, 20.0]",30.0,0.25020936,179,,,0,,False,4,train,1
1158,0.0,381.18653,381.43674,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-20.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020936,241,,,0,,False,4,train,2
1159,0.0,381.43674,381.68694,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,0.0,0.8,null,"[20.0, 20.0]",-30.0,0.25020936,127,,,0,,False,3,train,0
1160,0.0,381.68694,381.93715,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,0.0,0.8,null,"[20.0, 20.0]",40.0,0.25020936,56,,,0,,False,6,train,0
1161,0.0,381.93715,382.18736,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-40.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020814,22,,,0,,False,4,train,1
1162,0.0,382.18736,382.43757,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-30.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020814,108,,,0,,False,4,train,2
1163,0.0,382.43757,382.68778,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,20.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020814,59,,,0,,False,5,test,1
1164,0.0,382.68778,382.93799,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-10.0,0.8,null,"[20.0, 20.0]",40.0,0.25020814,83,,,0,,False,4,train,2
1165,0.0,382.93799,383.1882,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,10.0,0.8,null,"[20.0, 20.0]",40.0,0.25021436,97,,,0,,False,4,train,0
1166,0.0,383.1882,383.43842,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,30.0,0.8,null,"[20.0, 20.0]",10.0,0.25021436,66,,,0,,False,8,test,2
1167,0.0,383.43842,383.68863,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,20.0,0.8,null,"[20.0, 20.0]",-30.0,0.25021436,117,,,0,,False,5,test,1
1168,0.0,383.68863,383.93884,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-10.0,0.8,null,"[20.0, 20.0]",40.0,0.25021436,158,,,0,,False,6,train,1
1169,0.0,383.93884,384.18904,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-10.0,0.8,null,"[20.0, 20.0]",10.0,0.25020064,234,,,0,,False,3,train,0
1170,0.0,384.18904,384.43925,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,20.0,0.8,null,"[20.0, 20.0]",-30.0,0.25020064,184,,,0,,False,6,train,0
1171,0.0,384.43925,384.68945,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,20.0,0.8,null,"[20.0, 20.0]",10.0,0.25020064,116,,,0,,False,5,test,1
1172,0.0,384.68945,384.93965,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,40.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020064,58,,,0,,False,6,train,1
1173,0.0,384.93965,385.18986,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-40.0,0.8,null,"[20.0, 20.0]",20.0,0.25021436,57,,,0,,False,5,test,1
1174,0.0,385.18986,385.44008,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-20.0,0.8,null,"[20.0, 20.0]",-40.0,0.25021436,241,,,0,,False,5,test,2
1175,0.0,385.44008,385.69029,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-40.0,0.8,null,"[20.0, 20.0]",-40.0,0.25021436,176,,,0,,False,4,train,0
1176,0.0,385.69029,385.9405,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,10.0,0.8,null,"[20.0, 20.0]",0.0,0.25021436,229,,,0,,False,4,train,2
1177,0.0,385.9405,386.19071,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,30.0,0.8,null,"[20.0, 20.0]",20.0,0.25020314,152,,,0,,False,8,test,0
1178,0.0,386.19071,386.44091,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,20.0,0.8,null,"[20.0, 20.0]",20.0,0.25020314,215,,,0,,False,6,train,2
1179,0.0,386.44091,386.69111,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,30.0,0.8,null,"[20.0, 20.0]",10.0,0.25020314,78,,,0,,False,5,test,1
1180,0.0,386.69111,386.94132,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,0.0,0.8,null,"[20.0, 20.0]",20.0,0.25020314,240,,,0,,False,2,test,2
1181,0.0,386.94132,387.19154,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-30.0,0.8,null,"[20.0, 20.0]",10.0,0.25021936,35,,,0,,False,6,train,1
1182,0.0,387.19154,387.44176,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-10.0,0.8,null,"[20.0, 20.0]",30.0,0.25021936,220,,,0,,False,1,train,0
1183,0.0,387.44176,387.69197,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,30.0,0.8,null,"[20.0, 20.0]",20.0,0.25021936,100,,,0,,False,7,train,1
1184,0.0,387.69197,387.94219,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,0.0,0.8,null,"[20.0, 20.0]",10.0,0.25021936,180,,,0,,False,3,train,0
1185,0.0,387.94219,388.19239,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,0.0,0.8,null,"[20.0, 20.0]",-20.0,0.25020064,192,,,0,,False,5,test,1
1186,0.0,388.19239,388.4426,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,30.0,0.8,null,"[20.0, 20.0]",0.0,0.25020064,9,,,0,,False,9,train,1
1187,0.0,388.4426,388.6928,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-40.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020064,237,,,0,,False,4,train,0
1188,0.0,388.6928,388.943,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-20.0,0.8,null,"[20.0, 20.0]",0.0,0.25020064,49,,,0,,False,8,test,1
1189,0.0,388.943,389.19321,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,20.0,0.8,null,"[20.0, 20.0]",30.0,0.25021186,195,,,0,,False,4,train,2
1190,0.0,389.19321,389.44342,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,40.0,0.8,null,"[20.0, 20.0]",-30.0,0.25021186,25,,,0,,False,6,train,0
1191,0.0,389.44342,389.69363,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-30.0,0.8,null,"[20.0, 20.0]",-10.0,0.25021186,18,,,0,,False,3,train,0
1192,0.0,389.69363,389.94384,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-10.0,0.8,null,"[20.0, 20.0]",10.0,0.25021186,141,,,0,,False,2,test,2
1193,0.0,389.94384,390.19405,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,0.0,0.8,null,"[20.0, 20.0]",30.0,0.25020564,47,,,0,,False,7,train,2
1194,0.0,390.19405,390.44426,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,30.0,0.8,null,"[20.0, 20.0]",30.0,0.25020564,73,,,0,,False,4,train,1
1195,0.0,390.44426,390.69446,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,40.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020564,53,,,0,,False,6,train,0
1196,0.0,390.69446,390.94467,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-20.0,0.8,null,"[20.0, 20.0]",0.0,0.25020564,114,,,0,,False,5,test,2
1197,0.0,390.94467,391.19488,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-40.0,0.8,null,"[20.0, 20.0]",40.0,0.25021686,85,,,0,,False,5,test,0
1198,0.0,391.19488,391.4451,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,0.0,0.8,null,"[20.0, 20.0]",-10.0,0.25021686,183,,,0,,False,4,train,1
1199,0.0,391.4451,391.69532,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,20.0,0.8,null,"[20.0, 20.0]",20.0,0.25021686,215,,,0,,False,7,train,2
1200,0.0,391.69532,391.94553,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-30.0,0.8,null,"[20.0, 20.0]",0.0,0.25021686,61,,,0,,False,3,train,0
1201,0.0,391.94553,392.19574,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-20.0,0.8,null,"[20.0, 20.0]",10.0,0.25020314,103,,,0,,False,5,test,0
1202,0.0,392.19574,392.44594,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,40.0,0.8,null,"[20.0, 20.0]",30.0,0.25020314,166,,,0,,False,4,train,1
1203,0.0,392.44594,392.69614,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,40.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020314,88,,,0,,False,2,test,0
1204,0.0,392.69614,392.94635,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-20.0,0.8,null,"[20.0, 20.0]",-30.0,0.25020314,154,,,0,,False,5,test,1
1205,0.0,392.94635,393.19656,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-10.0,0.8,null,"[20.0, 20.0]",40.0,0.25020936,48,,,0,,False,2,test,0
1206,0.0,393.19656,393.44677,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,0.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020936,177,,,0,,False,4,train,0
1207,0.0,393.44677,393.69697,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,30.0,0.8,null,"[20.0, 20.0]",20.0,0.25020936,100,,,0,,False,8,test,1
1208,0.0,393.69697,393.94718,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,30.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020936,147,,,0,,False,8,test,0
1209,0.0,393.94718,394.19739,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-10.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020814,90,,,0,,False,5,test,2
1210,0.0,394.19739,394.4476,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-10.0,0.8,null,"[20.0, 20.0]",-30.0,0.25020814,19,,,0,,False,8,test,0
1211,0.0,394.4476,394.69781,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,0.0,0.8,null,"[20.0, 20.0]",10.0,0.25020814,180,,,0,,False,4,train,0
1212,0.0,394.69781,394.94802,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,20.0,0.8,null,"[20.0, 20.0]",-20.0,0.25020814,208,,,0,,False,4,train,2
1213,0.0,394.94802,395.19823,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,10.0,0.8,null,"[20.0, 20.0]",0.0,0.25021436,7,,,0,,False,7,train,0
1214,0.0,395.19823,395.44845,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,40.0,0.8,null,"[20.0, 20.0]",-40.0,0.25021436,222,,,0,,False,5,test,2
1215,0.0,395.44845,395.69866,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,40.0,0.8,null,"[20.0, 20.0]",-20.0,0.25021436,80,,,0,,False,5,test,2
1216,0.0,395.69866,395.94887,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,10.0,0.8,null,"[20.0, 20.0]",-30.0,0.25021436,74,,,0,,False,5,test,2
1217,0.0,395.94887,396.19908,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,10.0,0.8,null,"[20.0, 20.0]",30.0,0.25020314,89,,,0,,False,4,train,1
1218,0.0,396.19908,396.44928,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,30.0,0.8,null,"[20.0, 20.0]",-30.0,0.25020314,203,,,0,,False,7,train,2
1219,0.0,396.44928,396.69948,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,10.0,0.8,null,"[20.0, 20.0]",0.0,0.25020314,172,,,0,,False,5,test,1
1220,0.0,396.69948,396.94969,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,40.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020314,136,,,0,,False,5,test,2
1221,0.0,396.94969,397.19991,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,20.0,0.8,null,"[20.0, 20.0]",20.0,0.25021936,215,,,0,,False,8,test,2
1222,0.0,397.19991,397.45013,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,0.0,0.8,null,"[20.0, 20.0]",-40.0,0.25021936,225,,,0,,False,4,train,2
