stimulus_presentation_id,stimulus_block,start_time,stop_time,orientation,size,spatial_frequency,phase,temporal_frequency,contrast,color,Speed,y_position,frame,coherence,stimulus_name,x_position,Dir,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1233,0.0,377.22424,377.47445,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,40.0,null,0.25020448,18,,,0,,False,5,test,1
1234,0.0,377.47445,377.72465,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-30.0,null,0.25020448,80,,,0,,False,7,train,2
1235,0.0,377.72465,377.97485,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,30.0,null,0.25020448,145,,,0,,False,5,test,1
1236,0.0,377.97485,378.22506,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-30.0,null,0.25020448,78,,,0,,False,6,train,0
1237,0.0,378.22506,378.47527,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-20.0,null,0.25021552,167,,,0,,False,4,train,2
1238,0.0,378.47527,378.72549,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,10.0,null,0.25021552,5,,,0,,False,3,train,0
1239,0.0,378.72549,378.97571,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-10.0,null,0.25021552,179,,,0,,False,4,train,0
1240,0.0,378.97571,379.22592,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,30.0,null,0.25021552,6,,,0,,False,5,test,1
1241,0.0,379.22592,379.47612,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-20.0,null,0.25019948,98,,,0,,False,6,train,2
1242,0.0,379.47612,379.72632,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-10.0,null,0.25019948,199,,,0,,False,3,train,2
1243,0.0,379.72632,379.97652,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,40.0,null,0.25019948,68,,,0,,False,7,train,0
1244,0.0,379.97652,380.22672,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-30.0,null,0.25019948,176,,,0,,False,6,train,2
1245,0.0,380.22672,380.47693,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,30.0,null,0.25021302,181,,,0,,False,8,test,2
1246,0.0,380.47693,380.72714,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,40.0,null,0.25021302,74,,,0,,False,4,train,2
1247,0.0,380.72714,380.97736,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,10.0,null,0.25021302,90,,,0,,False,2,test,0
1248,0.0,380.97736,381.22757,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,20.0,null,0.25021302,171,,,0,,False,5,test,0
1249,0.0,381.22757,381.47778,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,40.0,null,0.25020698,103,,,0,,False,3,train,0
1250,0.0,381.47778,381.72798,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,30.0,null,0.25020698,54,,,0,,False,5,test,2
1251,0.0,381.72798,381.97819,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-30.0,null,0.25020698,63,,,0,,False,4,train,0
1252,0.0,381.97819,382.2284,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-20.0,null,0.25020698,236,,,0,,False,3,train,2
1253,0.0,382.2284,382.47861,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,10.0,null,0.25021052,59,,,0,,False,5,test,0
1254,0.0,382.47861,382.72882,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,10.0,null,0.25021052,94,,,0,,False,5,test,2
1255,0.0,382.72882,382.97903,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,30.0,null,0.25021052,17,,,0,,False,5,test,0
1256,0.0,382.97903,383.22924,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-30.0,null,0.25021052,117,,,0,,False,3,train,0
1257,0.0,383.22924,383.47945,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-30.0,null,0.25020698,202,,,0,,False,3,train,0
1258,0.0,383.47945,383.72965,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,40.0,null,0.25020698,70,,,0,,False,4,train,0
1259,0.0,383.72965,383.97986,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,20.0,null,0.25020698,186,,,0,,False,4,train,2
1260,0.0,383.97986,384.23007,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-40.0,null,0.25020698,192,,,0,,False,3,train,2
1261,0.0,384.23007,384.48028,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,20.0,null,0.25020802,211,,,0,,False,3,train,2
1262,0.0,384.48028,384.73048,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-20.0,null,0.25020802,166,,,0,,False,3,train,1
1263,0.0,384.73048,384.98069,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,10.0,null,0.25020802,33,,,0,,False,7,train,0
1264,0.0,384.98069,385.2309,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,30.0,null,0.25020802,235,,,0,,False,4,train,1
1265,0.0,385.2309,385.48111,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-40.0,null,0.25021198,144,,,0,,False,6,train,0
1266,0.0,385.48111,385.73132,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-20.0,null,0.25021198,163,,,0,,False,4,train,2
1267,0.0,385.73132,385.98154,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,40.0,null,0.25021198,106,,,0,,False,4,train,0
1268,0.0,385.98154,386.23175,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-40.0,null,0.25021198,15,,,0,,False,7,train,2
1269,0.0,386.23175,386.48196,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-40.0,null,0.25020802,224,,,0,,False,3,train,1
1270,0.0,386.48196,386.73216,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,0.0,null,0.25020802,157,,,0,,False,4,train,1
1271,0.0,386.73216,386.98237,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-40.0,null,0.25020802,52,,,0,,False,3,train,1
1272,0.0,386.98237,387.23258,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,20.0,null,0.25020802,107,,,0,,False,5,test,1
1273,0.0,387.23258,387.48279,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,0.0,null,0.25020948,61,,,0,,False,7,train,1
1274,0.0,387.48279,387.733,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-40.0,null,0.25020948,56,,,0,,False,8,test,2
1275,0.0,387.733,387.98321,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,0.0,null,0.25020948,243,,,0,,False,3,train,0
1276,0.0,387.98321,388.23342,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-40.0,null,0.25020948,224,,,0,,False,4,train,1
1277,0.0,388.23342,388.48363,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,20.0,null,0.25020802,3,,,0,,False,5,test,1
1278,0.0,388.48363,388.73383,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,30.0,null,0.25020802,120,,,0,,False,6,train,2
1279,0.0,388.73383,388.98404,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-30.0,null,0.25020802,132,,,0,,False,8,test,0
1280,0.0,388.98404,389.23425,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,30.0,null,0.25020802,54,,,0,,False,6,train,2
1281,0.0,389.23425,389.48446,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,30.0,null,0.25020948,57,,,0,,False,7,train,2
1282,0.0,389.48446,389.73467,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,20.0,null,0.25020948,71,,,0,,False,5,test,0
1283,0.0,389.73467,389.98488,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,0.0,null,0.25020948,228,,,0,,False,4,train,2
1284,0.0,389.98488,390.23509,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-40.0,null,0.25020948,42,,,0,,False,6,train,2
1285,0.0,390.23509,390.4853,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,40.0,null,0.25020802,122,,,0,,False,9,train,2
1286,0.0,390.4853,390.7355,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,40.0,null,0.25020802,217,,,0,,False,4,train,2
1287,0.0,390.7355,390.98571,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,40.0,null,0.25020802,174,,,0,,False,7,train,2
1288,0.0,390.98571,391.23592,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,10.0,null,0.25020802,94,,,0,,False,6,train,2
1289,0.0,391.23592,391.48613,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,20.0,null,0.25020948,107,,,0,,False,6,train,1
1290,0.0,391.48613,391.73634,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,0.0,null,0.25020948,61,,,0,,False,8,test,1
1291,0.0,391.73634,391.98655,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-10.0,null,0.25020948,24,,,0,,False,8,test,0
1292,0.0,391.98655,392.23676,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,30.0,null,0.25020948,38,,,0,,False,6,train,2
1293,0.0,392.23676,392.48698,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,20.0,null,0.25021802,147,,,0,,False,6,train,0
1294,0.0,392.48698,392.73719,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,0.0,null,0.25021802,88,,,0,,False,4,train,1
1295,0.0,392.73719,392.98741,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,0.0,null,0.25021802,88,,,0,,False,5,test,1
1296,0.0,392.98741,393.23763,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,10.0,null,0.25021802,198,,,0,,False,5,test,1
1297,0.0,393.23763,393.48783,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,30.0,null,0.25019948,92,,,0,,False,3,train,0
1298,0.0,393.48783,393.73803,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,40.0,null,0.25019948,142,,,0,,False,5,test,0
1299,0.0,393.73803,393.98823,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-10.0,null,0.25019948,238,,,0,,False,1,train,0
1300,0.0,393.98823,394.23843,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,30.0,null,0.25019948,95,,,0,,False,8,test,0
1301,0.0,394.23843,394.48864,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-20.0,null,0.25021552,102,,,0,,False,2,test,0
1302,0.0,394.48864,394.73886,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-10.0,null,0.25021552,203,,,0,,False,6,train,2
1303,0.0,394.73886,394.98908,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-40.0,null,0.25021552,234,,,0,,False,3,train,1
1304,0.0,394.98908,395.23929,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,40.0,null,0.25021552,142,,,0,,False,6,train,0
1305,0.0,395.23929,395.48949,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-30.0,null,0.25020198,25,,,0,,False,8,test,0
1306,0.0,395.48949,395.73969,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-20.0,null,0.25020198,236,,,0,,False,4,train,2
1307,0.0,395.73969,395.9899,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,0.0,null,0.25020198,237,,,0,,False,2,test,1
1308,0.0,395.9899,396.2401,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,20.0,null,0.25020198,211,,,0,,False,4,train,2
1309,0.0,396.2401,396.49031,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-10.0,null,0.25021302,101,,,0,,False,4,train,2
1310,0.0,396.49031,396.74052,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-40.0,null,0.25021302,150,,,0,,False,4,train,0
1311,0.0,396.74052,396.99074,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-20.0,null,0.25021302,76,,,0,,False,5,test,1
1312,0.0,396.99074,397.24095,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,10.0,null,0.25021302,21,,,0,,False,8,test,1
1313,0.0,397.24095,397.49116,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,20.0,null,0.25020698,211,,,0,,False,5,test,2
1314,0.0,397.49116,397.74136,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-10.0,null,0.25020698,113,,,0,,False,4,train,2
1315,0.0,397.74136,397.99157,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,10.0,null,0.25020698,94,,,0,,False,7,train,2
1316,0.0,397.99157,398.24178,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-40.0,null,0.25020698,200,,,0,,False,3,train,1
1317,0.0,398.24178,398.49199,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,40.0,null,0.25021302,83,,,0,,False,1,train,1
1318,0.0,398.49199,398.7422,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,10.0,null,0.25021302,214,,,0,,False,5,test,2
1319,0.0,398.7422,398.99242,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,30.0,null,0.25021302,210,,,0,,False,5,test,2
1320,0.0,398.99242,399.24263,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-10.0,null,0.25021302,87,,,0,,False,5,test,2
1321,0.0,399.24263,399.49284,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-30.0,null,0.25020698,96,,,0,,False,3,train,1
1322,0.0,399.49284,399.74304,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-40.0,null,0.25020698,223,,,0,,False,6,train,0
1323,0.0,399.74304,399.99325,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,0.0,null,0.25020698,28,,,0,,False,5,test,2
1324,0.0,399.99325,400.24346,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-20.0,null,0.25020698,236,,,0,,False,5,test,2
1325,0.0,400.24346,400.49366,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-30.0,null,0.25020552,151,,,0,,False,5,test,2
1326,0.0,400.49366,400.74387,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-40.0,null,0.25020552,158,,,0,,False,3,train,2
1327,0.0,400.74387,400.99408,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-20.0,null,0.25020552,41,,,0,,False,6,train,0
1328,0.0,400.99408,401.24428,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,20.0,null,0.25020552,211,,,0,,False,6,train,2
1329,0.0,401.24428,401.49449,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-10.0,null,0.25020948,238,,,0,,False,2,test,0
1330,0.0,401.49449,401.7447,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-10.0,null,0.25020948,239,,,0,,False,5,test,0
1331,0.0,401.7447,401.99491,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-40.0,null,0.25020948,233,,,0,,False,1,train,0
1332,0.0,401.99491,402.24512,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-10.0,null,0.25020948,115,,,0,,False,4,train,0
1333,0.0,402.24512,402.49534,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,40.0,null,0.25021802,139,,,0,,False,5,test,1
1334,0.0,402.49534,402.74555,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,20.0,null,0.25021802,222,,,0,,False,3,train,2
1335,0.0,402.74555,402.99577,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,10.0,null,0.25021802,206,,,0,,False,3,train,0
1336,0.0,402.99577,403.24599,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-40.0,null,0.25021802,197,,,0,,False,8,test,2
1337,0.0,403.24599,403.49619,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,40.0,null,0.25020198,9,,,0,,False,6,train,2
1338,0.0,403.49619,403.74639,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-20.0,null,0.25020198,10,,,0,,False,6,train,1
1339,0.0,403.74639,403.9966,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,10.0,null,0.25020198,178,,,0,,False,2,test,1
1340,0.0,403.9966,404.2468,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-10.0,null,0.25020198,126,,,0,,False,8,test,1
1341,0.0,404.2468,404.49701,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-40.0,null,0.25021302,35,,,0,,False,7,train,0
1342,0.0,404.49701,404.74722,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-20.0,null,0.25021302,110,,,0,,False,5,test,1
1343,0.0,404.74722,404.99744,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,20.0,null,0.25021302,50,,,0,,False,7,train,2
1344,0.0,404.99744,405.24765,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,30.0,null,0.25021302,190,,,0,,False,4,train,1
1345,0.0,405.24765,405.49786,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,40.0,null,0.25020698,196,,,0,,False,7,train,0
1346,0.0,405.49786,405.74806,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,40.0,null,0.25020698,36,,,0,,False,6,train,1
1347,0.0,405.74806,405.99827,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,40.0,null,0.25020698,9,,,0,,False,7,train,2
1348,0.0,405.99827,406.24848,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,0.0,null,0.25020698,47,,,0,,False,10,train,0
1349,0.0,406.24848,406.49869,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-40.0,null,0.25020802,192,,,0,,False,4,train,2
1350,0.0,406.49869,406.74889,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,30.0,null,0.25020802,112,,,0,,False,6,train,0
1351,0.0,406.74889,406.9991,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-20.0,null,0.25020802,167,,,0,,False,5,test,2
1352,0.0,406.9991,407.24931,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,20.0,null,0.25020802,130,,,0,,False,6,train,0
1353,0.0,407.24931,407.49952,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,20.0,null,0.25020948,213,,,0,,False,3,train,0
1354,0.0,407.49952,407.74973,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-30.0,null,0.25020948,66,,,0,,False,2,test,0
1355,0.0,407.74973,407.99994,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,20.0,null,0.25020948,168,,,0,,False,4,train,1
1356,0.0,407.99994,408.25015,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,40.0,null,0.25020948,68,,,0,,False,8,test,0
1357,0.0,408.25015,408.50036,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,40.0,null,0.25021302,99,,,0,,False,3,train,1
1358,0.0,408.50036,408.75057,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-10.0,null,0.25021302,162,,,0,,False,2,test,1
1359,0.0,408.75057,409.00079,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,40.0,null,0.25021302,125,,,0,,False,8,test,0
1360,0.0,409.00079,409.251,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-10.0,null,0.25021302,162,,,0,,False,3,train,1
1361,0.0,409.251,409.50121,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,20.0,null,0.25020448,107,,,0,,False,7,train,1
