stimulus_presentation_id,stimulus_block,start_time,stop_time,orientation,size,spatial_frequency,phase,temporal_frequency,contrast,color,Speed,y_position,frame,coherence,stimulus_name,x_position,Dir,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1603,0.0,469.80159,470.0518,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-20.0,null,0.25020198,236,,,0,,False,9,train,2
1604,0.0,470.0518,470.302,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,20.0,null,0.25020198,218,,,0,,False,7,train,1
1605,0.0,470.302,470.55221,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,20.0,null,0.25020802,213,,,0,,False,6,train,0
1606,0.0,470.55221,470.80241,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-30.0,null,0.25020802,209,,,0,,False,6,train,1
1607,0.0,470.80241,471.05262,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-40.0,null,0.25020802,72,,,0,,False,7,train,1
1608,0.0,471.05262,471.30283,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,20.0,null,0.25020802,171,,,0,,False,6,train,0
1609,0.0,471.30283,471.55304,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,20.0,null,0.25020948,77,,,0,,False,4,train,2
1610,0.0,471.55304,471.80325,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-40.0,null,0.25020948,219,,,0,,False,2,test,1
1611,0.0,471.80325,472.05346,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,40.0,null,0.25020948,109,,,0,,False,6,train,2
1612,0.0,472.05346,472.30367,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-40.0,null,0.25020948,192,,,0,,False,7,train,2
1613,0.0,472.30367,472.55388,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-30.0,null,0.25021552,66,,,0,,False,4,train,0
1614,0.0,472.55388,472.8041,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-10.0,null,0.25021552,115,,,0,,False,8,test,0
1615,0.0,472.8041,473.05432,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-30.0,null,0.25021552,151,,,0,,False,7,train,2
1616,0.0,473.05432,473.30453,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,40.0,null,0.25021552,139,,,0,,False,6,train,1
1617,0.0,473.30453,473.55473,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-10.0,null,0.25020198,87,,,0,,False,6,train,2
1618,0.0,473.55473,473.80493,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-30.0,null,0.25020198,108,,,0,,False,6,train,2
1619,0.0,473.80493,474.05514,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-10.0,null,0.25020198,137,,,0,,False,10,train,1
1620,0.0,474.05514,474.30534,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-10.0,null,0.25020198,115,,,0,,False,9,train,0
1621,0.0,474.30534,474.55555,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,20.0,null,0.25021052,222,,,0,,False,6,train,2
1622,0.0,474.55555,474.80576,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,20.0,null,0.25021052,50,,,0,,False,8,test,2
1623,0.0,474.80576,475.05597,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-20.0,null,0.25021052,163,,,0,,False,5,test,2
1624,0.0,475.05597,475.30618,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-40.0,null,0.25021052,195,,,0,,False,8,test,1
1625,0.0,475.30618,475.55639,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,20.0,null,0.25021198,227,,,0,,False,10,train,1
1626,0.0,475.55639,475.8066,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-30.0,null,0.25021198,78,,,0,,False,7,train,0
1627,0.0,475.8066,476.05682,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-20.0,null,0.25021198,189,,,0,,False,5,test,2
1628,0.0,476.05682,476.30703,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,0.0,null,0.25021198,7,,,0,,False,6,train,0
1629,0.0,476.30703,476.55723,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,10.0,null,0.25020302,178,,,0,,False,3,train,1
1630,0.0,476.55723,476.80743,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-10.0,null,0.25020302,184,,,0,,False,5,test,1
1631,0.0,476.80743,477.05764,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-40.0,null,0.25020302,234,,,0,,False,5,test,1
1632,0.0,477.05764,477.30784,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-10.0,null,0.25020302,184,,,0,,False,6,train,1
1633,0.0,477.30784,477.55805,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-20.0,null,0.25021198,81,,,0,,False,10,train,2
1634,0.0,477.55805,477.80826,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-30.0,null,0.25021198,187,,,0,,False,5,test,0
1635,0.0,477.80826,478.05848,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-20.0,null,0.25021198,131,,,0,,False,4,train,0
1636,0.0,478.05848,478.30869,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,0.0,null,0.25021198,88,,,0,,False,6,train,1
1637,0.0,478.30869,478.5589,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-40.0,null,0.25021552,223,,,0,,False,7,train,0
1638,0.0,478.5589,478.80912,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,0.0,null,0.25021552,228,,,0,,False,5,test,2
1639,0.0,478.80912,479.05934,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,20.0,null,0.25021552,227,,,0,,False,11,test,1
1640,0.0,479.05934,479.30955,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,10.0,null,0.25021552,53,,,0,,False,5,test,1
1641,0.0,479.30955,479.55975,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,0.0,null,0.25020198,164,,,0,,False,4,train,2
1642,0.0,479.55975,479.80995,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,20.0,null,0.25020198,227,,,0,,False,12,train,1
1643,0.0,479.80995,480.06016,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-40.0,null,0.25020198,200,,,0,,False,5,test,1
1644,0.0,480.06016,480.31036,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-40.0,null,0.25020198,197,,,0,,False,10,train,2
1645,0.0,480.31036,480.56057,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,0.0,null,0.25021052,228,,,0,,False,6,train,2
1646,0.0,480.56057,480.81078,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,20.0,null,0.25021052,215,,,0,,False,5,test,1
1647,0.0,480.81078,481.06099,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-10.0,null,0.25021052,64,,,0,,False,5,test,0
1648,0.0,481.06099,481.3112,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,40.0,null,0.25021052,142,,,0,,False,9,train,0
1649,0.0,481.3112,481.56141,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,10.0,null,0.25020948,33,,,0,,False,10,train,0
1650,0.0,481.56141,481.81162,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-10.0,null,0.25020948,199,,,0,,False,5,test,2
1651,0.0,481.81162,482.06183,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,10.0,null,0.25020948,48,,,0,,False,4,train,2
1652,0.0,482.06183,482.31204,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,0.0,null,0.25020948,7,,,0,,False,7,train,0
1653,0.0,482.31204,482.56225,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-40.0,null,0.25020802,56,,,0,,False,10,train,2
1654,0.0,482.56225,482.81245,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,40.0,null,0.25020802,99,,,0,,False,4,train,1
1655,0.0,482.81245,483.06266,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,30.0,null,0.25020802,119,,,0,,False,4,train,0
1656,0.0,483.06266,483.31287,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-20.0,null,0.25020802,116,,,0,,False,2,test,2
1657,0.0,483.31287,483.56308,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-30.0,null,0.25020698,66,,,0,,False,5,test,0
1658,0.0,483.56308,483.81328,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,40.0,null,0.25020698,196,,,0,,False,8,test,0
1659,0.0,483.81328,484.06349,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,30.0,null,0.25020698,73,,,0,,False,8,test,2
1660,0.0,484.06349,484.3137,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,0.0,null,0.25020698,228,,,0,,False,7,train,2
1661,0.0,484.3137,484.56392,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-10.0,null,0.25022052,203,,,0,,False,7,train,2
1662,0.0,484.56392,484.81414,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,10.0,null,0.25022052,53,,,0,,False,6,train,1
1663,0.0,484.81414,485.06436,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,10.0,null,0.25022052,46,,,0,,False,6,train,2
1664,0.0,485.06436,485.31458,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-40.0,null,0.25022052,195,,,0,,False,9,train,1
1665,0.0,485.31458,485.56478,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,20.0,null,0.25020198,213,,,0,,False,7,train,0
1666,0.0,485.56478,485.81498,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,10.0,null,0.25020198,16,,,0,,False,7,train,2
1667,0.0,485.81498,486.06519,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,0.0,null,0.25020198,177,,,0,,False,7,train,1
1668,0.0,486.06519,486.31539,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,40.0,null,0.25020198,142,,,0,,False,10,train,0
1669,0.0,486.31539,486.5656,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,30.0,null,0.25021552,92,,,0,,False,5,test,0
1670,0.0,486.5656,486.81582,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,0.0,null,0.25021552,156,,,0,,False,8,test,2
1671,0.0,486.81582,487.06604,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,0.0,null,0.25021552,154,,,0,,False,9,train,0
1672,0.0,487.06604,487.31625,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,30.0,null,0.25021552,134,,,0,,False,3,train,2
1673,0.0,487.31625,487.56645,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,20.0,null,0.25020198,85,,,0,,False,6,train,2
1674,0.0,487.56645,487.81665,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,-40.0,null,0.25020198,229,,,0,,False,5,test,2
1675,0.0,487.81665,488.06686,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,10.0,null,0.25020198,100,,,0,,False,5,test,1
1676,0.0,488.06686,488.31706,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,0.0,null,0.25020198,28,,,0,,False,6,train,2
1677,0.0,488.31706,488.56727,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,0.0,null,0.25021052,216,,,0,,False,4,train,2
1678,0.0,488.56727,488.81748,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,10.0,null,0.25021052,51,,,0,,False,9,train,1
1679,0.0,488.81748,489.06769,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-30.0,null,0.25021052,121,,,0,,False,5,test,1
1680,0.0,489.06769,489.3179,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-20.0,null,0.25021052,167,,,0,,False,6,train,2
1681,0.0,489.3179,489.56811,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,30.0,null,0.25020448,6,,,0,,False,6,train,1
1682,0.0,489.56811,489.81831,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,0.0,null,0.25020448,172,,,0,,False,9,train,0
1683,0.0,489.81831,490.06851,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-40.0,null,0.25020448,42,,,0,,False,7,train,2
1684,0.0,490.06851,490.31872,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,20.0,null,0.25020448,13,,,0,,False,6,train,2
1685,0.0,490.31872,490.56893,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,40.0,null,0.25020802,122,,,0,,False,11,test,2
1686,0.0,490.56893,490.81913,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-40.0,null,0.25020802,4,,,0,,False,4,train,0
1687,0.0,490.81913,491.06934,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,20.0,null,0.25020802,3,,,0,,False,8,test,1
1688,0.0,491.06934,491.31955,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,10.0,null,0.25020802,46,,,0,,False,7,train,2
1689,0.0,491.31955,491.56976,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,30.0,null,0.25020948,190,,,0,,False,7,train,1
1690,0.0,491.56976,491.81997,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,20.0,null,0.25020948,171,,,0,,False,7,train,0
1691,0.0,491.81997,492.07018,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,10.0,null,0.25020948,94,,,0,,False,9,train,2
1692,0.0,492.07018,492.32039,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,20.0,null,0.25020948,1,,,0,,False,6,train,2
1693,0.0,492.32039,492.57059,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,-40.0,null,0.25020552,35,,,0,,False,9,train,0
1694,0.0,492.57059,492.8208,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,40.0,null,0.25020552,114,,,0,,False,3,train,2
1695,0.0,492.8208,493.07101,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-30.0,null,0.25020552,96,,,0,,False,5,test,1
1696,0.0,493.07101,493.32121,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,30.0,null,0.25020552,241,,,0,,False,4,train,0
1697,0.0,493.32121,493.57143,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,30.0,null,0.25021448,210,,,0,,False,8,test,2
1698,0.0,493.57143,493.82164,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,20.0,null,0.25021448,77,,,0,,False,5,test,2
1699,0.0,493.82164,494.07185,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,0.0,null,0.25021448,123,,,0,,False,6,train,1
1700,0.0,494.07185,494.32207,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-40.0,null,0.25021448,219,,,0,,False,3,train,1
1701,0.0,494.32207,494.57228,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,20.0,null,0.25021302,141,,,0,,False,7,train,1
1702,0.0,494.57228,494.82249,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,-20.0,null,0.25021302,81,,,0,,False,11,test,2
1703,0.0,494.82249,495.07271,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-10.0,null,0.25021302,188,,,0,,False,7,train,1
1704,0.0,495.07271,495.32292,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,10.0,null,0.25021302,90,,,0,,False,3,train,0
1705,0.0,495.32292,495.57313,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,20.0,null,0.25020448,14,,,0,,False,7,train,2
1706,0.0,495.57313,495.82333,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,10.0,null,0.25020448,214,,,0,,False,6,train,2
1707,0.0,495.82333,496.07353,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,40.0,null,0.25020448,93,,,0,,False,7,train,2
1708,0.0,496.07353,496.32374,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-30.0,null,0.25020448,132,,,0,,False,9,train,0
1709,0.0,496.32374,496.57395,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-40.0,null,0.25021052,158,,,0,,False,5,test,2
1710,0.0,496.57395,496.82416,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-30.0,null,0.25021052,117,,,0,,False,5,test,0
1711,0.0,496.82416,497.07437,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-40.0,null,null,gabors,-30.0,null,0.25021052,121,,,0,,False,6,train,1
1712,0.0,497.07437,497.32458,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,40.0,null,0.25021052,217,,,0,,False,5,test,2
1713,0.0,497.32458,497.57479,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-20.0,null,0.25020698,116,,,0,,False,3,train,2
1714,0.0,497.57479,497.82499,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,40.0,null,0.25020698,217,,,0,,False,6,train,2
1715,0.0,497.82499,498.0752,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,0.0,null,null,gabors,30.0,null,0.25020698,181,,,0,,False,9,train,2
1716,0.0,498.0752,498.32541,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,-30.0,null,0.25020698,63,,,0,,False,7,train,0
1717,0.0,498.32541,498.57562,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,-30.0,null,0.25020802,111,,,0,,False,7,train,2
1718,0.0,498.57562,498.82582,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,10.0,null,0.25020802,94,,,0,,False,10,train,2
1719,0.0,498.82582,499.07603,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,20.0,null,null,gabors,30.0,null,0.25020802,82,,,0,,False,7,train,1
1720,0.0,499.07603,499.32624,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,40.0,null,null,gabors,-20.0,null,0.25020802,110,,,0,,False,7,train,1
1721,0.0,499.32624,499.57645,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,10.0,null,null,gabors,10.0,null,0.25021198,89,,,0,,False,5,test,2
1722,0.0,499.57645,499.82666,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,20.0,null,0.25021198,215,,,0,,False,6,train,1
1723,0.0,499.82666,500.07688,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-20.0,null,0.25021198,160,,,0,,False,6,train,0
1724,0.0,500.07688,500.32709,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,30.0,null,null,gabors,-10.0,null,0.25021198,180,,,0,,False,7,train,0
1725,0.0,500.32709,500.5773,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,30.0,null,0.25021052,38,,,0,,False,10,train,2
1726,0.0,500.5773,500.82751,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-20.0,null,null,gabors,40.0,null,0.25021052,86,,,0,,False,7,train,1
1727,0.0,500.82751,501.07772,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-10.0,null,0.25021052,113,,,0,,False,6,train,2
1728,0.0,501.07772,501.32793,45.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,40.0,null,0.25021052,83,,,0,,False,4,train,1
1729,0.0,501.32793,501.57814,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-30.0,null,null,gabors,-40.0,null,0.25020698,144,,,0,,False,8,test,0
1730,0.0,501.57814,501.82834,0.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,30.0,null,0.25020698,241,,,0,,False,5,test,0
1731,0.0,501.82834,502.07855,90.0,"[20.0, 20.0]",0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,null,-10.0,null,null,gabors,20.0,null,0.25020698,1,,,0,,False,7,train,2
