ecephys_unit_id,area,ephys_effective_n,zhuang_azimuth_grad,zhuang_elevation_grad,garrett_azimuth_grad,garrett_elevation_grad,naive_azimuth_grad,naive_elevation_grad,ephys_azimuth_grad,ephys_elevation_grad
951010667,VISal,2845.068614161507,[28.64521392 48.28567527],[  9.80567279 -17.26322891],[-117.02190614 -126.56276541],[-2.69527581  3.71998003],[-8.94126769 -1.07778264],[ 15.05971468 -30.02465301],[-48.12861112  16.99848794],[-28.19174307  20.32214877]
951010677,VISal,2845.068614161507,[28.64521392 48.28567527],[  9.80567279 -17.26322891],[-117.02190614 -126.56276541],[-2.69527581  3.71998003],[-8.94126769 -1.07778264],[ 15.05971468 -30.02465301],[-48.12861112  16.99848794],[-28.19174307  20.32214877]
951010689,VISal,2845.068614161507,[28.64521392 48.28567527],[  9.80567279 -17.26322891],[-117.02190614 -126.56276541],[-2.69527581  3.71998003],[-8.94126769 -1.07778264],[ 15.05971468 -30.02465301],[-48.12861112  16.99848794],[-28.19174307  20.32214877]
951010710,VISal,2793.330562796924,[28.00666326 45.40021421],[  5.56114803 -10.32705491],[-123.32005644 -132.38803148],[-3.0125458   3.28414935],[-7.24003527 -0.853272  ],[ 15.77864671 -30.12503016],[-48.75594363  17.78058563],[-28.62556568  21.52259367]
951010719,VISal,2793.330562796924,[28.00666326 45.40021421],[  5.56114803 -10.32705491],[-123.32005644 -132.38803148],[-3.0125458   3.28414935],[-7.24003527 -0.853272  ],[ 15.77864671 -30.12503016],[-48.75594363  17.78058563],[-28.62556568  21.52259367]
951010732,VISal,2793.330562796924,[28.00666326 45.40021421],[  5.56114803 -10.32705491],[-123.32005644 -132.38803148],[-3.0125458   3.28414935],[-7.24003527 -0.853272  ],[ 15.77864671 -30.12503016],[-48.75594363  17.78058563],[-28.62556568  21.52259367]
951010743,VISal,2766.6305386682307,[27.71969519 43.94211627],[ 3.7225941  -7.13310855],[-126.69499381 -135.42952796],[-3.18562752  3.0501027 ],[-6.37531024 -0.7474716 ],[ 16.11883754 -30.15636025],[-49.09995796  18.24542083],[-28.85972895  22.1531742 ]
951010753,VISal,2766.6305386682307,[27.71969519 43.94211627],[ 3.7225941  -7.13310855],[-126.69499381 -135.42952796],[-3.18562752  3.0501027 ],[-6.37531024 -0.7474716 ],[ 16.11883754 -30.15636025],[-49.09995796  18.24542083],[-28.85972895  22.1531742 ]
951010782,VISal,2741.842565821287,[27.51778458 42.5470295 ],[ 2.54496167 -5.02874413],[-127.71484841 -136.01729782],[-2.27799965  4.13434405],[-5.50867508 -0.70255546],[ 16.53699953 -30.30941135],[-49.40706305  18.63196637],[-29.08654829  22.76263201]
951010825,VISal,2688.7580054761306,[27.59364438 39.29678867],[ 0.89644884 -1.90494631],[-127.7045049  -134.73310577],[0.58445623 7.57703118],[-3.87983613 -0.22368858],[ 17.24806686 -30.4384488 ],[-50.04221972  19.53966642],[-29.54588536  24.01060206]
951010840,VISal,2688.7580054761306,[27.59364438 39.29678867],[ 0.89644884 -1.90494631],[-127.7045049  -134.73310577],[0.58445623 7.57703118],[-3.87983613 -0.22368858],[ 17.24806686 -30.4384488 ],[-50.04221972  19.53966642],[-29.54588536  24.01060206]
951010880,VISal,2688.7580054761306,[27.59364438 39.29678867],[ 0.89644884 -1.90494631],[-127.7045049  -134.73310577],[0.58445623 7.57703118],[-3.87983613 -0.22368858],[ 17.24806686 -30.4384488 ],[-50.04221972  19.53966642],[-29.54588536  24.01060206]
951010924,VISal,2688.7580054761306,[27.59364438 39.29678867],[ 0.89644884 -1.90494631],[-127.7045049  -134.73310577],[0.58445623 7.57703118],[-3.87983613 -0.22368858],[ 17.24806686 -30.4384488 ],[-50.04221972  19.53966642],[-29.54588536  24.01060206]
951010954,VISal,2601.5270809883077,[27.67818727 34.70219571],[ 0.11534636 -0.27597525],[-127.92067293 -132.75029576],[ 4.12313252 11.81099242],[-1.90147027  1.96246937],[ 17.94136847 -30.11506025],[-50.87034806  20.99662533],[-30.13355569  25.7815579 ]
951011010,VISal,2601.5270809883077,[27.67818727 34.70219571],[ 0.11534636 -0.27597525],[-127.92067293 -132.75029576],[ 4.12313252 11.81099242],[-1.90147027  1.96246937],[ 17.94136847 -30.11506025],[-50.87034806  20.99662533],[-30.13355569  25.7815579 ]
951011054,VISal,2459.1245213226816,[25.75086631 28.91119527],[ 0.00083894 -0.0027541 ],[nan nan],[nan nan],[1.58163024 5.09315735],[ 19.07484846 -29.78238425],[-52.23816304  23.60919001],[-31.07821172  28.67795461]
951011087,VISal,2374.405530801362,[26.69188535 21.11489166],[ 3.99688332e-06 -4.72277742e-05],[nan nan],[nan nan],[3.76254138 6.75138878],[ 19.69794204 -29.64433418],[-53.06156516  25.32923681],[-31.62466694  30.38970345]
951011143,VISal,2345.518455243326,[27.43903997 17.65311049],[-4.20959347e-07 -9.31693082e-06],[nan nan],[nan nan],[4.49195835 7.3263209 ],[ 19.86240256 -29.56428912],[-53.34403832  25.96283237],[-31.80330279  30.96044845]
951011245,VISal,2220.4297219494124,[28.83427088  5.28812753],[0. 0.],[nan nan],[nan nan],[7.11466337 9.80342489],[ 22.06707323 -29.37672173],[-54.83117425  29.19531409],[-32.73020398  33.79793145]
951011256,VISal,2220.4297219494124,[28.83427088  5.28812753],[0. 0.],[nan nan],[nan nan],[7.11466337 9.80342489],[ 22.06707323 -29.37672173],[-54.83117425  29.19531409],[-32.73020398  33.79793145]
951011290,VISal,2171.6151066357143,[26.87442486  2.94659463],[0. 0.],[nan nan],[nan nan],[ 8.06527301 10.64146784],[ 23.87307869 -29.48849524],[-55.50184495  30.63263038],[-33.15187071  35.04310111]
951011302,VISal,2171.6151066357143,[26.87442486  2.94659463],[0. 0.],[nan nan],[nan nan],[ 8.06527301 10.64146784],[ 23.87307869 -29.48849524],[-55.50184495  30.63263038],[-33.15187071  35.04310111]
951011387,VISal,2057.3361892129415,[16.3590341  -1.25066674],[0. 0.],[nan nan],[nan nan],[10.31404545 12.54439152],[ 29.32943422 -29.77443669],[-57.1080568   34.39599947],[-34.11600142  37.91213032]
951011537,VISal,3564.0733136962663,[ 11.75817236 106.43433347],[26.20928732 -3.84050594],[7.45588554 0.20692201],[1.63541959 9.41457139],[-32.48235783   1.2052823 ],[  1.06814395 -24.60528047],[-34.12383751  18.8581783 ],[-21.89809469  -1.3630206 ]
951011686,VISal,2571.7644170190897,[27.43741726 33.54258071],[ 0.03812922 -0.09727597],[nan nan],[nan nan],[-1.24265479  2.7214216 ],[ 18.13030151 -29.97041148],[-51.15446864  21.53851596],[-30.32655795  26.37294075]
951015317,VISal,2962.8128927247003,[-6.74851346 58.83128571],[ 13.88544291 -23.00451494],[8.78229565 0.30078535],[1.20286808 8.68798688],[-37.1212608   26.33157381],[-40.99162226  -5.88075308],[-38.78620905  32.93313776],[-28.29681256   2.77696488]
951015347,VISal,2913.021994046533,[-8.73000521 55.99053933],[ 16.52108484 -28.87831421],[ 8.24716301 -0.29888473],[1.121274   8.52782927],[-37.52895031  29.8043748 ],[-40.46348994  -5.7650908 ],[-39.85110232  33.06259309],[-28.6739962    3.79175805]
951015357,VISal,2897.5648140600238,[-9.40376812 56.3615247 ],[ 16.90044762 -29.86435912],[ 8.09348687 -0.47951886],[1.09695709 8.48015218],[-37.66799631  30.89944022],[-40.28841198  -5.71636751],[-40.18365603  33.09935731],[-28.79022291   4.1077015 ]
951015388,VISal,2897.5648140600238,[-9.40376812 56.3615247 ],[ 16.90044762 -29.86435912],[ 8.09348687 -0.47951886],[1.09695709 8.48015218],[-37.66799631  30.89944022],[-40.28841198  -5.71636751],[-40.18365603  33.09935731],[-28.79022291   4.1077015 ]
951015410,VISal,2897.5648140600238,[-9.40376812 56.3615247 ],[ 16.90044762 -29.86435912],[ 8.09348687 -0.47951886],[1.09695709 8.48015218],[-37.66799631  30.89944022],[-40.28841198  -5.71636751],[-40.18365603  33.09935731],[-28.79022291   4.1077015 ]
951015442,VISal,2913.021994046533,[-8.73000521 55.99053933],[ 16.52108484 -28.87831421],[ 8.24716301 -0.29888473],[1.121274   8.52782927],[-37.52895031  29.8043748 ],[-40.46348994  -5.7650908 ],[-39.85110232  33.06259309],[-28.6739962    3.79175805]
951015554,VISal,2768.324669787273,[-11.99343659  61.93147176],[ 16.59629186 -29.77945835],[ 4.26455319 -4.8033406 ],[0.86274305 8.13219364],[-39.03284492  40.33275593],[-38.73975085  -5.02741104],[-42.95632341  33.36696678],[-29.75147973   6.74480015]
951015564,VISal,2768.324669787273,[-11.99343659  61.93147176],[ 16.59629186 -29.77945835],[ 4.26455319 -4.8033406 ],[0.86274305 8.13219364],[-39.03284492  40.33275593],[-38.73975085  -5.02741104],[-42.95632341  33.36696678],[-29.75147973   6.74480015]
951015572,VISal,2665.8984697945016,[-6.33564435 25.35590811],[ 13.27823493 -26.15102497],[ -2.03613981 -11.65970319],[0.64223019 7.9845734 ],[-39.72713323  46.59301197],[-36.83938839  -4.14330785],[-44.91990715  33.48302965],[-30.43793716   8.71708806]
951015641,VISal,2717.8745095576687,[-10.14369906  45.84044631],[ 15.45119171 -28.61109924],[ 0.96846872 -8.36000607],[0.74803713 8.04906143],[-39.5867696   44.04709292],[-38.24314719  -4.63861954],[-43.98921691  33.48648757],[-30.12991297   7.75013414]
951015652,VISal,2623.814826800055,[-4.06797344 13.42462047],[ 10.50288803 -23.87175   ],[ -4.62145135 -14.42022332],[0.55106218 7.93331272],[-39.61755448  48.21294842],[-35.7965673   -3.77165752],[-45.56889679  33.52072044],[-30.68801106   9.45067398]
951015658,VISal,2642.7836096552687,[-5.05455262 18.53774428],[ 11.82507634 -24.95062255],[ -3.0641255  -12.81841253],[0.60531419 7.96789433],[-39.65723979  47.47384503],[-36.28507245  -3.94590344],[-45.27296481  33.50762416],[-30.57635079   9.11814595]
951015671,VISal,2665.8984697945016,[-6.33564435 25.35590811],[ 13.27823493 -26.15102497],[ -2.03613981 -11.65970319],[0.64223019 7.9845734 ],[-39.72713323  46.59301197],[-36.83938839  -4.14330785],[-44.91990715  33.48302965],[-30.43793716   8.71708806]
951015687,VISal,2642.7836096552687,[-5.05455262 18.53774428],[ 11.82507634 -24.95062255],[ -3.0641255  -12.81841253],[0.60531419 7.96789433],[-39.65723979  47.47384503],[-36.28507245  -3.94590344],[-45.27296481  33.50762416],[-30.57635079   9.11814595]
951015702,VISal,2717.8745095576687,[-10.14369906  45.84044631],[ 15.45119171 -28.61109924],[ 0.96846872 -8.36000607],[0.74803713 8.04906143],[-39.5867696   44.04709292],[-38.24314719  -4.63861954],[-43.98921691  33.48648757],[-30.12991297   7.75013414]
951015708,VISal,2623.814826800055,[-4.06797344 13.42462047],[ 10.50288803 -23.87175   ],[ -4.62145135 -14.42022332],[0.55106218 7.93331272],[-39.61755448  48.21294842],[-35.7965673   -3.77165752],[-45.56889679  33.52072044],[-30.68801106   9.45067398]
951015802,VISal,2549.4496189629845,[-0.69259407  3.06672318],[  5.24072136 -21.79173927],[-11.46766134 -21.41053226],[0.30569328 7.77766851],[-39.58558228  51.22289575],[-33.70101472  -2.98983889],[-46.75745633  33.53573664],[-31.11674996  10.77296211]
951015810,VISal,2508.6822995668654,[0.50156311 1.004271  ],[  3.18237766 -23.79394015],[-14.9326643  -24.99562256],[0.17513243 7.7028273 ],[-39.61462933  52.91411874],[-32.53044564  -2.51306016],[-47.40706839  33.54146314],[-31.35215593  11.50049107]
951015832,VISal,2604.8073239477494,[-3.13059776  9.80999551],[  9.07851616 -22.89004675],[ -6.34274378 -16.17072951],[0.49062112 7.89396385],[-39.58024051  48.95560237],[-35.31081895  -3.59335291],[-45.86398694  33.53489764],[-30.80031816   9.78355544]
951015882,VISal,2526.052102844983,[-0.10591498  1.75340886],[  3.98448647 -22.69102185],[-13.21271938 -23.22362231],[0.23986307 7.74176097],[-39.53299969  52.12964788],[-33.16682341  -2.76280605],[-47.10436856  33.56822188],[-31.25988555  11.1765999 ]
951015904,VISal,2508.6822995668654,[0.50156311 1.004271  ],[  3.18237766 -23.79394015],[-14.9326643  -24.99562256],[0.17513243 7.7028273 ],[-39.61462933  52.91411874],[-32.53044564  -2.51306016],[-47.40706839  33.54146314],[-31.35215593  11.50049107]
951015921,VISal,2508.6822995668654,[0.50156311 1.004271  ],[  3.18237766 -23.79394015],[-14.9326643  -24.99562256],[0.17513243 7.7028273 ],[-39.61462933  52.91411874],[-32.53044564  -2.51306016],[-47.40706839  33.54146314],[-31.35215593  11.50049107]
951015951,VISal,2489.39988473521,[0.97618076 0.44993433],[  2.50228822 -25.27541375],[-16.64831184 -26.70225   ],[0.10458754 7.65783898],[-39.59415195  53.68198167],[-32.06427056  -2.30593886],[-47.69618146  33.56331488],[-31.46905561  11.83588174]
951015969,VISal,2470.0787499064627,[ 1.48680792 -0.0111258 ],[  1.98211857 -26.78356899],[-18.98655834 -28.87765966],[1.11289031e-03 7.57778251e+00],[-39.57604591  54.45339515],[-31.60085227  -2.09475887],[-47.9844527   33.58624755],[-31.58660214  12.17162583]
951015977,VISal,2470.0787499064627,[ 1.48680792 -0.0111258 ],[  1.98211857 -26.78356899],[-18.98655834 -28.87765966],[1.11289031e-03 7.57778251e+00],[-39.57604591  54.45339515],[-31.60085227  -2.09475887],[-47.9844527   33.58624755],[-31.58660214  12.17162583]
951015989,VISal,2470.0787499064627,[ 1.48680792 -0.0111258 ],[  1.98211857 -26.78356899],[-18.98655834 -28.87765966],[1.11289031e-03 7.57778251e+00],[-39.57604591  54.45339515],[-31.60085227  -2.09475887],[-47.9844527   33.58624755],[-31.58660214  12.17162583]
951016028,VISal,2450.718895080624,[ 2.0042127  -0.51828488],[  1.48654894 -28.29688285],[-21.37173108 -31.1065516 ],[-0.10263875  7.50327623],[-39.56031122  55.22835919],[-31.14019078  -1.87952019],[-48.27188209  33.61026114],[-31.70479551  12.50772333]
951016085,VISal,2433.0974118214112,[ 2.81550409 -1.26555623],[  1.22727061 -29.33182982],[-24.09924236 -33.65081654],[-0.22195699  7.41188702],[-39.65735463  56.03590868],[-30.5217322   -1.60339282],[-48.56910996  33.59052838],[-31.80127037  12.83391167]
951016119,VISal,2389.894760911019,[ 4.49772483 -3.62359193],[  0.57259321 -31.23801938],[-28.91106504 -38.21032861],[-0.4435255   7.25323428],[-39.61630787  57.75845628],[-29.55858257  -1.11444638],[-49.19377042  33.65945781],[-32.07003802  13.57771119]
951016211,VISal,2314.4458307795726,[ 10.40734404 -13.57563536],[  0.28912054 -32.21917518],[-39.46989649 -47.78490596],[-1.00551684  6.77533169],[-39.78120426  60.2912057 ],[-27.41240287  -0.06338073],[-50.24873077  33.68917141],[-32.44031591  14.86380524]
951016247,VISal,2314.4458307795726,[ 10.40734404 -13.57563536],[  0.28912054 -32.21917518],[-39.46989649 -47.78490596],[-1.00551684  6.77533169],[-39.78120426  60.2912057 ],[-27.41240287  -0.06338073],[-50.24873077  33.68917141],[-32.44031591  14.86380524]
951016288,VISal,2250.8744247124946,[ 14.80981416 -24.10610151],[  0.49281729 -30.92091707],[-48.33960748 -55.61425329],[-1.54910161  6.27426756],[-39.62249578  59.96342416],[-25.65408419   0.6005273 ],[-50.78575493  33.73882968],[-32.5133993   15.75954383]
951016307,VISal,2250.8744247124946,[ 14.80981416 -24.10610151],[  0.49281729 -30.92091707],[-48.33960748 -55.61425329],[-1.54910161  6.27426756],[-39.62249578  59.96342416],[-25.65408419   0.6005273 ],[-50.78575493  33.73882968],[-32.5133993   15.75954383]
951016318,VISal,2230.4990994775094,[ 15.74531883 -26.86497588],[  0.69182708 -29.93981463],[-50.87609668 -57.891186  ],[-1.7130004   6.12319236],[-39.54228282  59.85080792],[-25.15005554   0.79077629],[-50.95025895  33.76864976],[-32.54228875  16.04483301]
951016326,VISal,2230.4990994775094,[ 15.74531883 -26.86497588],[  0.69182708 -29.93981463],[-50.87609668 -57.891186  ],[-1.7130004   6.12319236],[-39.54228282  59.85080792],[-25.15005554   0.79077629],[-50.95025895  33.76864976],[-32.54228875  16.04483301]
951016345,VISal,2230.4990994775094,[ 15.74531883 -26.86497588],[  0.69182708 -29.93981463],[-50.87609668 -57.891186  ],[-1.7130004   6.12319236],[-39.54228282  59.85080792],[-25.15005554   0.79077629],[-50.95025895  33.76864976],[-32.54228875  16.04483301]
951016410,VISal,2186.7198253901815,[ 16.93427203 -31.33573967],[  1.60742276 -25.90124717],[-56.89536485 -63.2019298 ],[-2.13362213  5.71329175],[-39.45473637  59.63225598],[-23.94164262   1.26267433],[-51.31494423  33.81296586],[-32.59221821  16.67476264]
951016448,VISal,2121.9820328126348,[ 16.96142773 -34.78533225],[  3.87776158 -16.26551062],[-66.12218178 -71.01772951],[-2.86506959  4.95063071],[-39.27792605  59.29770115],[-22.27507816   1.92306036],[-51.83629864  33.91157995],[-32.67677263  17.60946165]
951016465,VISal,2101.2786613715807,[ 16.73672562 -35.29286689],[  4.78024636 -12.47236351],[-68.93151293 -73.34835273],[-3.08783274  4.71512963],[-39.19262195  59.18317991],[-21.79685538   2.11231879],[-51.99639555  33.95516885],[-32.70888832  17.90570846]
951016957,VISal,2717.8745095576687,[-10.14369906  45.84044631],[ 15.45119171 -28.61109924],[ 0.96846872 -8.36000607],[0.74803713 8.04906143],[-39.5867696   44.04709292],[-38.24314719  -4.63861954],[-43.98921691  33.48648757],[-30.12991297   7.75013414]
951016964,VISal,2717.8745095576687,[-10.14369906  45.84044631],[ 15.45119171 -28.61109924],[ 0.96846872 -8.36000607],[0.74803713 8.04906143],[-39.5867696   44.04709292],[-38.24314719  -4.63861954],[-43.98921691  33.48648757],[-30.12991297   7.75013414]
951017017,VISal,2450.718895080624,[ 2.0042127  -0.51828488],[  1.48654894 -28.29688285],[-21.37173108 -31.1065516 ],[-0.10263875  7.50327623],[-39.56031122  55.22835919],[-31.14019078  -1.87952019],[-48.27188209  33.61026114],[-31.70479551  12.50772333]
951017028,VISal,2314.4458307795726,[ 10.40734404 -13.57563536],[  0.28912054 -32.21917518],[-39.46989649 -47.78490596],[-1.00551684  6.77533169],[-39.78120426  60.2912057 ],[-27.41240287  -0.06338073],[-50.24873077  33.68917141],[-32.44031591  14.86380524]
951017169,VISal,2314.4458307795726,[ 10.40734404 -13.57563536],[  0.28912054 -32.21917518],[-39.46989649 -47.78490596],[-1.00551684  6.77533169],[-39.78120426  60.2912057 ],[-27.41240287  -0.06338073],[-50.24873077  33.68917141],[-32.44031591  14.86380524]
951019737,VISrl,1443.8029337214634,[ 38.56693408 -48.98175692],[0. 0.],[ 9.89919607 -4.71935017],[0.00163395 0.02651747],[ -3.76189721 -25.43823418],[-7.40718295  7.63293417],[-86.27261865 -24.32601279],[15.29211345 -0.62083149]
951019756,VISrl,1459.3561679898232,[ 34.57300271 -43.27956734],[0. 0.],[ 9.89808743 -4.76445288],[0.00289207 0.04056884],[ -4.33507757 -24.03196386],[-9.02739297  9.178185  ],[-82.39012957 -22.57442972],[17.42134904  0.23754611]
951019954,VISrl,1526.5550617547317,[ 49.25110547 -24.29365645],[0.88295821 2.11996606],[ 9.85191284 -4.47433748],[0.10810767 0.88765458],[-13.05305418  -9.74695662],[-12.86464753  17.79210099],[-34.29953477   4.87649601],[38.81628116 12.15238905]
951019962,VISrl,1520.413271494879,[ 45.63802712 -34.43722873],[0.00583763 0.01495126],[ 9.78259975 -4.7863414 ],[0.04900344 0.43153661],[-10.77077359 -14.00334448],[-13.66210006  16.56878332],[-44.21290627  -1.4074979 ],[35.69005578  9.65314428]
951019973,VISrl,1527.0148382800328,[ 49.09147502 -25.14081346],[0.50674694 1.22941982],[ 9.8311008  -4.52608836],[0.0991505  0.81923318],[-12.79844852 -10.4501501 ],[-13.16971105  17.69443837],[-34.80789837   4.26905395],[38.99345517 11.97081631]
951020047,VISrl,1523.5980238769318,[ 46.64395881 -21.86030307],[ 8.89017397 21.90779131],[ 9.99194872 -4.08994269],[0.18703707 1.47074705],[-15.02275245  -5.67484748],[-10.71235494  18.34318511],[-28.14311265   9.52994011],[38.72714739 13.65379632]
951020115,VISrl,1521.395681881662,[ 45.66694522 -16.18692072],[13.71826891 34.80973035],[10.11683034 -3.8321699 ],[0.24484982 1.90624316],[-15.97655523  -3.73503466],[-9.56052516 18.40735381],[-24.35570554  12.02316268],[38.96782135 14.48043679]
951020123,VISrl,1521.395681881662,[ 45.66694522 -16.18692072],[13.71826891 34.80973035],[10.11683034 -3.8321699 ],[0.24484982 1.90624316],[-15.97655523  -3.73503466],[-9.56052516 18.40735381],[-24.35570554  12.02316268],[38.96782135 14.48043679]
951020160,VISrl,1518.6704670567146,[45.7214784 -9.1965612],[16.04535705 41.63991212],[10.2804516  -3.53151277],[0.30037498 2.34371   ],[-16.82156081  -1.91780664],[-8.41845015 18.29459779],[-20.45819596  14.45973983],[39.32503324 15.29648386]
951020184,VISrl,1517.2384960806626,[46.06183491 -7.64838852],[16.41379471 42.49699591],[10.32836385 -3.45026915],[0.31813493 2.48020253],[-17.01381948  -1.27847048],[-8.02027211 18.12287471],[-19.25329237  15.24062283],[39.42534008 15.55463418]
951020218,VISrl,1510.4927017609393,[46.80946629 -4.57174189],[16.81391907 43.54893138],[10.48772267 -3.1682093 ],[0.37364888 2.91373156],[-17.48080116   0.61314707],[-6.47096706 17.85604789],[-16.64173304  16.93847377],[39.31317008 16.14144448]
951020227,VISrl,1491.8220980488877,[49.24293189 -1.5800015 ],[16.23998634 41.1790421 ],[10.76708337 -2.71396505],[0.48172654 3.75743502],[-17.6317079    4.01448701],[-3.05510025 17.35568471],[-14.81705919  18.47118485],[38.00484511 16.69175214]
951020253,VISrl,1487.9298510552987,[49.61410487 -1.05967258],[15.74221671 39.72246315],[10.83816664 -2.60581131],[0.50007226 3.93333705],[-17.63946668   4.67006684],[-2.36313163 17.23296149],[-14.41703848  18.78074222],[37.74635496 16.80085739]
951020303,VISrl,1487.9298510552987,[49.61410487 -1.05967258],[15.74221671 39.72246315],[10.83816664 -2.60581131],[0.50007226 3.93333705],[-17.63946668   4.67006684],[-2.36313163 17.23296149],[-14.41703848  18.78074222],[37.74635496 16.80085739]
951020363,VISrl,1468.2722049559243,[50.03081334 -0.25844035],[11.34616556 28.65545193],[11.18007317 -2.09708639],[0.58647558 4.77905923],[-17.53991011   7.71959966],[ 1.01455682 16.48922381],[-12.34564946  20.28348889],[36.50918106 17.31852838]
951020371,VISrl,1468.2722049559243,[50.03081334 -0.25844035],[11.34616556 28.65545193],[11.18007317 -2.09708639],[0.58647558 4.77905923],[-17.53991011   7.71959966],[ 1.01455682 16.48922381],[-12.34564946  20.28348889],[36.50918106 17.31852838]
951020393,VISrl,1463.5954779751687,[ 4.98254252e+01 -3.07658514e-02],[10.56115667 26.88201724],[11.25282512 -1.99029576],[0.60394322 4.95599879],[-17.49450758   8.27939158],[ 1.64276276 16.34083611],[-11.92858539  20.58420108],[36.23219262 17.42662268]
951020425,VISrl,1458.4236038665008,[49.49089492  0.34008472],[10.00870386 25.74227862],[11.32586658 -1.88374162],[0.62125851 5.13311836],[-17.43241919   8.78284421],[ 2.18478942 16.2071572 ],[-11.53832544  20.87518003],[35.93889871 17.53755051]
951020433,VISrl,1448.646778293501,[49.12824946  1.40296645],[10.06816233 26.38295257],[11.45470722 -1.69962816],[0.65252787 5.45124883],[-17.26204869   9.66033446],[ 3.12188735 15.91523338],[-10.78398491  21.41389805],[35.42053537 17.74356853]
951020443,VISrl,1448.646778293501,[49.12824946  1.40296645],[10.06816233 26.38295257],[11.45470722 -1.69962816],[0.65252787 5.45124883],[-17.26204869   9.66033446],[ 3.12188735 15.91523338],[-10.78398491  21.41389805],[35.42053537 17.74356853]
951020470,VISrl,1438.8292891342594,[49.02037427  2.51966217],[11.18180653 29.76162673],[11.57905107 -1.52421871],[0.68102564 5.75928188],[-17.06406026  10.50399703],[ 4.0308946  15.61233995],[-9.9229354  21.97561035],[34.94139807 17.95939535]
951020507,VISrl,1390.8288427460907,[48.50210643 -0.61955008],[14.82801787 43.60157566],[12.0783708  -0.84121794],[0.73915303 6.86107882],[-15.05895041  14.30695374],[ 7.35323703 15.11210084],[-7.92027457 23.07452425],[33.10082159 18.64476667]
951020515,VISrl,1378.3329716550807,[48.38923367 -2.50904915],[14.60635002 44.4338779 ],[12.18265157 -0.70794558],[0.74689228 7.08728697],[-14.39768086  15.14232627],[ 7.96888358 15.04670689],[-7.61593857 23.21376054],[32.64897318 18.77095692]
951020535,VISrl,1359.6159044444057,[48.31976433 -4.56112064],[13.98616067 44.73006071],[12.36418115 -0.47110047],[0.7512558  7.44191103],[-13.46753083  16.50751665],[ 9.02006814 15.13782246],[-7.04570694 23.44216154],[31.96171461 18.97103628]
951020572,VISrl,1323.7724830242323,[47.73291146 -2.14914197],[11.5998884  40.21647446],[12.65951209 -0.06442567],[0.73113935 7.92516588],[-11.58460173  18.8627186 ],[10.73229885 15.39098017],[-5.8116307  23.91017109],[30.6448917  19.32490015]
951020603,VISrl,1301.4022135513928,[47.44670424  1.53165651],[ 8.62202919 31.41877113],[12.81446928  0.14189424],[0.69516939 8.1471097 ],[-10.38680378  20.25681275],[11.71147412 15.67355961],[-4.9195617  24.22634263],[29.81794974 19.53635909]
951020788,VISrl,1448.646778293501,[49.12824946  1.40296645],[10.06816233 26.38295257],[11.45470722 -1.69962816],[0.65252787 5.45124883],[-17.26204869   9.66033446],[ 3.12188735 15.91523338],[-10.78398491  21.41389805],[35.42053537 17.74356853]
951020795,VISrl,1422.604494887394,[49.08707651  3.12903859],[13.53211985 37.00238124],[11.77164633 -1.25566872],[0.71727074 6.21658966],[-16.59407265  11.83970308],[ 5.39202563 15.21319335],[-8.64000663 22.73577173],[34.25702945 18.28648412]
951020824,VISrl,1306.6681802517933,[47.53130244  0.61219418],[ 9.45519311 34.01669611],[12.76937406  0.08001495],[0.70814185 8.09290775],[-10.63608643  19.86022764],[11.40275838 15.54436346],[-5.15802583 24.14757291],[30.01644073 19.47952499]
951020912,VISrl,1487.9298510552987,[49.61410487 -1.05967258],[15.74221671 39.72246315],[10.83816664 -2.60581131],[0.50007226 3.93333705],[-17.63946668   4.67006684],[-2.36313163 17.23296149],[-14.41703848  18.78074222],[37.74635496 16.80085739]
