stimulus_presentation_id,stimulus_block,start_time,stop_time,size,spatial_frequency,y_position,coherence,phase,stimulus_name,color,Dir,orientation,Speed,contrast,x_position,temporal_frequency,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
935,0.0,302.49936,302.74957,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-40.0,4.0,null,0.25021732,186,,,0,,False,3,train,1
936,0.0,302.74957,302.99979,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-20.0,4.0,null,0.25021732,135,,,0,,False,6,train,2
937,0.0,302.99979,303.24999,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-40.0,4.0,null,0.25020268,119,,,0,,False,3,train,0
938,0.0,303.24999,303.5002,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,30.0,4.0,null,0.25020268,204,,,0,,False,4,train,0
939,0.0,303.5002,303.7504,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-20.0,4.0,null,0.25020268,162,,,0,,False,4,train,0
940,0.0,303.7504,304.0006,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-30.0,4.0,null,0.25020268,11,,,0,,False,6,train,2
941,0.0,304.0006,304.25081,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-30.0,4.0,null,0.25020982,6,,,0,,False,2,test,0
942,0.0,304.25081,304.50102,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,40.0,4.0,null,0.25020982,40,,,0,,False,5,test,0
943,0.0,304.50102,304.75123,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,20.0,4.0,null,0.25020982,67,,,0,,False,6,train,0
944,0.0,304.75123,305.00144,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,0.0,4.0,null,0.25020982,215,,,0,,False,3,train,2
945,0.0,305.00144,305.25165,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,20.0,4.0,null,0.25020768,175,,,0,,False,7,train,2
946,0.0,305.25165,305.50186,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,30.0,4.0,null,0.25020768,4,,,0,,False,6,train,2
947,0.0,305.50186,305.75206,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-40.0,4.0,null,0.25020768,222,,,0,,False,2,test,2
948,0.0,305.75206,306.00227,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-10.0,4.0,null,0.25020768,27,,,0,,False,8,test,1
949,0.0,306.00227,306.25248,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-10.0,4.0,null,0.25021232,121,,,0,,False,3,train,2
950,0.0,306.25248,306.5027,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,0.0,4.0,null,0.25021232,180,,,0,,False,4,train,0
951,0.0,306.5027,306.75291,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-10.0,4.0,null,0.25021232,226,,,0,,False,3,train,0
952,0.0,306.75291,307.00312,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-30.0,4.0,null,0.25021232,168,,,0,,False,2,test,1
953,0.0,307.00312,307.25333,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-20.0,4.0,null,0.25020768,36,,,0,,False,4,train,1
954,0.0,307.25333,307.50354,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,10.0,4.0,null,0.25020768,196,,,0,,False,2,test,1
955,0.0,307.50354,307.75374,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,40.0,4.0,null,0.25020768,208,,,0,,False,3,train,0
956,0.0,307.75374,308.00395,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,30.0,4.0,null,0.25020768,235,,,0,,False,3,train,1
957,0.0,308.00395,308.25416,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-30.0,4.0,null,0.25021232,64,,,0,,False,5,test,2
958,0.0,308.25416,308.50438,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-20.0,4.0,null,0.25021232,242,,,0,,False,1,train,2
959,0.0,308.50438,308.75459,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-20.0,4.0,null,0.25021232,135,,,0,,False,7,train,2
960,0.0,308.75459,309.0048,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,20.0,4.0,null,0.25021232,25,,,0,,False,4,train,0
961,0.0,309.0048,309.255,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,20.0,4.0,null,0.25020268,216,,,0,,False,3,train,2
962,0.0,309.255,309.50521,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,20.0,4.0,null,0.25020268,173,,,0,,False,3,train,2
963,0.0,309.50521,309.75541,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-20.0,4.0,null,0.25020268,78,,,0,,False,4,train,1
964,0.0,309.75541,310.00561,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,20.0,4.0,null,0.25020268,172,,,0,,False,5,test,0
965,0.0,310.00561,310.25582,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,20.0,4.0,null,0.25020982,184,,,0,,False,2,test,0
966,0.0,310.25582,310.50603,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,40.0,4.0,null,0.25020982,105,,,0,,False,3,train,0
967,0.0,310.50603,310.75624,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,40.0,4.0,null,0.25020982,176,,,0,,False,1,train,0
968,0.0,310.75624,311.00645,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,30.0,4.0,null,0.25020982,101,,,0,,False,5,test,2
969,0.0,311.00645,311.25666,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,10.0,4.0,null,0.25020768,104,,,0,,False,6,train,1
970,0.0,311.25666,311.50687,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-20.0,4.0,null,0.25020768,95,,,0,,False,3,train,0
971,0.0,311.50687,311.75707,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,20.0,4.0,null,0.25020768,60,,,0,,False,2,test,1
972,0.0,311.75707,312.00728,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,40.0,4.0,null,0.25020768,46,,,0,,False,3,train,1
973,0.0,312.00728,312.25749,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,40.0,4.0,null,0.25020732,200,,,0,,False,2,test,2
974,0.0,312.25749,312.5077,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,10.0,4.0,null,0.25020732,218,,,0,,False,5,test,1
975,0.0,312.5077,312.7579,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-10.0,4.0,null,0.25020732,32,,,0,,False,7,train,1
976,0.0,312.7579,313.00811,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,40.0,4.0,null,0.25020732,147,,,0,,False,2,test,0
977,0.0,313.00811,313.25832,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,0.0,4.0,null,0.25021268,98,,,0,,False,2,test,1
978,0.0,313.25832,313.50854,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-40.0,4.0,null,0.25021268,230,,,0,,False,4,train,2
979,0.0,313.50854,313.75875,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,30.0,4.0,null,0.25021268,117,,,0,,False,6,train,2
980,0.0,313.75875,314.00896,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,0.0,4.0,null,0.25021268,140,,,0,,False,2,test,2
981,0.0,314.00896,314.25917,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,20.0,4.0,null,0.25021232,240,,,0,,False,1,train,2
982,0.0,314.25917,314.50939,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-40.0,4.0,null,0.25021232,132,,,0,,False,6,train,0
983,0.0,314.50939,314.7596,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-20.0,4.0,null,0.25021232,145,,,0,,False,4,train,1
984,0.0,314.7596,315.00981,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-20.0,4.0,null,0.25021232,145,,,0,,False,5,test,1
985,0.0,315.00981,315.26002,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,0.0,4.0,null,0.25020768,75,,,0,,False,5,test,2
986,0.0,315.26002,315.51023,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,40.0,4.0,null,0.25020768,170,,,0,,False,3,train,1
987,0.0,315.51023,315.76043,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-20.0,4.0,null,0.25020768,51,,,0,,False,5,test,1
988,0.0,315.76043,316.01064,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-40.0,4.0,null,0.25020768,125,,,0,,False,5,test,1
989,0.0,316.01064,316.26085,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,20.0,4.0,null,0.25020732,214,,,0,,False,1,train,0
990,0.0,316.26085,316.51106,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,20.0,4.0,null,0.25020732,133,,,0,,False,6,train,1
991,0.0,316.51106,316.76126,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,30.0,4.0,null,0.25020732,8,,,0,,False,5,test,0
992,0.0,316.76126,317.01147,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,0.0,4.0,null,0.25020732,212,,,0,,False,5,test,0
993,0.0,317.01147,317.26168,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,10.0,4.0,null,0.25020768,123,,,0,,False,5,test,1
994,0.0,317.26168,317.51189,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,10.0,4.0,null,0.25020768,113,,,0,,False,4,train,0
995,0.0,317.51189,317.76209,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-20.0,4.0,null,0.25020768,62,,,0,,False,7,train,0
996,0.0,317.76209,318.0123,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,10.0,4.0,null,0.25020768,65,,,0,,False,3,train,2
997,0.0,318.0123,318.26252,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,30.0,4.0,null,0.25022232,37,,,0,,False,4,train,1
998,0.0,318.26252,318.51275,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-30.0,4.0,null,0.25022232,160,,,0,,False,4,train,1
999,0.0,318.51275,318.76297,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,30.0,4.0,null,0.25022232,164,,,0,,False,6,train,0
1000,0.0,318.76297,319.01319,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,10.0,4.0,null,0.25022232,238,,,0,,False,3,train,0
1001,0.0,319.01319,319.26339,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-30.0,4.0,null,0.25019768,243,,,0,,False,0,train,0
1002,0.0,319.26339,319.51359,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,30.0,4.0,null,0.25019768,197,,,0,,False,3,train,2
1003,0.0,319.51359,319.76378,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-30.0,4.0,null,0.25019768,124,,,0,,False,5,test,2
1004,0.0,319.76378,320.01398,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-30.0,4.0,null,0.25019768,3,,,0,,False,3,train,2
1005,0.0,320.01398,320.2642,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,20.0,4.0,null,0.25021982,202,,,0,,False,4,train,1
1006,0.0,320.2642,320.51442,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,0.0,4.0,null,0.25021982,82,,,0,,False,6,train,2
1007,0.0,320.51442,320.76464,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,0.0,4.0,null,0.25021982,180,,,0,,False,5,test,0
1008,0.0,320.76464,321.01486,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-40.0,4.0,null,0.25021982,210,,,0,,False,6,train,0
1009,0.0,321.01486,321.26506,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,0.0,4.0,null,0.25020018,98,,,0,,False,3,train,1
1010,0.0,321.26506,321.51526,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,30.0,4.0,null,0.25020018,198,,,0,,False,2,test,1
1011,0.0,321.51526,321.76546,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-20.0,4.0,null,0.25020018,182,,,0,,False,2,test,0
1012,0.0,321.76546,322.01566,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-40.0,4.0,null,0.25020018,55,,,0,,False,5,test,1
1013,0.0,322.01566,322.26587,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-40.0,4.0,null,0.25020982,210,,,0,,False,7,train,0
1014,0.0,322.26587,322.51608,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,20.0,4.0,null,0.25020982,33,,,0,,False,2,test,1
1015,0.0,322.51608,322.76629,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-20.0,4.0,null,0.25020982,100,,,0,,False,3,train,2
1016,0.0,322.76629,323.0165,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-10.0,4.0,null,0.25020982,85,,,0,,False,2,test,0
1017,0.0,323.0165,323.26671,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-20.0,4.0,null,0.25021018,157,,,0,,False,4,train,0
1018,0.0,323.26671,323.51692,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,0.0,4.0,null,0.25021018,215,,,0,,False,4,train,2
1019,0.0,323.51692,323.76713,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-40.0,4.0,null,0.25021018,222,,,0,,False,3,train,2
1020,0.0,323.76713,324.01734,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,40.0,4.0,null,0.25021018,30,,,0,,False,3,train,2
1021,0.0,324.01734,324.26754,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,20.0,4.0,null,0.25020232,216,,,0,,False,4,train,2
1022,0.0,324.26754,324.51775,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-40.0,4.0,null,0.25020232,118,,,0,,False,4,train,2
1023,0.0,324.51775,324.76795,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,40.0,4.0,null,0.25020232,136,,,0,,False,3,train,1
1024,0.0,324.76795,325.01815,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-30.0,4.0,null,0.25020232,49,,,0,,False,4,train,0
1025,0.0,325.01815,325.26836,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,10.0,4.0,null,0.25021268,129,,,0,,False,4,train,1
1026,0.0,325.26836,325.51858,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-20.0,4.0,null,0.25021268,100,,,0,,False,4,train,2
1027,0.0,325.51858,325.76879,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-10.0,4.0,null,0.25021268,226,,,0,,False,4,train,0
1028,0.0,325.76879,326.019,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,0.0,4.0,null,0.25021268,237,,,0,,False,1,train,1
1029,0.0,326.019,326.26921,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-30.0,4.0,null,0.25021232,220,,,0,,False,1,train,1
1030,0.0,326.26921,326.51943,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,0.0,4.0,null,0.25021232,5,,,0,,False,4,train,0
1031,0.0,326.51943,326.76964,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,30.0,4.0,null,0.25021232,197,,,0,,False,4,train,2
1032,0.0,326.76964,327.01985,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-10.0,4.0,null,0.25021232,7,,,0,,False,4,train,0
1033,0.0,327.01985,327.27005,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,0.0,4.0,null,0.25020268,190,,,0,,False,4,train,1
1034,0.0,327.27005,327.52026,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,40.0,4.0,null,0.25020268,136,,,0,,False,4,train,1
1035,0.0,327.52026,327.77046,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,10.0,4.0,null,0.25020268,195,,,0,,False,2,test,2
1036,0.0,327.77046,328.02066,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,0.0,4.0,null,0.25020268,90,,,0,,False,6,train,1
1037,0.0,328.02066,328.27088,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-10.0,4.0,null,0.25021982,73,,,0,,False,4,train,0
1038,0.0,328.27088,328.5211,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,20.0,4.0,null,0.25021982,67,,,0,,False,7,train,0
1039,0.0,328.5211,328.77132,"[20.0, 20.0]",0.08,30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,30.0,4.0,null,0.25021982,159,,,0,,False,5,test,0
1040,0.0,328.77132,329.02154,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,40.0,4.0,null,0.25021982,239,,,0,,False,2,test,2
1041,0.0,329.02154,329.27174,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,20.0,4.0,null,0.25020268,225,,,0,,False,5,test,2
1042,0.0,329.27174,329.52195,"[20.0, 20.0]",0.08,20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-20.0,4.0,null,0.25020268,36,,,0,,False,5,test,1
1043,0.0,329.52195,329.77215,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-20.0,4.0,null,0.25020268,39,,,0,,False,4,train,1
1044,0.0,329.77215,330.02235,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-20.0,4.0,null,0.25020268,51,,,0,,False,6,train,1
1045,0.0,330.02235,330.27257,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,0.0,4.0,null,0.25021982,140,,,0,,False,3,train,2
1046,0.0,330.27257,330.52279,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-40.0,4.0,null,0.25021982,186,,,0,,False,4,train,1
1047,0.0,330.52279,330.77301,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,20.0,4.0,null,0.25021982,33,,,0,,False,3,train,1
1048,0.0,330.77301,331.02323,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,20.0,4.0,null,0.25021982,175,,,0,,False,8,test,2
1049,0.0,331.02323,331.27342,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-20.0,4.0,null,0.25019518,68,,,0,,False,4,train,1
1050,0.0,331.27342,331.52362,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,40.0,4.0,null,0.25019518,50,,,0,,False,5,test,1
1051,0.0,331.52362,331.77382,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-30.0,4.0,null,0.25019518,193,,,0,,False,2,test,1
1052,0.0,331.77382,332.02401,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-10.0,4.0,null,0.25019518,73,,,0,,False,5,test,0
1053,0.0,332.02401,332.27423,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-40.0,4.0,null,0.25022232,34,,,0,,False,5,test,0
1054,0.0,332.27423,332.52446,"[20.0, 20.0]",0.08,-20.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,20.0,4.0,null,0.25022232,38,,,0,,False,3,train,1
1055,0.0,332.52446,332.77468,"[20.0, 20.0]",0.08,40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,40.0,4.0,null,0.25022232,200,,,0,,False,3,train,2
1056,0.0,332.77468,333.0249,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,10.0,4.0,null,0.25022232,48,,,0,,False,5,test,2
1057,0.0,333.0249,333.2751,"[20.0, 20.0]",0.08,-30.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,20.0,4.0,null,0.25019768,33,,,0,,False,4,train,1
1058,0.0,333.2751,333.5253,"[20.0, 20.0]",0.08,-10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,20.0,4.0,null,0.25019768,236,,,0,,False,1,train,0
1059,0.0,333.5253,333.77549,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-40.0,4.0,null,0.25019768,42,,,0,,False,4,train,1
1060,0.0,333.77549,334.02569,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,-20.0,4.0,null,0.25019768,63,,,0,,False,3,train,2
1061,0.0,334.02569,334.27591,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,null,0.8,-40.0,4.0,null,0.25021482,211,,,0,,False,2,test,0
1062,0.0,334.27591,334.52612,"[20.0, 20.0]",0.08,10.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,20.0,4.0,null,0.25021482,133,,,0,,False,7,train,1
1063,0.0,334.52612,334.77633,"[20.0, 20.0]",0.08,0.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,45.0,null,0.8,-40.0,4.0,null,0.25021482,86,,,0,,False,5,test,1
1064,0.0,334.77633,335.02655,"[20.0, 20.0]",0.08,-40.0,null,"[3644.93333333, 3644.93333333]",gabors,null,null,90.0,null,0.8,20.0,4.0,null,0.25021482,216,,,0,,False,5,test,2
