stimulus_presentation_id,stimulus_block,start_time,stop_time,spatial_frequency,stimulus_name,Speed,temporal_frequency,phase,orientation,y_position,x_position,size,Dir,color,coherence,contrast,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
597,0.0,224.37241,224.62263,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,30.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022368,223,,,0,,False,0,train,1
598,0.0,224.62263,224.87285,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,20.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022368,73,,,0,,False,1,train,2
599,0.0,224.87285,225.12308,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,40.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022368,18,,,0,,False,2,test,1
600,0.0,225.12308,225.3733,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,20.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022368,87,,,0,,False,3,train,0
601,0.0,225.3733,225.6235,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,30.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019632,77,,,0,,False,4,train,2
602,0.0,225.6235,225.87369,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-30.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019632,142,,,0,,False,2,test,1
603,0.0,225.87369,226.12389,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-30.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019632,224,,,0,,False,0,train,0
604,0.0,226.12389,226.37409,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,40.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019632,28,,,0,,False,3,train,0
605,0.0,226.37409,226.6243,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-40.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,154,,,0,,False,2,test,1
606,0.0,226.6243,226.87451,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,120,,,0,,False,1,train,1
607,0.0,226.87451,227.12473,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,10.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,220,,,0,,False,2,test,1
608,0.0,227.12473,227.37494,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-20.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,74,,,0,,False,2,test,1
609,0.0,227.37494,227.62515,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,30.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,56,,,0,,False,1,train,1
610,0.0,227.62515,227.87535,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-40.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,178,,,0,,False,2,test,1
611,0.0,227.87535,228.12556,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,30.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,20,,,0,,False,1,train,0
612,0.0,228.12556,228.37577,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-30.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,69,,,0,,False,3,train,1
613,0.0,228.37577,228.62599,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-30.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021868,143,,,0,,False,3,train,0
614,0.0,228.62599,228.8762,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,30.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021868,70,,,0,,False,3,train,0
615,0.0,228.8762,229.12642,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-40.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021868,154,,,0,,False,3,train,1
616,0.0,229.12642,229.37664,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,20.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021868,182,,,0,,False,3,train,0
617,0.0,229.37664,229.62684,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-20.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019882,193,,,0,,False,2,test,2
618,0.0,229.62684,229.87704,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,0.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019882,92,,,0,,False,5,test,2
619,0.0,229.87704,230.12724,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-40.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019882,206,,,0,,False,2,test,0
620,0.0,230.12724,230.37744,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,10.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019882,217,,,0,,False,1,train,0
621,0.0,230.37744,230.62765,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,137,,,0,,False,3,train,0
622,0.0,230.62765,230.87786,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-40.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,225,,,0,,False,0,train,2
623,0.0,230.87786,231.12807,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-30.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,139,,,0,,False,2,test,2
624,0.0,231.12807,231.37828,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,30.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,130,,,0,,False,3,train,0
625,0.0,231.37828,231.62849,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,40.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020622,144,,,0,,False,3,train,1
626,0.0,231.62849,231.87869,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-40.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020622,225,,,0,,False,1,train,2
627,0.0,231.87869,232.14558,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,20.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.26688663,226,,,0,,False,0,train,2
628,0.0,232.14558,232.39579,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,10.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020622,176,,,0,,False,2,test,2
629,0.0,232.39579,232.646,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021618,115,,,0,,False,3,train,1
630,0.0,232.646,232.89622,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021618,85,,,0,,False,2,test,1
631,0.0,232.89622,233.14644,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,0.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021618,41,,,0,,False,5,test,2
632,0.0,233.14644,233.39665,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,40.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021618,113,,,0,,False,2,test,2
633,0.0,233.39665,233.64685,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-10.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020132,163,,,0,,False,1,train,2
634,0.0,233.64685,233.89705,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,10.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020132,176,,,0,,False,3,train,2
635,0.0,233.89705,234.14726,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-20.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020132,67,,,0,,False,3,train,2
636,0.0,234.14726,234.39746,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,30.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020132,77,,,0,,False,5,test,2
637,0.0,234.39746,234.64767,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,0.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021618,32,,,0,,False,3,train,2
638,0.0,234.64767,234.89789,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,30.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021618,103,,,0,,False,4,train,2
639,0.0,234.89789,235.14811,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-10.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021618,86,,,0,,False,3,train,0
640,0.0,235.14811,235.39832,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021618,46,,,0,,False,2,test,0
641,0.0,235.39832,235.64853,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-30.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020382,227,,,0,,False,0,train,1
642,0.0,235.64853,235.89873,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-20.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020382,177,,,0,,False,2,test,1
643,0.0,235.89873,236.14893,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-20.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020382,177,,,0,,False,3,train,1
644,0.0,236.14893,236.39914,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-10.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020382,163,,,0,,False,2,test,2
645,0.0,236.39914,236.64936,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,10.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022083,17,,,0,,False,5,test,0
646,0.0,236.64936,236.89958,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-20.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022083,74,,,0,,False,3,train,1
647,0.0,236.89958,237.16648,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,40.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.26690222,113,,,0,,False,3,train,2
648,0.0,237.16648,237.4167,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,20.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022083,87,,,0,,False,4,train,0
649,0.0,237.4167,237.65022,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,20.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.23351414,208,,,0,,False,1,train,1
650,0.0,237.65022,237.90041,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-10.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019372,166,,,0,,False,4,train,2
651,0.0,237.90041,238.1506,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-40.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019372,191,,,0,,False,1,train,0
652,0.0,238.1506,238.4008,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-20.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019372,101,,,0,,False,2,test,0
653,0.0,238.4008,238.65102,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022368,115,,,0,,False,4,train,1
654,0.0,238.65102,238.90124,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,20.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022368,183,,,0,,False,4,train,2
655,0.0,238.90124,239.15147,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-40.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022368,151,,,0,,False,2,test,0
656,0.0,239.15147,239.40169,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,10.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022368,64,,,0,,False,2,test,1
657,0.0,239.40169,239.65189,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,0.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019382,196,,,0,,False,1,train,2
658,0.0,239.65189,239.90208,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,10.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019382,169,,,0,,False,2,test,0
659,0.0,239.90208,240.15227,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,0.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019382,222,,,0,,False,1,train,1
660,0.0,240.15227,240.40247,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-10.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019382,167,,,0,,False,1,train,2
661,0.0,240.40247,240.65268,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-20.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,170,,,0,,False,1,train,2
662,0.0,240.65268,240.90288,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-10.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,19,,,0,,False,5,test,0
663,0.0,240.90288,241.15309,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-40.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,191,,,0,,False,2,test,0
664,0.0,241.15309,241.4033,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-20.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,135,,,0,,False,1,train,0
665,0.0,241.4033,241.65351,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,0.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,93,,,0,,False,4,train,2
666,0.0,241.65351,241.90372,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,30.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,56,,,0,,False,2,test,1
667,0.0,241.90372,242.15394,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,148,,,0,,False,2,test,1
668,0.0,242.15394,242.40415,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,0.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021132,27,,,0,,False,3,train,1
669,0.0,242.40415,242.65437,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-40.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021868,204,,,0,,False,2,test,1
670,0.0,242.65437,242.90458,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,0.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021868,129,,,0,,False,2,test,1
671,0.0,242.90458,243.1548,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,0.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021868,211,,,0,,False,3,train,2
672,0.0,243.1548,243.40502,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,0.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021868,110,,,0,,False,1,train,1
673,0.0,243.40502,243.65523,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-20.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020382,51,,,0,,False,1,train,0
674,0.0,243.65523,243.90543,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-20.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020382,161,,,0,,False,3,train,2
675,0.0,243.90543,244.15563,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-30.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020382,50,,,0,,False,4,train,2
676,0.0,244.15563,244.40584,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-10.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020382,228,,,0,,False,0,train,0
677,0.0,244.40584,244.65605,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,89,,,0,,False,2,test,1
678,0.0,244.65605,244.90625,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-20.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,156,,,0,,False,1,train,0
679,0.0,244.90625,245.15646,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-20.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,157,,,0,,False,1,train,1
680,0.0,245.15646,245.40667,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020868,120,,,0,,False,2,test,1
681,0.0,245.40667,245.65688,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,30.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,223,,,0,,False,1,train,1
682,0.0,245.65688,245.90708,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-20.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,145,,,0,,False,2,test,0
683,0.0,245.90708,246.15729,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,10.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,217,,,0,,False,2,test,0
684,0.0,246.15729,246.4075,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-30.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,43,,,0,,False,2,test,2
685,0.0,246.4075,246.6577,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020368,137,,,0,,False,4,train,0
686,0.0,246.6577,246.9079,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-30.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020368,201,,,0,,False,2,test,0
687,0.0,246.9079,247.15811,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,20.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020368,226,,,0,,False,1,train,2
688,0.0,247.15811,247.40831,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,30.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020368,30,,,0,,False,1,train,2
689,0.0,247.40831,247.65853,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,0.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021382,29,,,0,,False,6,train,0
690,0.0,247.65853,247.90874,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,40.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021382,152,,,0,,False,2,test,2
691,0.0,247.90874,248.15895,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-10.0,-10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021382,86,,,0,,False,4,train,0
692,0.0,248.15895,248.40917,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,20.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021382,127,,,0,,False,2,test,1
693,0.0,248.40917,248.65938,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,40.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,229,,,0,,False,0,train,1
694,0.0,248.65938,248.90959,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-40.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,202,,,0,,False,2,test,2
695,0.0,248.90959,249.1598,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-30.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,132,,,0,,False,2,test,1
696,0.0,249.1598,249.41001,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-10.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021118,187,,,0,,False,1,train,0
697,0.0,249.41001,249.66022,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-20.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,49,,,0,,False,2,test,1
698,0.0,249.66022,249.91042,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-30.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,132,,,0,,False,3,train,1
699,0.0,249.91042,250.16063,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,20.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,127,,,0,,False,3,train,1
700,0.0,250.16063,250.41084,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-40.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,209,,,0,,False,1,train,0
701,0.0,250.41084,250.66106,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-30.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021868,224,,,0,,False,1,train,0
702,0.0,250.66106,250.91127,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-20.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021868,156,,,0,,False,2,test,0
703,0.0,250.91127,251.16149,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,0.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021868,72,,,0,,False,3,train,1
704,0.0,251.16149,251.41171,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,20.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021868,71,,,0,,False,4,train,0
705,0.0,251.41171,251.66191,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-30.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019632,8,,,0,,False,3,train,2
706,0.0,251.66191,251.9121,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-30.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019632,143,,,0,,False,4,train,0
707,0.0,251.9121,252.1623,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019632,48,,,0,,False,2,test,1
708,0.0,252.1623,252.4125,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,40.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019632,168,,,0,,False,3,train,2
709,0.0,252.4125,252.66272,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,40.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022118,121,,,0,,False,3,train,2
710,0.0,252.66272,252.91294,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,20.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022118,73,,,0,,False,2,test,2
711,0.0,252.91294,253.16316,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-20.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022118,26,,,0,,False,5,test,2
712,0.0,253.16316,253.41338,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,10.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25022118,106,,,0,,False,3,train,2
713,0.0,253.41338,253.66358,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-30.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019882,139,,,0,,False,3,train,2
714,0.0,253.66358,253.91378,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,10.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019882,23,,,0,,False,4,train,1
715,0.0,253.91378,254.16398,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,0.0,0.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019882,80,,,0,,False,4,train,2
716,0.0,254.16398,254.41418,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-10.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25019882,19,,,0,,False,6,train,0
717,0.0,254.41418,254.66439,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-10.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,148,,,0,,False,3,train,1
718,0.0,254.66439,254.9146,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-40.0,-30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,209,,,0,,False,2,test,0
719,0.0,254.9146,255.16482,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,-20.0,-20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,35,,,0,,False,4,train,2
720,0.0,255.16482,255.41503,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",90.0,20.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021368,138,,,0,,False,2,test,2
721,0.0,255.41503,255.66524,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-40.0,30.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,154,,,0,,False,4,train,1
722,0.0,255.66524,255.91544,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-30.0,10.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,153,,,0,,False,2,test,0
723,0.0,255.91544,256.16565,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,10.0,-40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,186,,,0,,False,3,train,0
724,0.0,256.16565,256.41586,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",45.0,-20.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25020632,66,,,0,,False,5,test,1
725,0.0,256.41586,256.66607,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,10.0,20.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021618,15,,,0,,False,3,train,0
726,0.0,256.66607,256.91629,0.08,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.0,-10.0,40.0,"[20.0, 20.0]",null,null,null,0.8,null,0.25021618,60,,,0,,False,1,train,0
