stimulus_presentation_id,stimulus_block,start_time,stop_time,orientation,phase,temporal_frequency,spatial_frequency,y_position,contrast,size,x_position,frame,color,stimulus_name,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
809,0.0,275.68955,275.93975,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020114,135,,,0,,False,2,test,0
810,0.0,275.93975,276.18996,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020114,19,,,0,,False,5,test,0
811,0.0,276.18996,276.44016,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020114,188,,,0,,False,2,test,0
812,0.0,276.44016,276.69036,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25020114,142,,,0,,False,4,train,1
813,0.0,276.69036,276.94058,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021886,101,,,0,,False,4,train,2
814,0.0,276.94058,277.1908,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25021886,7,,,0,,False,5,test,0
815,0.0,277.1908,277.44101,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25021886,119,,,0,,False,5,test,0
816,0.0,277.44101,277.69123,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25021886,224,,,0,,False,3,train,2
817,0.0,277.69123,277.94143,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020114,135,,,0,,False,3,train,0
818,0.0,277.94143,278.19164,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25020114,73,,,0,,False,4,train,0
819,0.0,278.19164,278.44184,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020114,221,,,0,,False,1,train,2
820,0.0,278.44184,278.69204,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25020114,202,,,0,,False,1,train,2
821,0.0,278.69204,278.94224,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25020386,41,,,0,,False,3,train,2
822,0.0,278.94224,279.19245,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25020386,165,,,0,,False,6,train,0
823,0.0,279.19245,279.44265,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020386,121,,,0,,False,4,train,2
824,0.0,279.44265,279.69285,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25020386,53,,,0,,False,4,train,1
825,0.0,279.69285,279.94306,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25021114,75,,,0,,False,5,test,1
826,0.0,279.94306,280.19328,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25021114,62,,,0,,False,4,train,2
827,0.0,280.19328,280.44349,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25021114,106,,,0,,False,4,train,2
828,0.0,280.44349,280.6937,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25021114,182,,,0,,False,3,train,2
829,0.0,280.6937,280.94391,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25021136,186,,,0,,False,1,train,0
830,0.0,280.94391,281.19412,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021136,127,,,0,,False,3,train,1
831,0.0,281.19412,281.44433,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25021136,71,,,0,,False,1,train,0
832,0.0,281.44433,281.69454,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25021136,226,,,0,,False,2,test,2
833,0.0,281.69454,281.94475,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25020364,137,,,0,,False,2,test,2
834,0.0,281.94475,282.19495,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25020364,50,,,0,,False,2,test,2
835,0.0,282.19495,282.44515,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25020364,156,,,0,,False,4,train,1
836,0.0,282.44515,282.69536,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25020364,78,,,0,,False,6,train,0
837,0.0,282.69536,282.94557,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25021636,186,,,0,,False,2,test,0
838,0.0,282.94557,283.19579,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25021636,202,,,0,,False,2,test,2
839,0.0,283.19579,283.44601,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25021636,100,,,0,,False,2,test,0
840,0.0,283.44601,283.69622,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25021636,62,,,0,,False,5,test,2
841,0.0,283.69622,283.94643,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25020364,1,,,0,,False,3,train,1
842,0.0,283.94643,284.19663,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020364,217,,,0,,False,4,train,0
843,0.0,284.19663,284.44683,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25020364,146,,,0,,False,2,test,0
844,0.0,284.44683,284.69704,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020364,177,,,0,,False,1,train,2
845,0.0,284.69704,284.94726,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25022136,38,,,0,,False,6,train,0
846,0.0,284.94726,285.19748,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25022136,31,,,0,,False,1,train,0
847,0.0,285.19748,285.4477,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25022136,239,,,0,,False,0,train,2
848,0.0,285.4477,285.69792,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25022136,238,,,0,,False,1,train,1
849,0.0,285.69792,285.94812,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25019864,51,,,0,,False,2,test,2
850,0.0,285.94812,286.19832,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25019864,67,,,0,,False,2,test,2
851,0.0,286.19832,286.44852,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25019864,36,,,0,,False,4,train,1
852,0.0,286.44852,286.69872,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25019864,179,,,0,,False,2,test,1
853,0.0,286.69872,286.94893,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25021136,236,,,0,,False,1,train,0
854,0.0,286.94893,287.19914,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25021136,29,,,0,,False,4,train,0
855,0.0,287.19914,287.44935,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25021136,159,,,0,,False,3,train,2
856,0.0,287.44935,287.69956,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25021136,82,,,0,,False,3,train,0
857,0.0,287.69956,287.94977,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020364,219,,,0,,False,1,train,1
858,0.0,287.94977,288.19997,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020364,17,,,0,,False,6,train,2
859,0.0,288.19997,288.45017,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25020364,56,,,0,,False,3,train,0
860,0.0,288.45017,288.70038,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25020364,129,,,0,,False,4,train,2
861,0.0,288.70038,288.9506,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25022136,94,,,0,,False,5,test,1
862,0.0,288.9506,289.20082,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25022136,144,,,0,,False,4,train,0
863,0.0,289.20082,289.45104,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25022136,41,,,0,,False,4,train,2
864,0.0,289.45104,289.70126,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25022136,36,,,0,,False,5,test,1
865,0.0,289.70126,289.95146,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25019864,168,,,0,,False,2,test,0
866,0.0,289.95146,290.20166,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25019864,40,,,0,,False,4,train,2
867,0.0,290.20166,290.45186,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25019864,162,,,0,,False,2,test,2
868,0.0,290.45186,290.70206,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25019864,221,,,0,,False,2,test,2
869,0.0,290.70206,290.95227,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25021136,19,,,0,,False,6,train,0
870,0.0,290.95227,291.20248,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25021136,56,,,0,,False,4,train,0
871,0.0,291.20248,291.45269,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25021136,69,,,0,,False,3,train,2
872,0.0,291.45269,291.7029,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25021136,182,,,0,,False,4,train,2
873,0.0,291.7029,291.95311,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020614,240,,,0,,False,0,train,2
874,0.0,291.95311,292.20332,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25020614,81,,,0,,False,4,train,0
875,0.0,292.20332,292.45352,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020614,148,,,0,,False,3,train,1
876,0.0,292.45352,292.70373,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020614,43,,,0,,False,4,train,2
877,0.0,292.70373,292.95394,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25021136,183,,,0,,False,1,train,0
878,0.0,292.95394,293.20415,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25021136,12,,,0,,False,6,train,0
879,0.0,293.20415,293.45436,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25021136,33,,,0,,False,4,train,1
880,0.0,293.45436,293.70457,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25021136,149,,,0,,False,3,train,2
881,0.0,293.70457,293.95478,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25020614,211,,,0,,False,3,train,1
882,0.0,293.95478,294.20499,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25020614,66,,,0,,False,3,train,1
883,0.0,294.20499,294.45519,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25020614,169,,,0,,False,3,train,2
884,0.0,294.45519,294.7054,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020614,151,,,0,,False,2,test,2
885,0.0,294.7054,294.95562,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25021886,238,,,0,,False,2,test,1
886,0.0,294.95562,295.20584,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021886,151,,,0,,False,3,train,2
887,0.0,295.20584,295.45605,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25021886,45,,,0,,False,5,test,2
888,0.0,295.45605,295.70627,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021886,133,,,0,,False,5,test,2
889,0.0,295.70627,295.95647,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25019864,236,,,0,,False,2,test,0
890,0.0,295.95647,296.20667,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25019864,28,,,0,,False,2,test,0
891,0.0,296.20667,296.45687,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25019864,100,,,0,,False,3,train,0
892,0.0,296.45687,296.70707,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25019864,239,,,0,,False,1,train,2
893,0.0,296.70707,296.95729,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25021886,129,,,0,,False,5,test,2
894,0.0,296.95729,297.20751,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25021886,31,,,0,,False,2,test,0
895,0.0,297.20751,297.45772,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25021886,194,,,0,,False,2,test,1
896,0.0,297.45772,297.70794,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021886,229,,,0,,False,5,test,1
897,0.0,297.70794,297.95814,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020114,89,,,0,,False,3,train,2
898,0.0,297.95814,298.20835,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25020114,55,,,0,,False,5,test,0
899,0.0,298.20835,298.45855,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25020114,226,,,0,,False,3,train,2
900,0.0,298.45855,298.70875,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25020114,111,,,0,,False,2,test,0
901,0.0,298.70875,298.95897,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25021886,42,,,0,,False,3,train,0
902,0.0,298.95897,299.20919,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25021886,11,,,0,,False,4,train,2
903,0.0,299.20919,299.4594,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25021886,25,,,0,,False,4,train,1
904,0.0,299.4594,299.70962,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25021886,201,,,0,,False,2,test,0
905,0.0,299.70962,299.95982,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25020114,34,,,0,,False,3,train,2
906,0.0,299.95982,300.21003,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25020114,194,,,0,,False,3,train,1
907,0.0,300.21003,300.46023,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25020114,63,,,0,,False,2,test,2
908,0.0,300.46023,300.71043,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020114,233,,,0,,False,1,train,2
909,0.0,300.71043,300.96064,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25021636,108,,,0,,False,5,test,1
910,0.0,300.96064,301.21086,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25021636,55,,,0,,False,6,train,0
911,0.0,301.21086,301.46108,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-20.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25021636,17,,,0,,False,7,train,2
912,0.0,301.46108,301.71129,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25021636,18,,,0,,False,3,train,2
913,0.0,301.71129,301.96149,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25019864,170,,,0,,False,2,test,1
914,0.0,301.96149,302.21169,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25019864,48,,,0,,False,3,train,2
915,0.0,302.21169,302.46189,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25019864,73,,,0,,False,5,test,0
916,0.0,302.46189,302.71209,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25019864,50,,,0,,False,3,train,2
917,0.0,302.71209,302.96231,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25022136,223,,,0,,False,4,train,1
918,0.0,302.96231,303.21253,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25022136,183,,,0,,False,2,test,0
919,0.0,303.21253,303.46275,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25022136,78,,,0,,False,7,train,0
920,0.0,303.46275,303.71297,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25022136,72,,,0,,False,2,test,1
921,0.0,303.71297,303.96317,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25019614,188,,,0,,False,3,train,0
922,0.0,303.96317,304.21337,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25019614,138,,,0,,False,2,test,0
923,0.0,304.21337,304.46356,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25019614,120,,,0,,False,4,train,2
924,0.0,304.46356,304.71376,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25019614,14,,,0,,False,4,train,0
925,0.0,304.71376,304.96398,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25021886,236,,,0,,False,3,train,0
926,0.0,304.96398,305.2142,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021886,143,,,0,,False,4,train,1
927,0.0,305.2142,305.46441,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25021886,36,,,0,,False,6,train,1
928,0.0,305.46441,305.71463,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,30.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25021886,59,,,0,,False,5,test,2
929,0.0,305.71463,305.96483,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25019864,205,,,0,,False,3,train,2
930,0.0,305.96483,306.21503,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",20.0,null,null,gabors,0.25019864,219,,,0,,False,2,test,1
931,0.0,306.21503,306.46523,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25019864,226,,,0,,False,4,train,2
932,0.0,306.46523,306.71543,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25019864,38,,,0,,False,7,train,0
933,0.0,306.71543,306.96564,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25021136,54,,,0,,False,3,train,2
934,0.0,306.96564,307.21585,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,40.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25021136,196,,,0,,False,2,test,1
935,0.0,307.21585,307.46606,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25021136,183,,,0,,False,3,train,0
936,0.0,307.46606,307.71627,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25021136,180,,,0,,False,3,train,0
937,0.0,307.71627,307.96648,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-20.0,null,null,gabors,0.25020864,202,,,0,,False,3,train,2
938,0.0,307.96648,308.21669,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",30.0,null,null,gabors,0.25020864,49,,,0,,False,2,test,2
939,0.0,308.21669,308.4669,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-40.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020864,148,,,0,,False,4,train,1
940,0.0,308.4669,308.71711,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",-40.0,null,null,gabors,0.25020864,79,,,0,,False,4,train,2
941,0.0,308.71711,308.96733,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",40.0,null,null,gabors,0.25021886,209,,,0,,False,1,train,0
942,0.0,308.96733,309.21755,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-30.0,0.8,"[20.0, 20.0]",0.0,null,null,gabors,0.25021886,108,,,0,,False,6,train,1
943,0.0,309.21755,309.46776,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,0.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25021886,139,,,0,,False,4,train,1
944,0.0,309.46776,309.71798,0.0,"[3644.93333333, 3644.93333333]",4.0,0.08,20.0,0.8,"[20.0, 20.0]",-30.0,null,null,gabors,0.25021886,71,,,0,,False,2,test,0
945,0.0,309.71798,309.96818,45.0,"[3644.93333333, 3644.93333333]",4.0,0.08,-10.0,0.8,"[20.0, 20.0]",-10.0,null,null,gabors,0.25019864,218,,,0,,False,1,train,1
946,0.0,309.96818,310.21838,90.0,"[3644.93333333, 3644.93333333]",4.0,0.08,10.0,0.8,"[20.0, 20.0]",10.0,null,null,gabors,0.25019864,240,,,0,,False,1,train,2
