outcome,model,term,estimate,cluster_se,p_value,ci_low,ci_high,n_units,n_sessions,area
timescale_ms,rf_interaction_common_support,"C(area, Treatment(reference='V1'))[T.RL]",-1.4796231729957685,2.873372429507662,0.6065928142050807,-7.111329649001142,4.152083303009604,3225,54,RL
timescale_ms,rf_interaction_common_support,"C(area, Treatment(reference='V1'))[T.AL]",-2.6032239286022567,2.0259637157012156,0.19881633734539017,-6.574039845361584,1.3675919881570708,3225,54,AL
timescale_ms,rf_interaction_common_support,"C(area, Treatment(reference='V1'))[T.PM]",4.809627694390477,2.155433832002572,0.025654870795523057,0.5850550126062783,9.034200376174677,3225,54,PM
timescale_ms,rf_interaction_common_support,"C(area, Treatment(reference='V1'))[T.AM]",2.7920737005663225,1.4806684818114615,0.05933747420483015,-0.10998319682774227,5.694130597960387,3225,54,AM
rf_area_deg2,unadjusted_full,"C(area, Treatment(reference='V1'))[T.LM]",125.42301433044003,19.94765761702661,3.223986025971376e-10,86.3263238251318,164.51970483574826,19603,54,LM
rf_area_deg2,unadjusted_full,"C(area, Treatment(reference='V1'))[T.RL]",101.24615841259809,23.19959873534722,1.276273115047348e-05,55.775780435536554,146.71653638965964,19603,54,RL
rf_area_deg2,unadjusted_full,"C(area, Treatment(reference='V1'))[T.AL]",151.02873268835685,19.799967623394792,2.3893025402030125e-14,112.22150925144393,189.83595612526977,19603,54,AL
rf_area_deg2,unadjusted_full,"C(area, Treatment(reference='V1'))[T.PM]",201.63307519982445,16.865845692258816,6.105116882943312e-33,168.57662507418715,234.68952532546174,19603,54,PM
rf_area_deg2,unadjusted_full,"C(area, Treatment(reference='V1'))[T.AM]",256.97049967350847,16.245079556138272,2.3247332525972963e-56,225.13072881748954,288.81027052952743,19603,54,AM
rf_area_deg2,unadjusted_common_support,"C(area, Treatment(reference='V1'))[T.LM]",200.4815602539187,21.23189626033559,3.640908355104368e-21,158.86780826017028,242.09531224766712,9819,54,LM
